latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
52.54833,13.407822,37.0,0,GMT,GMT

time,temperature_2m_mean (°C),rain_sum (mm),snowfall_sum (cm),sunshine_duration (s)
2023-04-12,8.2,2.90,0.00,28849.82
2023-04-13,9.0,0.00,0.00,27889.87
2023-04-14,7.6,10.30,0.00,0.00
2023-04-15,9.5,3.40,0.00,2416.66
2023-04-16,9.1,1.60,0.00,655.39
2023-04-17,7.4,3.20,0.00,22372.40
2023-04-18,8.1,0.10,0.00,22873.78
2023-04-19,6.7,4.20,0.00,29957.94
2023-04-20,9.5,1.30,0.00,35204.71
2023-04-21,13.1,0.00,0.00,47278.38
2023-04-22,14.0,0.00,0.00,47618.57
2023-04-23,13.0,3.30,0.00,24766.30
2023-04-24,12.0,0.60,0.00,45929.61
2023-04-25,8.0,0.00,0.00,20304.93
2023-04-26,6.4,0.50,0.00,34823.44
2023-04-27,6.4,0.40,0.00,37212.55
2023-04-28,10.0,0.00,0.00,30211.34
2023-04-29,11.0,0.50,0.00,16770.15
2023-04-30,8.2,0.00,0.00,49310.39
2023-05-01,10.9,0.00,0.00,47952.10
2023-05-02,10.5,0.40,0.00,23260.12
2023-05-03,9.7,0.00,0.00,49918.29
2023-05-04,11.5,0.00,0.00,46438.65
2023-05-05,13.6,1.00,0.00,41448.90
2023-05-06,9.2,11.20,0.00,0.00
2023-05-07,10.5,0.00,0.00,50347.67
2023-05-08,11.1,0.00,0.00,50403.97
2023-05-09,13.0,0.00,0.00,50400.00
2023-05-10,15.3,0.00,0.00,46378.17
2023-05-11,16.2,0.00,0.00,43200.00
2023-05-12,16.8,0.00,0.00,50400.00
2023-05-13,15.9,0.00,0.00,50446.00
2023-05-14,15.5,0.00,0.00,50041.25
2023-05-15,14.8,0.00,0.00,48396.33
2023-05-16,12.3,0.00,0.00,33940.23
2023-05-17,10.2,0.10,0.00,50891.15
2023-05-18,10.8,0.00,0.00,39716.82
2023-05-19,13.4,0.00,0.00,35018.75
2023-05-20,15.0,0.00,0.00,30078.70
2023-05-21,20.3,0.10,0.00,50660.05
2023-05-22,20.4,0.00,0.00,50201.13
2023-05-23,15.8,2.60,0.00,25246.30
2023-05-24,12.1,0.70,0.00,21087.58
2023-05-25,14.4,0.00,0.00,35608.72
2023-05-26,13.4,0.00,0.00,52028.75
2023-05-27,14.0,0.00,0.00,53375.28
2023-05-28,16.5,0.00,0.00,53403.22
2023-05-29,16.0,0.00,0.00,44875.26
2023-05-30,15.7,0.00,0.00,53772.75
2023-05-31,17.3,0.00,0.00,54127.63
2023-06-01,16.7,0.00,0.00,52379.27
2023-06-02,14.3,0.30,0.00,51686.47
2023-06-03,14.3,0.00,0.00,50219.75
2023-06-04,16.4,0.00,0.00,54726.21
2023-06-05,19.4,0.00,0.00,51272.01
2023-06-06,19.7,0.40,0.00,25200.00
2023-06-07,22.2,0.00,0.00,45874.89
2023-06-08,23.0,0.00,0.00,51919.63
2023-06-09,22.0,0.00,0.00,54730.39
2023-06-10,22.6,0.10,0.00,54160.49
2023-06-11,21.6,0.00,0.00,53209.20
2023-06-12,21.0,0.00,0.00,55372.05
2023-06-13,18.4,0.00,0.00,50358.43
2023-06-14,18.6,0.00,0.00,48067.86
2023-06-15,18.4,0.20,0.00,45870.85
2023-06-16,15.4,28.90,0.00,25361.55
2023-06-17,16.8,1.60,0.00,44700.33
2023-06-18,19.4,0.10,0.00,52632.95
2023-06-19,21.2,0.60,0.00,34048.31
2023-06-20,21.1,1.70,0.00,31917.74
2023-06-21,23.2,3.30,0.00,47025.07
2023-06-22,23.0,2.30,0.00,51449.06
2023-06-23,17.8,27.90,0.00,0.00
2023-06-24,19.3,0.00,0.00,54188.07
2023-06-25,21.7,0.50,0.00,53279.85
2023-06-26,22.3,4.40,0.00,53722.32
2023-06-27,17.1,1.00,0.00,51566.36
2023-06-28,17.8,0.00,0.00,39965.46
2023-06-29,19.8,0.00,0.00,47822.24
2023-06-30,19.3,8.20,0.00,29090.32
2023-07-01,19.9,2.30,0.00,28169.16
2023-07-02,18.3,1.70,0.00,52852.88
2023-07-03,17.9,0.00,0.00,45278.16
2023-07-04,18.4,0.40,0.00,54468.57
2023-07-05,18.9,3.70,0.00,39413.51
2023-07-06,18.1,0.40,0.00,54386.21
2023-07-07,20.5,0.00,0.00,54339.03
2023-07-08,23.5,0.00,0.00,54414.29
2023-07-09,25.3,0.00,0.00,54232.49
2023-07-10,23.7,1.40,0.00,50045.61
2023-07-11,23.9,0.00,0.00,51361.16
2023-07-12,24.4,0.10,0.00,46014.33
2023-07-13,20.8,0.10,0.00,51308.86
2023-07-14,21.0,0.00,0.00,47089.47
2023-07-15,26.9,0.00,0.00,51894.89
2023-07-16,24.0,1.10,0.00,49322.98
2023-07-17,21.5,0.10,0.00,52193.91
2023-07-18,19.5,0.00,0.00,52679.83
2023-07-19,19.9,0.30,0.00,51829.73
2023-07-20,17.7,1.20,0.00,52016.92
2023-07-21,17.1,1.40,0.00,17704.08
2023-07-22,17.7,0.20,0.00,51036.89
2023-07-23,20.9,0.70,0.00,26675.74
2023-07-24,20.9,11.40,0.00,41619.97
2023-07-25,18.3,0.00,0.00,36734.76
2023-07-26,16.3,0.30,0.00,46691.62
2023-07-27,16.3,4.40,0.00,21463.58
2023-07-28,19.1,34.40,0.00,27512.73
2023-07-29,19.1,11.60,0.00,26143.04
2023-07-30,18.9,7.90,0.00,40302.78
2023-07-31,17.6,7.10,0.00,12706.90
2023-08-01,18.1,12.00,0.00,22044.05
2023-08-02,18.8,7.50,0.00,33944.45
2023-08-03,19.7,1.30,0.00,50084.38
2023-08-04,18.4,0.80,0.00,48545.23
2023-08-05,17.9,0.20,0.00,28349.65
2023-08-06,15.9,11.60,0.00,0.00
2023-08-07,15.9,1.50,0.00,32468.00
2023-08-08,15.5,4.70,0.00,43754.88
2023-08-09,15.6,0.20,0.00,45311.49
2023-08-10,15.9,0.20,0.00,43127.28
2023-08-11,18.7,0.00,0.00,40534.76
2023-08-12,21.4,6.00,0.00,25276.66
2023-08-13,21.3,0.00,0.00,43668.12
2023-08-14,22.8,0.10,0.00,45436.31
2023-08-15,24.3,19.50,0.00,38358.07
2023-08-16,22.6,3.20,0.00,48455.31
2023-08-17,21.4,0.90,0.00,46876.11
2023-08-18,23.1,1.20,0.00,47713.62
2023-08-19,25.0,0.00,0.00,45109.68
2023-08-20,24.2,0.20,0.00,46648.92
2023-08-21,22.7,0.00,0.00,46363.33
2023-08-22,21.4,0.00,0.00,12203.91
2023-08-23,21.1,0.00,0.00,44676.68
2023-08-24,22.8,0.00,0.00,40030.12
2023-08-25,23.4,5.80,0.00,32338.42
2023-08-26,20.9,0.90,0.00,32400.00
2023-08-27,17.5,0.80,0.00,7404.32
2023-08-28,16.5,0.00,0.00,17856.57
2023-08-29,15.1,5.00,0.00,0.00
2023-08-30,16.2,0.00,0.00,32838.96
2023-08-31,15.0,2.20,0.00,42805.30
2023-09-01,15.9,0.00,0.00,27299.70
2023-09-02,16.9,0.60,0.00,40867.73
2023-09-03,16.9,0.00,0.00,24605.93
2023-09-04,18.1,0.00,0.00,43480.11
2023-09-05,20.5,0.00,0.00,43316.18
2023-09-06,21.1,0.00,0.00,43309.20
2023-09-07,21.8,0.00,0.00,43248.45
2023-09-08,22.0,0.00,0.00,43117.11
2023-09-09,22.3,0.00,0.00,43012.94
2023-09-10,22.2,0.00,0.00,42915.34
2023-09-11,22.7,0.00,0.00,42746.71
2023-09-12,22.3,0.00,0.00,38659.73
2023-09-13,19.6,7.40,0.00,42272.17
2023-09-14,16.2,0.00,0.00,42035.25
2023-09-15,17.3,0.00,0.00,41798.25
2023-09-16,19.0,0.00,0.00,41559.66
2023-09-17,20.4,0.00,0.00,39733.03
2023-09-18,21.7,0.50,0.00,27786.25
2023-09-19,18.4,0.10,0.00,31983.08
2023-09-20,19.4,0.00,0.00,38884.89
2023-09-21,21.0,0.00,0.00,40344.84
2023-09-22,17.3,3.80,0.00,10765.08
2023-09-23,15.0,0.00,0.00,34798.07
2023-09-24,14.5,0.00,0.00,38748.03
2023-09-25,15.4,0.00,0.00,39102.50
2023-09-26,18.0,0.00,0.00,37282.07
2023-09-27,19.1,0.00,0.00,37547.50
2023-09-28,19.8,0.00,0.00,37864.68
2023-09-29,18.6,1.40,0.00,17846.84
2023-09-30,15.5,0.00,0.00,35996.46
2023-10-01,16.3,0.30,0.00,19953.03
2023-10-02,18.5,0.00,0.00,36305.70
2023-10-03,17.7,8.20,0.00,17207.35
2023-10-04,14.5,0.30,0.00,33635.26
2023-10-05,13.8,1.00,0.00,12491.65
2023-10-06,14.8,1.70,0.00,8805.51
2023-10-07,15.7,11.90,0.00,0.00
2023-10-08,12.0,1.20,0.00,32403.18
2023-10-09,10.7,4.10,0.00,5045.48
2023-10-10,14.2,2.00,0.00,12868.48
2023-10-11,18.5,0.00,0.00,33690.07
2023-10-12,14.9,5.40,0.00,10019.85
2023-10-13,17.3,0.50,0.00,12382.60
2023-10-14,14.3,4.70,0.00,31222.19
2023-10-15,8.4,0.40,0.00,34342.96
2023-10-16,6.8,0.40,0.00,33954.26
2023-10-17,6.3,0.00,0.00,13429.12
2023-10-18,6.1,0.00,0.00,32901.87
2023-10-19,7.2,4.90,0.00,0.00
2023-10-20,6.2,7.10,0.00,0.00
2023-10-21,10.7,0.00,0.00,31130.57
2023-10-22,12.7,1.40,0.00,29660.60
2023-10-23,11.2,0.30,0.00,28795.94
2023-10-24,11.7,9.00,0.00,0.00
2023-10-25,10.6,0.10,0.00,23310.83
2023-10-26,9.9,6.50,0.00,0.00
2023-10-27,9.5,7.40,0.00,0.00
2023-10-28,9.7,4.80,0.00,4475.84
2023-10-29,12.3,5.10,0.00,4383.84
2023-10-30,12.9,0.00,0.00,12570.26
2023-10-31,11.1,3.70,0.00,13507.52
2023-11-01,10.3,0.30,0.00,22065.50
2023-11-02,11.3,4.10,0.00,15044.85
2023-11-03,9.5,0.00,0.00,5913.43
2023-11-04,8.8,1.70,0.00,26681.19
2023-11-05,9.8,8.50,0.00,11511.23
2023-11-06,10.4,2.50,0.00,27305.74
2023-11-07,9.0,0.00,0.00,27168.48
2023-11-08,7.8,1.40,0.00,13819.63
2023-11-09,9.3,0.30,0.00,9377.21
2023-11-10,7.8,0.20,0.00,24517.97
2023-11-11,5.6,0.70,0.00,25054.09
2023-11-12,5.5,1.10,0.00,10557.90
2023-11-13,5.7,4.50,0.00,25730.48
2023-11-14,10.6,1.00,0.00,20131.21
2023-11-15,7.6,2.20,0.00,0.00
2023-11-16,6.1,2.00,0.00,19934.80
2023-11-17,4.1,0.00,0.00,0.00
2023-11-18,3.9,0.20,0.00,22235.04
2023-11-19,7.6,8.10,0.56,17728.78
2023-11-20,9.3,16.50,0.00,6281.70
2023-11-21,3.2,1.10,0.07,0.00
2023-11-22,-1.1,0.00,0.00,20687.63
2023-11-23,7.9,4.80,0.07,0.00
2023-11-24,3.5,0.70,2.59,18451.93
2023-11-25,0.9,0.10,0.21,16282.92
2023-11-26,-1.5,0.00,0.00,23473.12
2023-11-27,-0.1,0.10,1.75,0.00
2023-11-28,-1.8,0.00,1.12,8078.87
2023-11-29,-0.8,0.00,2.10,3600.00
2023-11-30,-4.7,0.00,0.00,22843.74
2023-12-01,-5.4,0.00,0.00,21045.09
2023-12-02,-3.3,0.00,0.00,259.69
2023-12-03,-2.9,0.00,0.00,18387.71
2023-12-04,-2.9,0.00,0.00,436.39
2023-12-05,-1.4,0.10,0.49,0.00
2023-12-06,0.1,1.00,0.70,0.00
2023-12-07,0.2,0.00,0.00,0.00
2023-12-08,0.4,0.10,1.12,7272.26
2023-12-09,2.3,1.20,0.00,14355.55
2023-12-10,4.9,8.00,0.14,2234.91
2023-12-11,7.1,17.00,0.00,6548.16
2023-12-12,5.2,1.60,0.00,8744.88
2023-12-13,4.2,9.90,0.00,0.00
2023-12-14,2.6,0.90,0.00,0.00
2023-12-15,3.1,0.50,0.00,0.00
2023-12-16,6.8,0.10,0.00,14835.17
2023-12-17,7.9,0.00,0.00,2061.35
2023-12-18,6.2,0.00,0.00,0.00
2023-12-19,7.0,7.90,0.00,0.00
2023-12-20,5.3,5.90,0.00,0.00
2023-12-21,6.7,16.70,0.28,0.00
2023-12-22,2.9,0.90,1.12,21851.14
2023-12-23,2.0,2.10,0.84,0.00
2023-12-24,7.3,10.70,1.05,0.00
2023-12-25,9.2,6.10,0.00,18000.00
2023-12-26,8.0,16.10,0.00,19519.77
2023-12-27,3.8,0.00,0.00,21455.46
2023-12-28,8.1,0.00,0.00,18227.00
2023-12-29,8.9,7.00,0.00,10800.00
2023-12-30,6.0,2.50,0.00,21439.88
2023-12-31,5.5,1.60,0.00,7979.87
2024-01-01,5.2,1.90,0.00,17859.23
2024-01-02,4.8,9.80,0.28,0.00
2024-01-03,8.8,9.30,0.00,3789.20
2024-01-04,3.5,2.60,0.00,0.00
2024-01-05,0.5,1.40,2.80,0.00
2024-01-06,-0.5,0.00,0.98,0.00
2024-01-07,-3.2,0.00,0.35,5344.28
2024-01-08,-6.9,0.00,0.00,23225.03
2024-01-09,-7.8,0.00,0.00,23340.53
2024-01-10,-6.6,0.00,0.00,23453.27
2024-01-11,-2.4,0.00,0.00,0.00
2024-01-12,-0.5,0.00,0.00,0.00
2024-01-13,1.7,2.80,0.00,0.00
2024-01-14,1.7,2.80,0.77,0.00
2024-01-15,0.6,0.30,0.42,13422.91
2024-01-16,-1.1,0.00,2.17,7794.81
2024-01-17,-2.5,0.00,1.68,12968.04
2024-01-18,-2.8,0.00,0.00,13052.84
2024-01-19,-1.1,0.00,0.00,24847.46
2024-01-20,0.5,0.00,0.00,18846.26
2024-01-21,-0.7,0.00,0.00,2035.18
2024-01-22,5.8,3.10,0.00,1224.88
2024-01-23,4.6,0.50,0.00,15802.54
2024-01-24,8.2,5.50,0.00,23580.12
2024-01-25,6.4,0.20,0.00,26011.02
2024-01-26,5.2,3.50,0.00,385.03
2024-01-27,4.1,0.00,0.00,7207.62
2024-01-28,1.5,0.00,0.00,26765.00
2024-01-29,3.1,0.00,0.00,26827.39
2024-01-30,4.6,0.10,0.00,22168.25
2024-01-31,5.0,0.00,0.00,0.00
2024-02-01,5.9,2.10,0.00,25200.00
2024-02-02,5.8,1.30,0.00,0.00
2024-02-03,9.0,2.70,0.00,2679.88
2024-02-04,6.9,1.70,0.00,13369.18
2024-02-05,9.0,11.30,0.00,0.00
2024-02-06,9.2,1.80,0.00,0.00
2024-02-07,4.0,8.60,0.00,20286.61
2024-02-08,1.1,3.00,0.07,8341.46
2024-02-09,4.3,12.40,0.98,0.00
2024-02-10,8.6,5.50,0.00,20192.39
2024-02-11,7.3,6.00,0.00,645.60
2024-02-12,6.6,5.00,0.00,6110.22
2024-02-13,4.6,0.10,0.00,30547.36
2024-02-14,6.3,4.70,0.00,3510.96
2024-02-15,10.7,0.20,0.00,6702.86
2024-02-16,11.5,3.10,0.00,28800.00
2024-02-17,8.5,0.90,0.00,9492.39
2024-02-18,6.2,1.60,0.00,8989.91
2024-02-19,7.6,5.30,0.00,1369.34
2024-02-20,7.3,1.20,0.00,8580.25
2024-02-21,8.1,2.00,0.00,6971.02
2024-02-22,9.8,5.20,0.00,2095.90
2024-02-23,7.4,0.00,0.00,21019.62
2024-02-24,5.2,0.00,0.00,30965.94
2024-02-25,4.7,0.00,0.00,33633.44
2024-02-26,5.0,0.00,0.00,21939.57
2024-02-27,5.0,0.00,0.00,8892.37
2024-02-28,3.1,0.00,0.00,13595.29
2024-02-29,4.0,0.00,0.00,34302.36
2024-03-01,7.0,0.00,0.00,29539.44
2024-03-02,8.3,0.70,0.00,14249.55
2024-03-03,9.7,0.00,0.00,28812.94
2024-03-04,9.1,0.10,0.00,32499.88
2024-03-05,4.6,0.20,0.00,24405.07
2024-03-06,3.7,0.20,0.00,21655.49
2024-03-07,3.7,0.30,0.00,36660.46
2024-03-08,2.6,0.00,0.00,36973.05
2024-03-09,4.6,0.80,0.00,29089.19
2024-03-10,8.1,0.00,0.00,30921.84
2024-03-11,9.4,0.00,0.00,21330.00
2024-03-12,8.2,0.00,0.00,30757.75
2024-03-13,8.1,0.00,0.00,37027.83
2024-03-14,10.7,0.30,0.00,14915.89
2024-03-15,11.4,0.00,0.00,33225.73
2024-03-16,8.9,1.40,0.00,23172.72
2024-03-17,4.7,0.00,0.00,37051.03
2024-03-18,1.4,0.00,0.00,37768.50
2024-03-19,3.2,0.00,0.00,35315.50
2024-03-20,8.5,0.00,0.00,29773.81
2024-03-21,10.2,6.70,0.00,13814.35
2024-03-22,9.7,5.30,0.00,0.00
2024-03-23,6.0,6.00,0.00,11857.46
2024-03-24,4.4,7.70,0.00,14728.31
2024-03-25,5.5,2.10,0.00,21370.83
2024-03-26,7.1,0.00,0.00,40551.73
2024-03-27,11.0,0.00,0.00,34871.11
2024-03-28,9.3,1.40,0.00,19160.64
2024-03-29,9.7,0.40,0.00,12489.66
2024-03-30,14.2,0.30,0.00,42160.42
2024-03-31,12.9,0.00,0.00,39235.18
2024-04-01,12.9,0.10,0.00,26244.44
2024-04-02,10.7,3.10,0.00,42570.04
2024-04-03,9.6,5.30,0.00,5794.71
2024-04-04,11.2,6.20,0.00,20848.33
2024-04-05,13.9,2.40,0.00,30069.18
2024-04-06,16.2,0.10,0.00,39714.99
2024-04-07,17.7,0.00,0.00,43200.00
2024-04-08,18.3,0.20,0.00,36000.00
2024-04-09,17.4,0.80,0.00,41966.48
2024-04-10,11.3,0.40,0.00,29003.87
2024-04-11,11.6,0.00,0.00,18000.00
2024-04-12,15.2,0.00,0.00,8777.19
2024-04-13,16.7,0.00,0.00,39222.24
2024-04-14,13.9,0.10,0.00,34239.23
2024-04-15,10.1,5.30,0.00,39384.08
2024-04-16,6.6,1.90,0.00,21134.50
2024-04-17,6.0,0.90,0.00,45268.56
2024-04-18,6.2,0.80,0.00,38530.06
2024-04-19,5.9,6.10,0.00,121.72
2024-04-20,5.2,2.60,0.00,39386.29
2024-04-21,3.5,1.30,0.21,47390.23
2024-04-22,2.2,1.40,0.35,33834.06
2024-04-23,4.4,0.00,0.00,30256.88
2024-04-24,5.8,0.50,0.00,32862.29
2024-04-25,5.1,2.20,0.14,31671.57
2024-04-26,8.2,0.10,0.00,42034.48
2024-04-27,12.2,0.00,0.00,46817.00
2024-04-28,16.0,0.00,0.00,36129.85
2024-04-29,15.4,0.30,0.00,36762.79
2024-04-30,19.0,0.00,0.00,48917.52
2024-05-01,19.7,0.00,0.00,49673.36
2024-05-02,19.5,0.00,0.00,49876.90
2024-05-03,17.7,1.60,0.00,43402.45
2024-05-04,15.5,0.10,0.00,40481.82
2024-05-05,15.1,8.60,0.00,36847.66
2024-05-06,13.5,0.00,0.00,47946.98
2024-05-07,11.8,0.30,0.00,9097.12
2024-05-08,12.4,0.00,0.00,46338.73
2024-05-09,13.0,0.00,0.00,50400.00
2024-05-10,15.8,0.00,0.00,44053.38
2024-05-11,14.9,0.30,0.00,39245.07
2024-05-12,14.8,0.00,0.00,50528.12
2024-05-13,16.7,0.00,0.00,50757.44
2024-05-14,18.5,0.00,0.00,50862.63
2024-05-15,20.0,0.00,0.00,50849.58
2024-05-16,20.1,0.00,0.00,43562.43
2024-05-17,19.3,0.00,0.00,50787.10
2024-05-18,16.4,0.40,0.00,47187.57
2024-05-19,15.9,10.90,0.00,43024.68
2024-05-20,15.8,11.90,0.00,38032.14
2024-05-21,20.3,0.20,0.00,44480.37
2024-05-22,19.3,12.20,0.00,20898.32
2024-05-23,17.9,1.10,0.00,43202.12
2024-05-24,18.5,11.40,0.00,46484.76
2024-05-25,18.8,4.30,0.00,44274.96
2024-05-26,18.6,0.20,0.00,49196.00
2024-05-27,18.6,9.40,0.00,36047.56
2024-05-28,15.4,10.60,0.00,29842.83
2024-05-29,16.6,1.20,0.00,50510.01
2024-05-30,16.9,8.70,0.00,34722.73
2024-05-31,17.6,0.10,0.00,53429.25
2024-06-01,20.1,0.40,0.00,53629.57
2024-06-02,18.8,9.20,0.00,45641.04
2024-06-03,15.0,0.20,0.00,5330.56
2024-06-04,16.2,0.30,0.00,34520.84
2024-06-05,16.5,2.30,0.00,41194.08
2024-06-06,15.6,0.00,0.00,50486.54
2024-06-07,15.9,0.20,0.00,50316.45
2024-06-08,17.6,0.00,0.00,54304.91
2024-06-09,15.2,0.00,0.00,54613.07
2024-06-10,14.5,2.40,0.00,25384.95
2024-06-11,13.3,2.20,0.00,36189.72
2024-06-12,13.4,0.30,0.00,48016.68
2024-06-13,13.3,0.40,0.00,54469.13
2024-06-14,15.0,1.10,0.00,8458.98
2024-06-15,16.9,2.80,0.00,33358.48
2024-06-16,17.9,0.30,0.00,55033.93
2024-06-17,19.3,1.80,0.00,51207.16
2024-06-18,19.8,5.80,0.00,42944.68
2024-06-19,16.4,1.90,0.00,20502.44
2024-06-20,17.3,0.00,0.00,52329.45
2024-06-21,20.8,5.50,0.00,29737.07
2024-06-22,18.8,3.60,0.00,34370.67
2024-06-23,18.2,0.00,0.00,43227.48
2024-06-24,18.8,0.10,0.00,54800.56
2024-06-25,20.6,0.00,0.00,53632.43
2024-06-26,23.7,0.00,0.00,53334.71
2024-06-27,24.2,13.10,0.00,42706.71
2024-06-28,22.8,4.00,0.00,54012.39
2024-06-29,22.7,0.40,0.00,54735.15
2024-06-30,22.5,6.70,0.00,40804.89
2024-07-01,17.4,7.90,0.00,33378.58
2024-07-02,15.3,0.80,0.00,17833.51
2024-07-03,15.0,0.30,0.00,31737.31
2024-07-04,15.6,2.60,0.00,39489.91
2024-07-05,16.4,0.00,0.00,43025.77
2024-07-06,22.0,0.10,0.00,43566.70
2024-07-07,18.4,0.00,0.00,50812.90
2024-07-08,20.4,0.00,0.00,37024.63
2024-07-09,24.8,0.00,0.00,53227.59
2024-07-10,25.4,2.20,0.00,48375.82
2024-07-11,22.0,6.70,0.00,47952.46
2024-07-12,21.6,2.60,0.00,22442.11
2024-07-13,18.4,3.00,0.00,36881.25
2024-07-14,19.5,1.50,0.00,51270.87
2024-07-15,23.1,0.00,0.00,51268.85
2024-07-16,22.6,1.30,0.00,31843.46
2024-07-17,20.1,0.10,0.00,52516.81
2024-07-18,20.7,0.00,0.00,49892.94
2024-07-19,23.2,0.00,0.00,47786.21
2024-07-20,24.8,0.00,0.00,50329.04
2024-07-21,25.9,0.80,0.00,46855.93
2024-07-22,21.5,1.40,0.00,32044.33
2024-07-23,20.9,2.80,0.00,47137.61
2024-07-24,19.5,0.20,0.00,47138.83
2024-07-25,18.4,0.00,0.00,51163.04
2024-07-26,20.4,0.80,0.00,28262.74
2024-07-27,20.4,12.50,0.00,4656.72
2024-07-28,18.7,11.10,0.00,40579.77
2024-07-29,18.0,0.00,0.00,51475.84
2024-07-30,20.0,0.00,0.00,51144.00
2024-07-31,22.6,0.00,0.00,34149.66
2024-08-01,21.9,0.00,0.00,50394.31
2024-08-02,18.9,0.00,0.00,7852.01
2024-08-03,19.9,0.00,0.00,46348.28
2024-08-04,19.4,7.50,0.00,23548.83
2024-08-05,18.6,0.10,0.00,43615.61
2024-08-06,19.9,0.00,0.00,49284.39
2024-08-07,22.7,0.00,0.00,45913.02
2024-08-08,20.2,0.50,0.00,42737.25
2024-08-09,20.0,3.10,0.00,23210.54
2024-08-10,20.6,0.00,0.00,49375.66
2024-08-11,20.7,0.00,0.00,43200.00
2024-08-12,20.5,0.00,0.00,49192.61
2024-08-13,23.1,0.00,0.00,49078.02
2024-08-14,25.6,3.00,0.00,47870.14
2024-08-15,23.6,0.70,0.00,48488.54
2024-08-16,23.7,0.00,0.00,48041.38
2024-08-17,23.2,0.00,0.00,44997.14
2024-08-18,20.6,0.10,0.00,21581.98
2024-08-19,19.4,0.00,0.00,40674.59
2024-08-20,21.2,0.30,0.00,46469.49
2024-08-21,19.7,0.60,0.00,45887.22
2024-08-22,19.4,0.00,0.00,35722.61
2024-08-23,23.3,0.00,0.00,36407.93
2024-08-24,25.6,0.00,0.00,45878.43
2024-08-25,21.0,0.00,0.00,25871.75
2024-08-26,20.3,0.00,0.00,39640.68
2024-08-27,20.4,0.00,0.00,45359.66
2024-08-28,23.6,0.00,0.00,44888.80
2024-08-29,27.5,0.00,0.00,44253.82
2024-08-30,22.6,2.40,0.00,36911.65
2024-08-31,19.1,0.00,0.00,38134.95
2024-09-01,19.2,0.80,0.00,42668.80
2024-09-02,20.2,0.00,0.00,43314.89
2024-09-03,24.9,0.10,0.00,43318.05
2024-09-04,26.8,0.00,0.00,43389.95
2024-09-05,25.8,0.00,0.00,43311.19
2024-09-06,24.2,0.00,0.00,43249.11
2024-09-07,24.3,0.00,0.00,43133.57
2024-09-08,26.0,0.00,0.00,43036.78
2024-09-09,18.5,7.50,0.00,9282.19
2024-09-10,16.6,0.10,0.00,24899.66
2024-09-11,14.7,0.50,0.00,5746.95
2024-09-12,12.0,0.20,0.00,34422.26
2024-09-13,11.6,7.40,0.00,0.00
2024-09-14,13.7,0.60,0.00,37699.24
2024-09-15,13.8,0.10,0.00,28497.02
2024-09-16,15.4,6.40,0.00,3605.41
2024-09-17,18.6,0.00,0.00,41130.96
2024-09-18,19.1,0.00,0.00,39007.46
2024-09-19,18.5,0.10,0.00,37040.67
2024-09-20,17.3,0.00,0.00,40394.69
2024-09-21,16.5,0.00,0.00,40148.35
2024-09-22,16.7,0.00,0.00,39901.77
2024-09-23,17.1,0.00,0.00,36296.04
2024-09-24,14.6,11.60,0.00,10994.10
2024-09-25,15.1,2.70,0.00,17344.07
2024-09-26,16.6,5.30,0.00,2443.23
2024-09-27,16.0,0.70,0.00,34780.99
2024-09-28,12.1,0.30,0.00,36485.89
2024-09-29,9.6,0.00,0.00,36501.15
2024-09-30,10.4,0.00,0.00,36250.35
2024-10-01,10.3,12.90,0.00,0.00
2024-10-02,9.7,5.00,0.00,5374.22
2024-10-03,11.1,4.40,0.00,20905.13
2024-10-04,11.3,0.80,0.00,34696.49
2024-10-05,10.9,0.10,0.00,27522.97
2024-10-06,9.3,0.00,0.00,16810.61
2024-10-07,11.2,0.10,0.00,21661.74
2024-10-08,15.4,8.60,0.00,25259.72
2024-10-09,16.3,5.40,0.00,25200.00
2024-10-10,15.0,2.70,0.00,18835.83
2024-10-11,8.8,0.20,0.00,31532.66
2024-10-12,8.8,0.00,0.00,25242.12
2024-10-13,10.3,3.70,0.00,31248.37
2024-10-14,9.2,0.60,0.00,16659.12
2024-10-15,7.9,0.00,0.00,30968.01
2024-10-16,9.2,0.00,0.00,33892.84
2024-10-17,12.0,0.00,0.00,31749.47
2024-10-18,12.8,0.00,0.00,33064.66
2024-10-19,13.8,0.00,0.00,26225.65
2024-10-20,13.2,0.00,0.00,23983.43
2024-10-21,15.5,3.10,0.00,11818.86
2024-10-22,12.7,0.00,0.00,22763.90
2024-10-23,10.0,0.00,0.00,31088.82
2024-10-24,9.1,0.00,0.00,25680.31
2024-10-25,11.3,0.00,0.00,31178.53
2024-10-26,10.9,0.00,0.00,22048.55
2024-10-27,11.6,0.10,0.00,19776.79
2024-10-28,12.0,0.60,0.00,7200.00
2024-10-29,13.1,0.40,0.00,0.00
2024-10-30,12.9,0.00,0.00,7918.94
2024-10-31,11.6,0.00,0.00,9145.27
2024-11-01,11.0,0.00,0.00,4163.80
2024-11-02,7.3,0.30,0.00,28925.23
2024-11-03,4.9,0.00,0.00,28784.26
2024-11-04,8.6,0.00,0.00,1189.32
2024-11-05,7.0,0.00,0.00,18259.27
2024-11-06,4.2,0.00,0.00,0.00
2024-11-07,5.4,0.00,0.00,0.00
2024-11-08,4.8,0.00,0.00,5296.70
2024-11-09,3.5,0.00,0.00,27217.66
2024-11-10,1.7,0.00,0.00,2549.50
2024-11-11,4.4,0.40,0.00,10800.00
