latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
40.667835,-73.93768,19.0,-14400,America/New_York,GMT-4

time,weather_code (wmo code),temperature_2m_mean (°C),apparent_temperature_mean (°C),daylight_duration (s),sunshine_duration (s),snowfall_sum (cm),rain_sum (mm),relative_humidity_2m_mean (%)
2022-11-28,3,9.8,5.2,34372.45,25172.43,0.00,0.00,70
2022-11-29,3,3.4,-0.0,34286.61,30610.71,0.00,0.00,75
2022-11-30,63,8.8,4.5,34203.85,0.00,0.00,13.10,83
2022-12-01,3,3.4,-2.6,34124.30,30289.90,0.00,0.00,51
2022-12-02,3,2.0,-1.8,34048.13,30346.77,0.00,0.00,69
2022-12-03,63,10.6,6.2,33975.47,2176.80,0.00,11.50,81
2022-12-04,3,4.2,-0.3,33906.49,27745.51,0.00,0.00,59
2022-12-05,3,2.2,-1.4,33841.33,30117.29,0.00,0.00,74
2022-12-06,63,9.0,6.1,33780.14,0.00,0.00,11.50,91
2022-12-07,63,12.8,11.6,33723.06,0.00,0.00,15.50,98
2022-12-08,3,9.1,5.3,33670.26,17781.89,0.00,0.00,75
2022-12-09,2,3.4,-1.7,33621.66,29873.18,0.00,0.00,63
2022-12-10,3,1.6,-3.4,33576.66,29823.33,0.00,0.00,60
2022-12-11,73,3.2,-1.0,33535.25,0.00,0.42,11.00,84
2022-12-12,73,1.1,-3.8,33497.46,27738.08,0.84,0.10,78
2022-12-13,0,-0.8,-5.7,33463.35,29673.03,0.00,0.00,68
2022-12-14,3,0.5,-4.8,33432.93,29567.87,0.00,0.00,61
2022-12-15,63,2.6,-2.4,33406.25,0.00,0.00,17.70,82
2022-12-16,63,5.4,-0.3,33383.35,137.32,0.00,11.50,92
2022-12-17,51,4.0,-1.3,33364.25,25835.06,0.00,0.20,68
2022-12-18,3,1.1,-4.0,33348.99,28100.78,0.00,0.00,66
2022-12-19,0,0.4,-5.6,33337.59,29241.77,0.00,0.00,60
2022-12-20,3,0.3,-4.7,33330.09,29254.68,0.00,0.00,65
2022-12-21,3,-0.6,-4.3,33326.50,28915.13,0.00,0.00,72
2022-12-22,55,3.3,-1.2,33326.86,586.79,0.00,7.00,86
2022-12-23,73,3.6,-3.4,33331.19,3351.62,0.49,15.40,80
2022-12-24,3,-10.5,-19.0,33339.49,29166.86,0.00,0.00,35
2022-12-25,0,-6.1,-13.4,33351.79,29175.23,0.00,0.00,42
2022-12-26,3,-4.6,-10.6,33368.12,29143.87,0.00,0.00,46
2022-12-27,3,-1.3,-6.2,33388.47,29029.96,0.00,0.00,57
2022-12-28,3,1.3,-3.0,33412.86,28998.24,0.00,0.00,70
2022-12-29,3,3.3,-0.5,33441.40,28872.58,0.00,0.00,76
2022-12-30,3,6.2,3.0,33474.36,28165.86,0.00,0.00,79
2022-12-31,61,9.1,7.4,33511.66,0.00,0.00,7.20,98
2023-01-01,55,9.1,6.1,33553.19,28942.30,0.00,2.30,84
2023-01-02,51,7.6,5.3,33598.82,22098.45,0.00,0.50,86
2023-01-03,63,9.9,8.0,33648.46,0.00,0.00,8.70,97
2023-01-04,55,12.8,11.5,33701.99,21600.00,0.00,2.50,96
2023-01-05,51,10.2,8.8,33759.28,5278.72,0.00,0.10,94
2023-01-06,61,6.4,3.5,33820.23,10983.43,0.00,6.30,86
2023-01-07,3,3.8,-0.7,33884.71,16559.13,0.00,0.00,70
2023-01-08,3,1.6,-2.4,33952.62,27964.27,0.00,0.00,69
2023-01-09,51,3.4,-0.5,34023.83,25892.50,0.00,1.30,75
2023-01-10,3,2.7,-1.4,34098.22,15016.50,0.00,0.00,69
2023-01-11,3,1.2,-2.9,34175.69,24247.94,0.00,0.00,69
2023-01-12,65,6.1,2.4,34256.11,1070.74,0.00,24.20,88
2023-01-13,55,9.4,5.2,34339.37,4780.04,0.00,2.50,80
2023-01-14,3,0.9,-5.9,34425.36,0.00,0.00,0.00,58
2023-01-15,3,0.4,-7.4,34513.95,30331.95,0.00,0.00,52
2023-01-16,2,1.2,-4.7,34605.05,30224.77,0.00,0.00,43
2023-01-17,51,2.5,-1.5,34698.53,14784.30,0.00,0.40,60
2023-01-18,61,6.7,2.5,34794.64,28575.68,0.00,1.90,78
2023-01-19,63,4.3,1.1,34894.37,0.00,0.00,18.50,93
2023-01-20,55,5.6,1.1,34997.62,25503.58,0.00,1.30,79
2023-01-21,51,2.8,-1.7,35104.20,25350.83,0.00,0.30,67
2023-01-22,73,2.0,-1.7,35213.91,16877.42,0.21,6.00,77
2023-01-23,71,2.7,-2.4,35326.59,1967.89,0.14,14.30,90
2023-01-24,3,2.5,-2.8,35442.05,28834.45,0.00,0.00,64
2023-01-25,63,2.8,-1.8,35560.12,0.00,0.00,14.40,84
2023-01-26,63,7.6,1.9,35680.61,31463.30,0.00,12.80,70
2023-01-27,3,2.5,-2.2,35803.35,31022.08,0.00,0.00,66
2023-01-28,3,4.9,-0.0,35928.18,26444.07,0.00,0.00,59
2023-01-29,3,6.0,1.9,36054.93,10532.95,0.00,0.00,72
2023-01-30,3,6.0,3.1,36183.43,26749.27,0.00,0.00,85
2023-01-31,73,3.4,-0.8,36313.53,0.00,0.42,1.30,69
2023-02-01,73,-0.5,-5.4,36445.05,31459.37,0.84,0.00,55
2023-02-02,3,-0.1,-4.9,36577.88,32292.65,0.00,0.00,53
2023-02-03,3,-4.2,-12.4,36711.82,33271.67,0.00,0.00,42
2023-02-04,3,-9.4,-16.6,36846.75,33416.91,0.00,0.00,32
2023-02-05,3,1.7,-3.6,36982.52,29313.89,0.00,0.00,53
2023-02-06,3,4.2,-0.7,37118.98,30109.22,0.00,0.00,71
2023-02-07,73,0.6,-4.2,37256.42,25310.82,0.56,2.80,70
2023-02-08,63,4.9,0.9,37396.11,34006.09,0.00,2.50,76
2023-02-09,3,5.4,1.8,37537.99,157.72,0.00,0.00,81
2023-02-10,3,11.4,7.1,37681.88,34311.29,0.00,0.00,67
2023-02-11,3,3.8,-1.2,37827.62,34466.59,0.00,0.00,54
2023-02-12,71,3.1,-0.3,37975.06,11234.60,0.14,0.20,70
2023-02-13,53,6.5,1.2,38124.02,34781.72,0.00,1.70,50
2023-02-14,3,6.3,1.3,38274.37,34864.88,0.00,0.00,55
2023-02-15,3,10.1,5.9,38425.94,28800.00,0.00,0.00,66
2023-02-16,61,12.2,9.6,38578.59,20152.39,0.00,2.70,74
2023-02-17,63,10.0,6.1,38732.16,4870.29,0.00,11.90,84
2023-02-18,3,0.9,-4.8,38886.54,35244.71,0.00,0.00,51
2023-02-19,3,4.3,-0.3,39041.55,23302.90,0.00,0.00,73
2023-02-20,51,9.0,5.7,39197.07,14400.00,0.00,0.30,76
2023-02-21,61,4.5,1.0,39352.98,9281.67,0.00,4.60,85
2023-02-22,71,2.9,-0.8,39509.11,11725.31,0.07,3.80,79
2023-02-23,51,4.9,1.3,39665.36,21659.73,0.00,0.40,88
2023-02-24,3,4.1,-1.7,39821.59,35818.56,0.00,0.00,62
2023-02-25,71,-2.8,-7.6,39977.67,0.00,0.35,0.10,62
2023-02-26,3,2.4,-2.4,40133.47,36503.27,0.00,0.00,70
2023-02-27,75,1.7,-3.1,40289.28,34163.82,2.10,0.40,65
2023-02-28,75,1.4,-2.9,40446.32,0.00,6.23,4.80,94
2023-03-01,73,2.1,-2.0,40604.57,36451.62,0.28,0.50,81
2023-03-02,53,7.0,3.3,40763.89,17302.12,0.00,1.20,79
2023-03-03,55,3.5,-1.1,40924.18,23676.05,0.00,2.80,70
2023-03-04,65,5.7,0.9,41085.30,4439.70,0.00,47.50,83
2023-03-05,51,5.6,1.0,41247.14,37454.87,0.00,0.30,64
2023-03-06,3,5.9,1.1,41409.59,37700.99,0.00,0.00,58
2023-03-07,73,3.7,-2.4,41572.53,33332.29,1.68,0.40,53
2023-03-08,3,2.8,-3.4,41735.84,37736.29,0.00,0.00,55
2023-03-09,3,4.2,-0.8,41899.42,37607.92,0.00,0.00,61
2023-03-10,63,3.3,-0.6,42063.14,19987.30,0.00,6.80,77
2023-03-11,73,4.4,-0.3,42226.91,8645.28,0.77,12.90,82
2023-03-12,3,3.3,-0.9,42390.61,30097.79,0.00,0.00,68
2023-03-13,61,4.9,0.8,42554.13,0.00,0.00,16.20,92
2023-03-14,73,2.1,-5.3,42717.36,0.00,2.38,12.70,78
2023-03-15,3,3.3,-4.5,42880.18,33322.68,0.00,0.00,53
2023-03-16,3,5.5,0.7,43042.50,38676.96,0.00,0.00,46
2023-03-17,3,8.6,5.0,43204.21,18156.07,0.00,0.00,63
2023-03-18,53,7.8,3.1,43365.18,37692.63,0.00,1.10,58
2023-03-19,3,1.2,-5.3,43525.68,40361.27,0.00,0.00,41
2023-03-20,0,2.8,-1.7,43686.84,40523.14,0.00,0.00,55
2023-03-21,3,7.2,3.0,43848.64,40685.43,0.00,0.00,53
2023-03-22,3,7.5,3.5,44010.98,23017.29,0.00,0.00,71
2023-03-23,55,10.8,8.3,44173.76,16621.64,0.00,1.70,87
2023-03-24,51,8.4,4.8,44336.88,17675.04,0.00,0.70,63
2023-03-25,63,5.9,1.3,44500.24,0.00,0.00,9.90,83
2023-03-26,3,9.4,5.2,44663.74,41499.33,0.00,0.00,62
2023-03-27,55,7.4,3.6,44827.28,29751.75,0.00,1.90,66
2023-03-28,53,6.4,2.8,44990.76,17119.58,0.00,1.00,74
2023-03-29,3,5.1,1.1,45154.07,41167.84,0.00,0.00,63
2023-03-30,51,3.3,-2.4,45317.11,42147.40,0.00,0.10,47
2023-03-31,3,6.4,2.6,45479.79,21302.18,0.00,0.00,73
2023-04-01,63,14.6,11.8,45641.98,16539.26,0.00,10.00,82
2023-04-02,53,7.0,1.1,45803.60,42627.45,0.00,0.60,46
2023-04-03,3,6.4,1.9,45964.53,41674.69,0.00,0.00,66
2023-04-04,3,12.7,11.3,46124.66,39075.46,0.00,0.00,85
2023-04-05,51,11.5,9.3,46283.88,846.81,0.00,0.20,91
2023-04-06,61,15.5,15.3,46442.07,38739.99,0.00,3.70,90
2023-04-07,53,11.1,6.4,46599.14,3811.45,0.00,0.90,42
2023-04-08,3,5.8,1.8,46755.31,34985.05,0.00,0.00,50
2023-04-09,3,6.3,2.7,46911.65,43200.00,0.00,0.00,64
2023-04-10,0,8.4,5.3,47068.16,43200.00,0.00,0.00,70
2023-04-11,3,14.5,10.0,47224.72,39856.51,0.00,0.00,42
2023-04-12,3,20.3,16.7,47381.25,37353.62,0.00,0.00,38
2023-04-13,0,21.5,19.5,47537.63,43362.74,0.00,0.00,47
2023-04-14,3,20.9,19.0,47693.76,43440.63,0.00,0.00,49
2023-04-15,65,16.4,16.0,47849.52,25205.83,0.00,13.10,89
2023-04-16,3,14.9,14.5,48004.82,30870.76,0.00,0.00,92
2023-04-17,53,14.3,11.9,48159.55,21637.44,0.00,1.80,73
2023-04-18,3,11.5,5.7,48313.57,38048.92,0.00,0.00,44
2023-04-19,3,10.3,6.2,48466.80,43751.11,0.00,0.00,52
2023-04-20,3,10.0,7.2,48619.09,43756.70,0.00,0.00,65
2023-04-21,3,12.3,9.9,48770.35,44230.36,0.00,0.00,75
2023-04-22,63,13.9,11.8,48920.43,37213.48,0.00,10.10,87
2023-04-23,63,14.5,12.6,49069.21,26060.64,0.00,20.20,78
2023-04-24,3,10.4,7.4,49216.58,44999.36,0.00,0.00,66
2023-04-25,51,10.2,7.4,49362.39,43150.65,0.00,0.50,64
2023-04-26,3,9.9,7.1,49506.52,42251.20,0.00,0.00,75
2023-04-27,51,10.5,8.2,49648.83,39064.78,0.00,0.30,83
2023-04-28,61,9.7,6.2,49789.53,3108.50,0.00,4.30,80
2023-04-29,63,10.8,6.9,49929.63,0.00,0.00,47.70,94
2023-04-30,63,12.9,11.1,50069.12,1729.16,0.00,25.60,97
2023-05-01,51,12.7,8.1,50207.89,44569.45,0.00,1.00,62
2023-05-02,53,10.4,6.5,50345.82,28740.83,0.00,1.70,67
2023-05-03,51,9.5,6.5,50482.79,39028.23,0.00,0.90,69
2023-05-04,61,9.9,7.4,50618.69,37441.37,0.00,2.70,81
2023-05-05,61,11.4,9.9,50753.39,45725.97,0.00,2.80,78
2023-05-06,3,14.0,12.2,50886.78,41139.74,0.00,0.00,69
2023-05-07,51,15.5,13.7,51018.71,42994.55,0.00,0.10,65
2023-05-08,3,18.0,16.4,51149.07,47756.54,0.00,0.00,64
2023-05-09,3,13.6,11.0,51277.73,46604.75,0.00,0.00,58
2023-05-10,2,13.9,12.4,51404.55,47995.09,0.00,0.00,68
2023-05-11,3,17.1,15.6,51529.38,48111.44,0.00,0.00,60
2023-05-12,3,20.2,19.4,51652.09,48225.66,0.00,0.00,60
2023-05-13,3,21.8,20.4,51772.54,15601.40,0.00,0.00,50
2023-05-14,3,17.0,14.8,51890.59,46602.12,0.00,0.00,50
2023-05-15,3,17.0,13.9,52006.08,48554.37,0.00,0.00,42
2023-05-16,3,19.9,16.6,52118.87,46695.08,0.00,0.00,42
2023-05-17,3,15.2,10.8,52228.80,48760.58,0.00,0.00,42
2023-05-18,0,10.9,7.3,52336.03,48859.86,0.00,0.00,52
2023-05-19,3,14.6,11.7,52441.41,44812.70,0.00,0.00,71
2023-05-20,63,15.7,15.4,52544.89,0.00,0.00,28.50,94
2023-05-21,51,17.1,15.1,52646.39,40505.80,0.00,0.30,69
2023-05-22,51,16.4,15.3,52745.79,49238.12,0.00,0.10,73
2023-05-23,3,14.0,12.6,52843.00,49327.56,0.00,0.00,77
2023-05-24,53,14.7,13.1,52937.89,43227.71,0.00,1.20,69
2023-05-25,3,14.4,10.9,53030.37,49499.67,0.00,0.00,55
2023-05-26,0,15.5,13.6,53120.32,49572.22,0.00,0.00,58
2023-05-27,3,16.4,14.9,53207.64,49619.16,0.00,0.00,59
2023-05-28,3,16.7,15.0,53292.20,49665.20,0.00,0.00,60
2023-05-29,3,17.7,15.9,53373.91,49710.25,0.00,0.00,64
2023-05-30,0,15.0,13.1,53452.63,49754.23,0.00,0.00,68
2023-05-31,1,15.3,15.0,53528.27,49797.04,0.00,0.00,78
2023-06-01,3,18.3,19.0,53600.69,47046.32,0.00,0.00,80
2023-06-02,3,20.9,21.8,53669.80,49878.84,0.00,0.00,69
2023-06-03,61,18.0,16.6,53735.46,10107.05,0.00,3.90,75
2023-06-04,51,15.1,11.9,53797.58,38149.05,0.00,0.30,57
2023-06-05,3,17.4,15.3,53856.02,36015.78,0.00,0.00,59
2023-06-06,51,19.5,17.0,53910.69,50024.68,0.00,0.50,49
2023-06-07,51,18.2,16.0,53961.61,50057.45,0.00,0.20,51
2023-06-08,2,16.6,15.2,54009.22,50089.34,0.00,0.00,58
2023-06-09,53,16.5,15.5,54053.52,50120.32,0.00,0.80,68
2023-06-10,51,18.5,17.5,54094.46,47628.41,0.00,0.50,66
2023-06-11,3,20.7,20.4,54132.04,50179.16,0.00,0.00,68
2023-06-12,61,20.4,20.3,54166.19,31433.51,0.00,5.20,82
2023-06-13,3,21.1,19.9,54196.91,50233.32,0.00,0.00,63
2023-06-14,63,18.5,17.7,54224.15,39319.76,0.00,8.00,73
2023-06-15,3,20.4,18.7,54247.89,49827.76,0.00,0.00,60
2023-06-16,65,18.9,19.2,54268.11,29310.07,0.00,18.30,77
2023-06-17,51,20.0,18.3,54284.78,50325.22,0.00,0.10,64
2023-06-18,3,20.9,19.9,54297.88,41334.21,0.00,0.00,60
2023-06-19,51,19.9,20.4,54307.38,50361.74,0.00,0.20,77
2023-06-20,3,19.0,18.2,54313.27,36706.11,0.00,0.00,73
2023-06-21,51,18.2,16.0,54315.52,28221.22,0.00,0.20,69
2023-06-22,51,18.3,16.7,54314.12,127.43,0.00,0.20,72
2023-06-23,63,19.6,20.2,54309.07,12273.10,0.00,5.90,89
2023-06-24,63,21.2,23.4,54300.34,36630.04,0.00,17.50,93
2023-06-25,51,22.4,25.6,54287.92,50400.00,0.00,0.70,90
2023-06-26,63,21.3,23.2,54271.81,25496.47,0.00,10.90,91
2023-06-27,61,21.6,23.7,54251.93,24496.53,0.00,6.90,92
2023-06-28,61,22.4,25.1,54228.08,42501.09,0.00,4.10,84
2023-06-29,3,21.7,22.5,54200.33,49106.59,0.00,0.00,74
2023-06-30,3,22.2,23.8,54168.76,50400.00,0.00,0.00,78
2023-07-01,3,21.9,22.8,54133.44,50322.34,0.00,0.00,75
2023-07-02,63,23.6,26.3,54094.45,31365.07,0.00,16.40,89
2023-07-03,65,25.3,28.9,54051.88,36000.00,0.00,11.50,85
2023-07-04,63,24.4,28.3,54005.82,42933.23,0.00,9.90,87
2023-07-05,3,25.6,29.8,53956.33,49040.51,0.00,0.00,81
2023-07-06,1,25.1,28.3,53903.51,50289.76,0.00,0.00,82
2023-07-07,51,24.6,28.5,53847.45,38200.24,0.00,0.40,87
2023-07-08,63,24.8,29.0,53788.22,36000.00,0.00,5.30,87
2023-07-09,61,22.9,26.1,53725.92,19430.44,0.00,15.20,91
2023-07-10,53,24.3,26.8,53660.63,42150.11,0.00,1.60,80
2023-07-11,0,24.1,26.0,53592.44,50004.82,0.00,0.00,69
2023-07-12,3,26.0,28.1,53521.43,49939.64,0.00,0.00,66
2023-07-13,3,25.9,28.3,53447.70,49871.89,0.00,0.00,75
2023-07-14,65,24.6,28.1,53371.32,34894.62,0.00,30.80,86
2023-07-15,63,24.6,28.5,53292.38,45587.49,0.00,6.70,88
2023-07-16,63,24.0,27.4,53210.98,4505.44,0.00,31.00,94
2023-07-17,3,25.1,28.7,53126.93,49576.64,0.00,0.00,82
2023-07-18,61,24.7,28.1,53039.54,47430.34,0.00,2.50,83
2023-07-19,61,22.9,25.7,52948.88,29601.71,0.00,1.90,84
2023-07-20,51,23.8,26.5,52855.11,42811.76,0.00,0.40,80
2023-07-21,61,24.0,27.1,52758.36,39135.94,0.00,4.00,86
2023-07-22,3,23.3,24.2,52658.77,49145.02,0.00,0.00,68
2023-07-23,51,23.4,24.7,52556.49,49050.50,0.00,0.60,67
2023-07-24,61,23.9,25.2,52451.66,48953.51,0.00,1.50,71
2023-07-25,63,23.1,26.2,52344.40,38063.90,0.00,15.70,85
2023-07-26,51,23.6,25.8,52234.86,48752.68,0.00,0.20,79
2023-07-27,3,27.1,29.9,52123.18,48649.04,0.00,0.00,76
2023-07-28,2,27.0,31.1,52009.46,48543.43,0.00,0.00,78
2023-07-29,55,27.8,30.3,51893.87,40625.48,0.00,2.40,70
2023-07-30,3,21.9,20.9,51776.50,44886.89,0.00,0.00,59
2023-07-31,51,22.1,22.1,51657.48,48215.79,0.00,0.30,63
2023-08-01,2,22.1,21.4,51536.96,48103.34,0.00,0.00,56
2023-08-02,3,20.7,20.1,51415.03,47864.77,0.00,0.00,60
2023-08-03,53,21.5,20.4,51291.82,47046.94,0.00,1.00,63
2023-08-04,53,22.7,23.2,51167.45,40877.68,0.00,1.60,73
2023-08-05,51,24.0,25.9,51042.02,39787.97,0.00,0.70,71
2023-08-06,3,23.5,24.2,50915.32,47521.14,0.00,0.00,66
2023-08-07,65,23.8,25.4,50786.39,28477.48,0.00,37.30,88
2023-08-08,65,23.8,24.5,50655.30,33526.91,0.00,27.80,76
2023-08-09,1,24.2,23.2,50522.20,46896.93,0.00,0.00,58
2023-08-10,65,21.9,23.9,50387.21,14222.36,0.00,21.80,85
2023-08-11,51,23.4,24.4,50250.48,46558.30,0.00,0.20,72
2023-08-12,63,22.3,24.3,50112.14,43106.88,0.00,9.10,82
2023-08-13,53,25.3,28.0,49972.32,45115.53,0.00,1.60,75
2023-08-14,51,24.1,26.2,49831.14,42827.50,0.00,0.60,74
2023-08-15,63,24.3,27.1,49688.75,29411.96,0.00,12.00,85
2023-08-16,55,22.7,25.7,49545.25,36000.00,0.00,5.70,89
2023-08-17,53,22.9,25.3,49400.78,37219.20,0.00,2.60,90
2023-08-18,53,23.9,24.4,49255.43,40470.04,0.00,1.80,71
2023-08-19,3,20.7,19.0,49109.34,44519.52,0.00,0.00,59
2023-08-20,3,22.5,23.6,48962.62,43860.18,0.00,0.00,67
2023-08-21,51,25.2,27.3,48815.38,41012.80,0.00,0.40,69
2023-08-22,3,22.3,21.2,48667.71,43353.14,0.00,0.00,59
2023-08-23,3,20.3,20.1,48519.75,37733.75,0.00,0.00,64
2023-08-24,53,21.6,21.6,48371.57,2401.30,0.00,2.20,72
2023-08-25,63,23.3,25.3,48223.30,28584.61,0.00,10.00,85
2023-08-26,53,23.8,27.2,48074.69,43200.00,0.00,1.10,85
2023-08-27,51,23.0,24.8,47924.75,43368.24,0.00,0.40,76
2023-08-28,51,21.5,22.9,47773.50,21415.61,0.00,0.50,85
2023-08-29,51,22.4,24.6,47621.06,39015.80,0.00,0.30,83
2023-08-30,53,24.6,26.0,47467.54,37146.83,0.00,0.90,71
2023-08-31,3,20.5,18.6,47313.06,42852.24,0.00,0.00,58
2023-09-01,0,18.7,17.4,47157.72,43294.21,0.00,0.00,60
2023-09-02,3,19.2,18.8,47001.63,43237.10,0.00,0.00,72
2023-09-03,51,24.7,25.9,46844.89,43102.91,0.00,0.30,65
2023-09-04,63,26.8,29.3,46687.62,42198.46,0.00,5.40,66
2023-09-05,3,28.0,31.6,46529.90,41161.85,0.00,0.00,69
2023-09-06,3,28.2,32.2,46371.84,42809.80,0.00,0.00,71
2023-09-07,63,27.7,30.4,46213.53,39461.79,0.00,7.30,67
2023-09-08,61,24.9,28.6,46055.08,31667.82,0.00,1.90,85
2023-09-09,63,23.7,27.1,45896.58,25222.38,0.00,6.50,87
2023-09-10,63,22.0,25.1,45738.12,9541.88,0.00,17.50,92
2023-09-11,63,22.6,26.0,45579.81,32867.26,0.00,11.60,89
2023-09-12,51,22.9,25.2,45421.72,39441.32,0.00,0.10,82
2023-09-13,65,22.6,25.4,45263.96,31303.28,0.00,20.20,86
2023-09-14,3,20.2,19.6,45106.62,40593.16,0.00,0.00,70
2023-09-15,3,17.2,14.3,44949.45,36228.77,0.00,0.00,64
2023-09-16,3,18.9,16.2,44791.43,36885.74,0.00,0.00,56
2023-09-17,51,18.1,17.7,44632.58,30904.22,0.00,0.50,71
2023-09-18,63,19.0,20.0,44473.01,1386.32,0.00,21.20,90
2023-09-19,0,17.9,16.4,44312.80,41127.92,0.00,0.00,70
2023-09-20,3,17.2,16.2,44152.08,39061.37,0.00,0.00,69
2023-09-21,3,16.8,16.2,43990.92,40805.79,0.00,0.00,73
2023-09-22,3,17.3,15.6,43829.44,36214.41,0.00,0.00,74
2023-09-23,63,15.5,12.4,43667.73,0.00,0.00,28.40,86
2023-09-24,63,17.7,15.8,43505.88,2635.40,0.00,21.10,91
2023-09-25,63,16.5,14.9,43344.00,0.00,0.00,12.90,91
2023-09-26,61,15.4,13.0,43182.18,8102.83,0.00,7.40,81
2023-09-27,3,14.0,11.6,43020.53,35227.99,0.00,0.00,69
2023-09-28,53,14.9,13.5,42859.13,5264.48,0.00,0.90,82
2023-09-29,65,15.4,13.6,42698.09,3600.00,0.00,62.20,93
2023-09-30,51,16.4,15.2,42537.50,26866.38,0.00,0.60,85
2023-10-01,0,18.8,18.2,42377.46,38644.03,0.00,0.00,77
2023-10-02,3,19.3,19.7,42218.08,38516.57,0.00,0.00,81
2023-10-03,3,18.6,19.8,42059.45,38329.26,0.00,0.00,87
2023-10-04,3,19.7,21.3,41901.68,38337.20,0.00,0.00,87
2023-10-05,3,17.5,18.0,41744.50,38234.38,0.00,0.00,88
2023-10-06,53,19.6,20.8,41586.80,7777.69,0.00,2.70,93
2023-10-07,65,17.1,16.6,41428.62,11948.77,0.00,47.10,89
2023-10-08,3,12.9,8.6,41270.06,38041.40,0.00,0.00,60
2023-10-09,51,11.5,8.0,41111.22,30624.79,0.00,0.10,63
2023-10-10,3,13.7,11.6,40952.23,37049.13,0.00,0.00,68
2023-10-11,3,14.2,12.9,40793.20,37557.56,0.00,0.00,73
2023-10-12,3,13.8,12.9,40634.25,37393.19,0.00,0.00,79
2023-10-13,3,12.8,10.3,40475.47,37228.77,0.00,0.00,68
2023-10-14,63,10.5,8.4,40317.00,0.00,0.00,13.80,85
2023-10-15,51,12.0,8.1,40158.96,32635.56,0.00,1.20,71
2023-10-16,55,11.5,9.0,40001.46,36736.47,0.00,1.00,77
2023-10-17,51,12.0,10.1,39844.62,36480.07,0.00,0.50,79
2023-10-18,51,12.1,11.0,39688.57,35199.06,0.00,0.30,82
2023-10-19,3,12.8,10.7,39533.43,35722.44,0.00,0.00,79
2023-10-20,63,15.7,14.4,39379.33,413.49,0.00,26.00,90
2023-10-21,61,14.6,12.5,39226.41,13168.01,0.00,5.70,82
2023-10-22,3,11.4,6.6,39074.79,26382.85,0.00,0.00,62
2023-10-23,3,10.4,7.0,38924.60,35112.20,0.00,0.00,68
2023-10-24,3,10.9,9.1,38775.99,34800.84,0.00,0.00,82
2023-10-25,3,14.5,12.3,38628.69,33288.63,0.00,0.00,69
2023-10-26,3,16.8,15.6,38481.46,34001.76,0.00,0.00,69
2023-10-27,51,17.4,16.4,38334.36,21903.93,0.00,0.10,73
2023-10-28,3,20.5,20.2,38187.50,34318.84,0.00,0.00,74
2023-10-29,63,13.0,10.7,38041.01,184.13,0.00,6.90,81
2023-10-30,51,14.3,12.9,37895.05,18000.00,0.00,0.90,86
2023-10-31,3,9.2,5.8,37749.75,22372.86,0.00,0.00,60
2023-11-01,53,6.6,2.5,37605.25,19453.04,0.00,2.70,68
2023-11-02,1,4.5,0.7,37461.71,33781.61,0.00,0.00,65
2023-11-03,1,7.4,3.6,37319.26,33706.12,0.00,0.00,67
2023-11-04,3,9.0,6.4,37178.06,27276.82,0.00,0.00,73
2023-11-05,51,10.5,8.3,37038.27,32835.92,0.00,0.10,75
2023-11-06,51,8.3,5.4,36900.05,33106.02,0.00,0.10,73
2023-11-07,63,14.4,11.9,36763.54,15017.25,0.00,5.50,74
2023-11-08,3,7.5,3.3,36628.93,32224.62,0.00,0.00,59
2023-11-09,51,10.0,7.6,36496.38,15500.93,0.00,1.00,77
2023-11-10,51,8.2,5.0,36366.05,0.00,0.00,0.30,79
2023-11-11,3,7.3,3.5,36238.12,30218.55,0.00,0.00,70
2023-11-12,3,2.8,-1.3,36112.77,32155.82,0.00,0.00,70
2023-11-13,3,3.4,-0.1,35990.19,28248.26,0.00,0.00,71
2023-11-14,2,6.3,2.0,35870.12,31929.09,0.00,0.00,70
2023-11-15,3,5.3,2.0,35751.38,29684.58,0.00,0.00,77
2023-11-16,3,9.2,6.6,35634.00,31715.94,0.00,0.00,74
2023-11-17,3,11.8,9.4,35518.12,29787.01,0.00,0.00,81
2023-11-18,51,10.4,6.7,35403.89,24583.03,0.00,0.90,70
2023-11-19,1,6.2,1.9,35291.45,31406.00,0.00,0.00,60
2023-11-20,3,3.1,-1.4,35180.95,31324.59,0.00,0.00,59
2023-11-21,61,4.5,-0.9,35072.54,4878.42,0.00,7.60,70
2023-11-22,63,11.4,7.9,34966.38,28046.55,0.00,22.30,85
2023-11-23,3,8.1,3.9,34862.62,31108.31,0.00,0.00,67
2023-11-24,3,5.3,0.7,34761.41,31028.13,0.00,0.00,63
2023-11-25,3,0.5,-3.4,34662.92,30955.58,0.00,0.00,61
2023-11-26,63,4.7,0.7,34567.31,20374.25,0.00,5.70,81
2023-11-27,63,7.6,2.9,34474.76,24660.37,0.00,9.40,74
2023-11-28,1,0.9,-5.7,34385.41,30719.51,0.00,0.00,45
2023-11-29,3,-1.0,-6.7,34299.43,27075.61,0.00,0.00,54
2023-11-30,3,3.5,-1.2,34217.00,30533.40,0.00,0.00,58
2023-12-01,61,5.8,2.8,34138.28,8943.65,0.00,6.40,81
2023-12-02,3,9.3,7.6,34063.45,28732.51,0.00,0.00,91
2023-12-03,63,9.0,6.7,33992.68,0.00,0.00,18.80,97
2023-12-04,3,7.4,3.5,33925.84,26547.63,0.00,0.00,78
