latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
40.667835,-73.93768,19.0,-14400,America/New_York,GMT-4

time,weather_code (wmo code),temperature_2m_mean (°C),apparent_temperature_mean (°C),daylight_duration (s),sunshine_duration (s),snowfall_sum (cm),rain_sum (mm),relative_humidity_2m_mean (%)
2015-06-15,63,22.1,24.7,54245.02,17874.43,0.00,21.70,89
2015-06-16,63,21.6,24.0,54265.15,19290.01,0.00,8.90,88
2015-06-17,3,20.9,21.5,54281.74,32400.00,0.00,0.00,72
2015-06-18,3,18.6,18.7,54294.77,14856.77,0.00,0.00,77
2015-06-19,51,22.8,24.6,54304.23,41578.02,0.00,0.30,76
2015-06-20,53,20.1,21.1,54310.10,3575.29,0.00,0.90,85
2015-06-21,65,24.4,26.7,54312.38,32592.56,0.00,39.20,81
2015-06-22,3,24.4,25.9,54311.06,50397.64,0.00,0.00,67
2015-06-23,3,26.1,28.7,54306.13,39051.94,0.00,0.00,74
2015-06-24,3,23.1,23.7,54297.58,50400.00,0.00,0.00,62
2015-06-25,3,22.2,23.0,54285.41,35825.52,0.00,0.00,65
2015-06-26,51,22.2,23.6,54269.63,47108.28,0.00,0.10,71
2015-06-27,65,18.9,18.8,54250.23,3967.59,0.00,35.00,81
2015-06-28,65,19.8,20.7,54227.21,18103.72,0.00,33.30,88
2015-06-29,3,19.9,19.5,54200.48,39693.59,0.00,0.00,70
2015-06-30,51,21.6,22.9,54169.81,50400.00,0.00,0.30,78
2015-07-01,61,23.3,25.3,54135.25,43200.00,0.00,11.20,78
2015-07-02,3,21.1,23.0,54096.88,36438.13,0.00,0.00,78
2015-07-03,3,21.4,22.4,54054.80,46800.00,0.00,0.00,68
2015-07-04,53,21.3,22.6,54009.09,40805.79,0.00,1.50,75
2015-07-05,3,22.5,24.8,53959.86,50304.14,0.00,0.00,75
2015-07-06,51,22.5,25.1,53907.19,30362.43,0.00,0.30,84
2015-07-07,63,25.0,28.8,53851.16,40950.15,0.00,4.50,86
2015-07-08,63,25.3,28.8,53791.89,42933.69,0.00,8.00,80
2015-07-09,55,22.7,25.2,53729.45,27230.76,0.00,3.10,83
2015-07-10,51,23.9,25.4,53663.95,50070.44,0.00,0.10,70
2015-07-11,3,23.6,25.1,53595.47,48907.79,0.00,0.00,65
2015-07-12,51,24.7,26.9,53524.12,49273.65,0.00,0.10,65
2015-07-13,3,24.2,26.2,53449.97,46618.20,0.00,0.00,68
2015-07-14,61,22.9,26.0,53373.14,38150.24,0.00,6.60,86
2015-07-15,61,23.8,26.8,53293.71,6950.00,0.00,1.80,83
2015-07-16,3,21.4,21.0,53211.77,49655.09,0.00,0.00,55
2015-07-17,3,21.1,21.7,53127.41,45977.36,0.00,0.00,72
2015-07-18,53,24.4,26.7,53040.73,39624.89,0.00,2.80,77
2015-07-19,3,27.2,31.5,52951.55,47436.82,0.00,0.00,77
2015-07-20,51,28.7,32.5,52859.13,48396.91,0.00,0.20,68
2015-07-21,51,27.8,29.7,52763.56,42570.73,0.00,0.30,58
2015-07-22,3,24.7,23.3,52664.96,49150.69,0.00,0.00,45
2015-07-23,3,23.7,23.1,52563.51,46609.38,0.00,0.00,49
2015-07-24,3,23.7,23.8,52459.32,46980.27,0.00,0.00,51
2015-07-25,3,23.8,24.6,52352.56,48861.66,0.00,0.00,60
2015-07-26,3,25.8,26.8,52243.35,48017.56,0.00,0.00,61
2015-07-27,63,23.9,26.4,52131.84,39393.20,0.00,18.30,79
2015-07-28,3,26.1,29.7,52018.15,48551.39,0.00,0.00,73
2015-07-29,3,27.5,30.4,51902.43,48443.80,0.00,0.00,65
2015-07-30,63,26.3,30.0,51784.80,35957.32,0.00,8.90,82
2015-07-31,3,25.9,27.4,51665.40,48223.07,0.00,0.00,61
2015-08-01,51,25.9,26.3,51544.34,48110.15,0.00,0.70,54
2015-08-02,3,24.7,25.6,51421.76,45815.72,0.00,0.00,57
2015-08-03,3,26.5,27.2,51297.77,46307.75,0.00,0.00,56
2015-08-04,55,26.7,28.0,51172.50,47569.25,0.00,1.20,59
2015-08-05,3,25.4,25.4,51046.07,45825.95,0.00,0.00,52
2015-08-06,3,23.2,23.2,50918.58,32170.75,0.00,0.00,53
2015-08-07,3,23.6,24.5,50790.15,41399.25,0.00,0.00,62
2015-08-08,3,23.0,23.9,50660.56,30773.85,0.00,0.00,62
2015-08-09,3,23.2,23.9,50528.85,44157.82,0.00,0.00,62
2015-08-10,3,22.6,23.6,50395.08,33014.17,0.00,0.00,69
2015-08-11,63,22.6,24.7,50259.38,17350.02,0.00,30.20,86
2015-08-12,3,23.1,23.7,50121.90,46470.00,0.00,0.00,68
2015-08-13,1,22.4,23.1,49982.77,46614.78,0.00,0.00,63
2015-08-14,0,23.6,24.5,49842.12,46384.51,0.00,0.00,61
2015-08-15,1,25.4,27.2,49700.08,45064.28,0.00,0.00,62
2015-08-16,2,26.4,28.8,49556.77,44923.27,0.00,0.00,63
2015-08-17,2,27.4,29.7,49412.32,44684.36,0.00,0.00,61
2015-08-18,51,26.4,28.8,49266.84,43683.85,0.00,0.30,67
2015-08-19,51,25.2,27.9,49120.47,44006.07,0.00,0.10,76
2015-08-20,51,25.2,27.8,48973.30,39428.32,0.00,1.20,79
2015-08-21,53,25.3,28.0,48825.46,40979.80,0.00,2.50,74
2015-08-22,51,24.2,24.2,48677.05,44341.04,0.00,0.20,53
2015-08-23,51,23.0,25.0,48528.20,36818.28,0.00,1.10,75
2015-08-24,3,24.4,27.0,48378.99,42594.14,0.00,0.00,73
2015-08-25,55,25.0,27.5,48229.54,36000.00,0.00,5.00,74
2015-08-26,3,23.5,22.9,48079.95,29694.73,0.00,0.00,52
2015-08-27,3,22.5,21.9,47930.32,25541.81,0.00,0.00,55
2015-08-28,3,21.9,22.2,47780.41,37439.19,0.00,0.00,59
2015-08-29,3,23.1,23.8,47629.23,32301.86,0.00,0.00,62
2015-08-30,3,25.3,26.7,47476.79,42080.48,0.00,0.00,62
2015-08-31,3,27.0,28.1,47323.22,38192.63,0.00,0.00,56
2015-09-01,3,25.7,27.9,47168.63,43234.93,0.00,0.00,65
2015-09-02,3,25.4,28.7,47013.12,43200.00,0.00,0.00,76
2015-09-03,63,26.2,29.3,46856.80,42538.96,0.00,6.30,70
2015-09-04,51,24.5,27.1,46699.79,42528.77,0.00,0.90,79
2015-09-05,3,22.0,22.5,46542.18,42915.39,0.00,0.00,67
2015-09-06,3,22.0,23.1,46384.06,42817.18,0.00,0.00,68
2015-09-07,3,24.7,25.8,46225.55,42718.48,0.00,0.00,64
2015-09-08,3,27.3,29.0,46066.75,42619.39,0.00,0.00,61
2015-09-09,51,26.4,29.4,45907.75,39600.00,0.00,0.40,75
2015-09-10,63,23.0,26.2,45748.65,4512.44,0.00,37.70,90
2015-09-11,55,21.6,22.7,45589.54,31013.69,0.00,4.80,79
2015-09-12,63,21.3,23.1,45430.51,28149.69,0.00,10.80,86
2015-09-13,55,19.9,20.9,45271.68,16215.15,0.00,2.40,84
2015-09-14,3,18.0,15.9,45113.11,41924.60,0.00,0.00,62
2015-09-15,2,19.7,19.7,44954.92,41767.86,0.00,0.00,67
2015-09-16,3,21.4,22.8,44797.19,41611.38,0.00,0.00,73
2015-09-17,3,22.4,23.6,44639.66,41454.52,0.00,0.00,68
2015-09-18,0,21.7,22.7,44481.34,41296.57,0.00,0.00,68
2015-09-19,2,21.6,23.1,44322.21,40937.89,0.00,0.00,78
2015-09-20,2,20.9,20.2,44162.39,40977.75,0.00,0.00,65
2015-09-21,51,17.4,15.4,44001.98,33059.82,0.00,0.10,56
2015-09-22,3,18.3,17.2,43841.08,20851.02,0.00,0.00,65
2015-09-23,3,18.9,18.4,43679.80,40493.69,0.00,0.00,65
2015-09-24,3,19.7,19.2,43518.21,39903.64,0.00,0.00,64
2015-09-25,3,18.9,18.2,43356.43,36885.22,0.00,0.00,67
2015-09-26,3,17.4,16.0,43194.57,33436.11,0.00,0.00,67
2015-09-27,3,17.3,16.7,43032.70,24244.54,0.00,0.00,73
2015-09-28,51,20.1,21.7,42870.93,33795.05,0.00,0.10,84
2015-09-29,63,21.5,24.4,42709.36,13804.25,0.00,6.60,91
2015-09-30,63,20.9,21.7,42548.09,15715.51,0.00,23.70,87
2015-10-01,51,14.8,12.0,42387.22,0.00,0.00,1.30,72
2015-10-02,61,10.9,7.4,42226.86,0.00,0.00,27.20,87
2015-10-03,53,11.1,7.0,42067.09,0.00,0.00,2.20,82
2015-10-04,51,13.1,9.9,41908.02,25643.73,0.00,0.10,70
2015-10-05,3,13.4,11.4,41749.75,33847.04,0.00,0.00,74
2015-10-06,3,14.7,13.9,41592.40,38174.52,0.00,0.00,74
2015-10-07,3,16.2,15.6,41435.68,36989.39,0.00,0.00,76
2015-10-08,3,15.5,15.1,41278.50,29195.41,0.00,0.00,79
2015-10-09,63,18.4,18.6,41120.86,35787.48,0.00,6.90,83
2015-10-10,3,13.3,11.0,40962.89,37732.98,0.00,0.00,65
2015-10-11,3,13.2,11.4,40804.70,37569.62,0.00,0.00,72
2015-10-12,0,15.1,14.2,40646.39,37405.91,0.00,0.00,76
2015-10-13,3,16.8,16.5,40488.10,33610.04,0.00,0.00,80
2015-10-14,3,15.2,13.5,40329.93,26726.51,0.00,0.00,72
2015-10-15,3,12.7,10.2,40172.00,31878.14,0.00,0.00,64
2015-10-16,2,12.9,9.9,40014.43,35492.16,0.00,0.00,61
2015-10-17,2,9.4,5.2,39857.34,36490.59,0.00,0.00,57
2015-10-18,2,5.6,0.8,39700.86,36366.32,0.00,0.00,50
2015-10-19,1,5.5,1.5,39545.10,36138.51,0.00,0.00,57
2015-10-20,2,12.4,8.8,39390.21,35523.93,0.00,0.00,58
2015-10-21,3,15.1,13.8,39236.30,35511.94,0.00,0.00,69
2015-10-22,53,15.9,14.3,39083.50,35130.36,0.00,0.50,69
2015-10-23,2,12.3,8.8,38931.96,35202.87,0.00,0.00,55
2015-10-24,3,9.3,6.4,38781.80,14577.00,0.00,0.00,69
2015-10-25,51,14.1,11.7,38633.17,5033.81,0.00,0.10,69
2015-10-26,3,9.8,7.1,38486.21,34370.19,0.00,0.00,62
2015-10-27,3,9.6,7.0,38340.64,17668.70,0.00,0.00,72
2015-10-28,63,14.8,12.7,38195.24,0.00,0.00,17.70,85
2015-10-29,63,17.6,16.0,38050.03,27702.68,0.00,8.10,73
2015-10-30,1,10.9,7.1,37905.17,34110.24,0.00,0.00,56
2015-10-31,3,8.0,5.4,37760.77,32942.09,0.00,0.00,69
2015-11-01,51,12.9,10.8,37616.98,18000.00,0.00,0.20,75
2015-11-02,3,12.8,11.4,37473.95,19777.61,0.00,0.00,75
2015-11-03,3,13.6,12.5,37331.83,33611.97,0.00,0.00,77
2015-11-04,0,13.3,12.3,37190.76,33376.63,0.00,0.00,84
2015-11-05,3,15.5,16.0,37050.89,25294.88,0.00,0.00,92
2015-11-06,3,18.6,19.4,36912.38,7245.87,0.00,0.00,90
2015-11-07,3,15.3,14.0,36775.38,13475.90,0.00,0.00,71
2015-11-08,3,10.1,6.8,36640.07,32825.89,0.00,0.00,58
2015-11-09,3,10.2,8.1,36506.60,29940.55,0.00,0.00,69
2015-11-10,51,12.4,10.2,36375.14,3615.11,0.00,1.20,87
2015-11-11,55,10.8,8.5,36245.86,3206.94,0.00,3.70,86
2015-11-12,55,11.8,10.3,36118.94,0.00,0.00,3.80,88
2015-11-13,3,10.7,5.8,35994.55,31952.53,0.00,0.00,56
2015-11-14,3,6.5,1.1,35872.87,23337.03,0.00,0.00,52
2015-11-15,2,7.3,3.5,35754.09,31847.02,0.00,0.00,65
2015-11-16,0,11.2,8.7,35637.98,31717.86,0.00,0.00,70
2015-11-17,2,7.1,3.6,35523.36,31638.28,0.00,0.00,66
2015-11-18,3,10.4,7.8,35410.26,20903.47,0.00,0.00,74
2015-11-19,63,15.1,13.4,35298.82,5484.47,0.00,21.80,85
2015-11-20,61,11.9,9.4,35189.19,31365.68,0.00,3.60,69
2015-11-21,3,7.0,3.6,35081.50,31255.42,0.00,0.00,65
2015-11-22,51,9.2,6.1,34975.91,8495.95,0.00,0.50,69
2015-11-23,3,3.3,-2.1,34872.55,31114.55,0.00,0.00,49
2015-11-24,3,2.3,-1.5,34771.59,31034.28,0.00,0.00,63
2015-11-25,2,4.0,0.9,34673.17,30961.59,0.00,0.00,71
2015-11-26,3,9.4,7.3,34577.45,30889.65,0.00,0.00,75
2015-11-27,3,10.7,8.9,34484.58,30818.58,0.00,0.00,88
2015-11-28,53,10.7,9.3,34394.72,0.00,0.00,1.70,92
2015-11-29,3,5.7,2.1,34308.03,24926.01,0.00,0.00,67
2015-11-30,3,4.4,0.4,34224.67,23249.29,0.00,0.00,70
2015-12-01,55,8.3,5.5,34144.80,0.00,0.00,12.90,89
2015-12-02,53,10.1,9.3,34068.58,0.00,0.00,9.60,97
2015-12-03,3,8.2,4.2,33996.18,30288.95,0.00,0.00,70
2015-12-04,3,6.0,2.6,33927.76,29811.63,0.00,0.00,70
2015-12-05,0,4.5,1.7,33863.48,30141.71,0.00,0.00,79
2015-12-06,3,5.0,2.2,33803.25,30074.97,0.00,0.00,81
2015-12-07,3,5.8,3.1,33746.34,29051.70,0.00,0.00,80
2015-12-08,3,5.7,2.7,33692.76,26995.82,0.00,0.00,77
2015-12-09,3,7.1,4.6,33642.56,27120.94,0.00,0.00,80
2015-12-10,51,9.6,8.0,33595.81,28830.76,0.00,0.10,88
2015-12-11,3,9.9,8.1,33552.56,25728.38,0.00,0.00,89
2015-12-12,3,11.5,10.4,33512.88,22444.08,0.00,0.00,88
2015-12-13,3,12.1,11.2,33476.82,26361.87,0.00,0.00,92
2015-12-14,61,13.5,12.9,33444.45,5236.85,0.00,4.30,93
2015-12-15,53,13.9,10.8,33415.82,29304.95,0.00,1.90,70
2015-12-16,3,8.0,5.1,33390.98,25816.88,0.00,0.00,71
2015-12-17,63,10.8,9.7,33369.99,0.00,0.00,19.00,93
2015-12-18,51,8.1,5.0,33352.89,5627.11,0.00,0.10,76
2015-12-19,3,2.3,-3.6,33339.75,25764.87,0.00,0.00,50
2015-12-20,3,1.7,-2.6,33330.60,29251.83,0.00,0.00,61
2015-12-21,3,6.4,2.7,33325.49,3600.00,0.00,0.00,72
2015-12-22,61,11.8,10.4,33324.46,0.00,0.00,7.20,93
2015-12-23,63,11.5,10.7,33327.56,0.00,0.00,21.30,99
2015-12-24,63,17.7,18.0,33334.83,86.37,0.00,4.00,94
2015-12-25,61,13.9,14.3,33346.31,10377.48,0.00,3.80,96
2015-12-26,3,9.9,7.0,33362.07,0.00,0.00,0.00,70
2015-12-27,61,12.0,10.4,33382.23,0.00,0.00,4.80,92
2015-12-28,51,4.4,-0.5,33406.73,20044.20,0.00,0.30,61
2015-12-29,61,6.3,2.9,33435.49,0.00,0.00,10.70,90
2015-12-30,61,7.0,4.8,33468.39,0.00,0.00,1.70,89
2015-12-31,61,7.5,4.7,33505.37,22858.41,0.00,2.40,80
2016-01-01,3,3.4,-1.1,33546.32,26983.59,0.00,0.00,64
2016-01-02,3,1.2,-3.5,33591.14,29207.35,0.00,0.00,61
2016-01-03,3,2.1,-2.4,33639.75,29221.50,0.00,0.00,67
2016-01-04,2,-2.3,-8.3,33692.03,29145.58,0.00,0.00,52
2016-01-05,0,-5.9,-11.7,33747.90,29494.98,0.00,0.00,40
2016-01-06,0,-2.5,-7.0,33807.26,29591.42,0.00,0.00,56
2016-01-07,3,0.3,-3.2,33870.01,27548.57,0.00,0.00,60
2016-01-08,3,2.6,-1.0,33936.05,18214.59,0.00,0.00,79
2016-01-09,51,5.8,2.9,34005.28,4976.70,0.00,0.10,90
2016-01-10,65,10.6,7.5,34077.59,2765.05,0.00,31.20,92
2016-01-11,2,0.0,-6.1,34152.90,30202.47,0.00,0.00,44
2016-01-12,3,-0.5,-5.3,34231.11,21646.97,0.00,0.00,55
2016-01-13,3,-3.3,-10.1,34312.10,30352.19,0.00,0.00,43
2016-01-14,71,-1.8,-6.8,34395.79,29206.45,0.14,0.00,50
2016-01-15,51,4.0,1.2,34482.40,25310.47,0.00,0.20,78
2016-01-16,61,5.7,2.3,34572.84,13839.69,0.00,8.10,83
2016-01-17,73,0.8,-3.0,34667.00,0.00,1.40,0.00,73
2016-01-18,2,-3.9,-10.6,34764.69,30898.31,0.00,0.00,50
2016-01-19,3,-5.7,-12.9,34865.73,31064.21,0.00,0.00,43
2016-01-20,3,-1.6,-6.4,34969.95,27802.85,0.00,0.00,58
2016-01-21,3,-1.7,-6.7,35077.17,31334.56,0.00,0.00,55
2016-01-22,71,-3.6,-8.5,35187.22,18868.49,0.21,0.00,47
2016-01-23,75,-3.0,-10.2,35299.91,0.00,30.73,0.00,80
2016-01-24,73,-6.1,-11.8,35415.09,30395.26,0.77,0.00,70
2016-01-25,3,-5.0,-9.1,35532.57,30464.82,0.00,0.00,74
2016-01-26,3,0.3,-3.9,35652.20,29088.57,0.00,0.00,84
2016-01-27,51,1.0,-2.9,35773.82,28657.73,0.00,0.30,81
2016-01-28,3,-3.1,-6.8,35897.26,31487.70,0.00,0.00,78
2016-01-29,51,-1.2,-5.6,36022.37,32525.98,0.00,0.20,75
2016-01-30,3,-3.0,-7.6,36149.00,32663.33,0.00,0.00,72
2016-01-31,3,0.9,-2.8,36276.99,31758.64,0.00,0.00,83
2016-02-01,3,4.5,1.2,36406.20,22259.00,0.00,0.00,85
2016-02-02,3,1.3,-2.3,36536.47,33082.35,0.00,0.00,76
2016-02-03,63,7.3,4.2,36667.68,0.00,0.00,14.10,90
2016-02-04,51,10.2,8.0,36800.10,11072.90,0.00,0.70,79
2016-02-05,75,1.1,-3.9,36934.97,14041.76,8.96,3.90,74
2016-02-06,3,-1.4,-5.8,37072.24,31643.47,0.00,0.00,67
2016-02-07,3,0.0,-3.6,37211.72,31974.54,0.00,0.00,75
2016-02-08,71,-0.2,-5.0,37353.25,4139.80,1.26,0.00,77
2016-02-09,71,-1.9,-5.8,37496.64,25581.63,0.77,0.00,82
2016-02-10,71,0.1,-4.3,37641.75,26376.01,0.70,0.00,74
2016-02-11,71,-4.7,-11.7,37788.41,31473.03,0.07,0.00,48
2016-02-12,3,-7.7,-13.2,37936.47,23881.46,0.00,0.00,50
2016-02-13,3,-9.9,-16.8,38085.75,34741.15,0.00,0.00,49
2016-02-14,3,-14.0,-20.0,38236.13,34847.40,0.00,0.00,36
2016-02-15,73,-4.1,-8.3,38387.45,10148.95,3.22,2.10,60
2016-02-16,63,8.3,4.3,38539.56,0.00,0.00,20.10,90
2016-02-17,3,1.7,-2.7,38692.32,30276.99,0.00,0.00,71
2016-02-18,2,-1.3,-6.5,38845.59,35294.44,0.00,0.00,50
2016-02-19,73,-1.8,-6.2,38999.23,22482.58,0.35,0.00,55
2016-02-20,3,7.7,3.5,39153.11,35494.33,0.00,0.00,67
2016-02-21,53,7.0,4.1,39307.08,26585.25,0.00,1.00,75
2016-02-22,53,3.9,0.7,39461.03,35748.22,0.00,1.80,75
2016-02-23,71,2.2,-2.4,39614.82,0.00,0.35,5.70,84
2016-02-24,63,8.1,4.5,39768.74,0.00,0.00,22.80,96
2016-02-25,61,8.9,4.8,39924.02,15689.82,0.00,3.90,79
2016-02-26,3,1.0,-5.2,40080.65,36707.49,0.00,0.00,45
2016-02-27,3,-0.2,-5.1,40238.47,36748.03,0.00,0.00,52
2016-02-28,3,5.9,1.5,40397.38,36982.16,0.00,0.00,60
2016-02-29,53,9.2,5.2,40557.24,33022.00,0.00,0.90,65
2016-03-01,51,5.3,1.2,40717.93,36000.00,0.00,0.40,62
2016-03-02,61,5.9,0.6,40879.31,31916.89,0.00,4.70,60
2016-03-03,3,-0.7,-5.3,41041.29,35608.59,0.00,0.00,48
2016-03-04,73,0.4,-4.3,41203.72,14403.21,2.59,0.00,72
2016-03-05,3,-0.0,-4.2,41366.51,37739.73,0.00,0.00,58
2016-03-06,3,1.5,-2.0,41529.52,35002.24,0.00,0.00,67
2016-03-07,3,5.5,1.7,41692.65,38050.54,0.00,0.00,72
2016-03-08,3,8.1,5.7,41855.79,38003.70,0.00,0.00,78
2016-03-09,3,12.3,10.6,42018.80,38395.98,0.00,0.00,73
2016-03-10,3,16.7,15.8,42181.59,36382.32,0.00,0.00,70
2016-03-11,53,13.3,11.3,42344.05,33497.48,0.00,3.40,70
2016-03-12,3,8.0,5.2,42506.05,38112.64,0.00,0.00,68
2016-03-13,3,10.3,7.8,42667.48,20602.84,0.00,0.00,68
2016-03-14,53,6.7,2.3,42828.25,0.00,0.00,4.60,78
2016-03-15,51,8.4,5.6,42988.60,0.00,0.00,0.30,87
2016-03-16,51,9.6,8.0,43149.68,35884.30,0.00,0.60,84
2016-03-17,51,9.8,7.1,43311.46,39279.23,0.00,0.40,72
2016-03-18,2,9.0,4.3,43473.86,40308.79,0.00,0.00,50
2016-03-19,3,4.3,0.7,43636.77,24018.65,0.00,0.00,58
2016-03-20,73,2.1,-2.5,43800.08,33668.16,1.05,0.80,61
2016-03-21,73,3.8,-0.8,43963.71,39418.71,2.10,0.00,60
2016-03-22,3,5.3,0.7,44127.53,40964.37,0.00,0.00,54
2016-03-23,3,12.3,9.0,44291.47,36032.75,0.00,0.00,56
2016-03-24,3,8.4,5.1,44455.40,41291.73,0.00,0.00,82
2016-03-25,61,15.1,13.6,44619.24,25880.73,0.00,3.80,79
2016-03-26,3,6.3,2.8,44782.88,41617.72,0.00,0.00,66
2016-03-27,3,6.5,3.7,44946.21,27611.93,0.00,0.00,80
2016-03-28,51,9.1,5.8,45109.14,13519.03,0.00,2.90,82
2016-03-29,2,7.3,1.3,45271.56,42102.41,0.00,0.00,46
2016-03-30,3,5.5,1.5,45433.36,42262.41,0.00,0.00,55
2016-03-31,3,13.4,9.9,45594.44,39212.38,0.00,0.00,67
2016-04-01,55,17.2,16.6,45754.69,17477.59,0.00,3.00,89
2016-04-02,61,11.0,9.1,45914.00,19571.18,0.00,7.90,83
2016-04-03,71,4.0,-2.0,46072.25,42891.94,0.21,4.40,55
2016-04-04,73,5.1,1.7,46229.70,3649.29,0.70,13.50,79
2016-04-05,71,0.6,-4.9,46387.40,43114.55,0.07,0.00,50
2016-04-06,3,3.1,-1.3,46545.36,43175.39,0.00,0.00,56
2016-04-07,63,10.8,7.4,46703.46,17468.22,0.00,9.50,82
2016-04-08,51,7.2,2.6,46861.61,40485.24,0.00,0.30,62
2016-04-09,53,3.4,-0.4,47019.71,4038.12,0.00,3.70,74
2016-04-10,3,3.9,-0.5,47177.66,43343.14,0.00,0.00,50
2016-04-11,51,9.4,5.9,47335.35,21600.00,0.00,0.60,70
2016-04-12,61,10.6,7.5,47492.66,11959.70,0.00,5.70,72
2016-04-13,2,6.4,3.4,47649.51,43510.46,0.00,0.00,63
2016-04-14,1,7.7,5.1,47805.77,43642.91,0.00,0.00,68
2016-04-15,0,8.6,6.5,47961.33,43793.18,0.00,0.00,67
2016-04-16,3,9.4,6.5,48116.08,43993.89,0.00,0.00,61
2016-04-17,0,10.7,8.8,48269.91,44269.96,0.00,0.00,64
2016-04-18,3,14.5,12.8,48422.68,44246.89,0.00,0.00,60
2016-04-19,3,14.6,11.6,48574.30,43548.58,0.00,0.00,54
2016-04-20,0,11.5,8.3,48724.62,44944.89,0.00,0.00,48
2016-04-21,3,13.5,10.9,48873.53,44672.61,0.00,0.00,58
2016-04-22,55,18.1,18.1,49020.89,36814.64,0.00,3.40,77
2016-04-23,53,16.3,15.0,49166.57,41753.02,0.00,2.00,71
2016-04-24,0,11.9,8.7,49310.80,45571.78,0.00,0.00,46
2016-04-25,3,13.2,12.0,49454.60,44445.78,0.00,0.00,69
2016-04-26,63,13.6,12.7,49597.95,41555.44,0.00,6.80,85
2016-04-27,3,10.4,7.9,49740.75,39101.06,0.00,0.00,69
2016-04-28,53,9.3,6.2,49882.87,17609.08,0.00,1.20,62
2016-04-29,53,9.2,6.0,50024.21,15084.53,0.00,2.50,64
2016-04-30,51,10.2,7.8,50164.65,43470.57,0.00,0.10,69
2016-05-01,55,9.1,6.7,50304.06,0.00,0.00,4.70,82
2016-05-02,63,11.2,10.3,50442.32,192.52,0.00,6.20,88
2016-05-03,63,11.2,9.9,50579.32,0.00,0.00,24.40,92
2016-05-04,61,9.7,7.3,50714.91,721.53,0.00,4.70,87
2016-05-05,3,9.7,6.6,50848.98,0.00,0.00,0.00,81
2016-05-06,61,9.9,6.8,50981.38,0.00,0.00,10.70,88
2016-05-07,51,11.0,9.7,51111.98,9355.70,0.00,1.80,90
2016-05-08,61,12.1,9.5,51240.64,31537.15,0.00,2.90,73
2016-05-09,3,13.8,11.0,51367.23,44972.87,0.00,0.00,60
2016-05-10,3,11.6,8.9,51491.58,36703.02,0.00,0.00,58
2016-05-11,3,14.5,13.3,51613.57,44935.01,0.00,0.00,68
2016-05-12,3,15.8,15.4,51733.03,48186.91,0.00,0.00,73
2016-05-13,61,14.7,14.9,51849.82,13128.33,0.00,8.70,90
2016-05-14,53,15.9,15.3,51964.10,39285.85,0.00,1.20,82
2016-05-15,51,11.4,6.7,52076.76,45686.45,0.00,0.30,52
2016-05-16,3,10.8,5.7,52187.77,48723.00,0.00,0.00,47
2016-05-17,51,12.6,9.9,52297.03,14920.25,0.00,0.10,68
2016-05-18,3,13.0,11.1,52404.43,36589.83,0.00,0.00,67
2016-05-19,3,14.4,13.5,52509.84,40379.86,0.00,0.00,69
2016-05-20,3,16.2,14.8,52613.18,46878.90,0.00,0.00,57
2016-05-21,51,14.0,12.6,52714.31,0.00,0.00,0.30,69
2016-05-22,53,14.6,13.3,52813.12,20118.03,0.00,2.30,74
2016-05-23,53,16.2,16.0,52909.49,47385.40,0.00,0.60,74
2016-05-24,61,16.7,16.9,53003.31,25557.21,0.00,10.10,83
2016-05-25,0,21.2,20.8,53094.45,49558.11,0.00,0.00,60
2016-05-26,3,22.9,23.5,53182.80,49604.95,0.00,0.00,60
2016-05-27,55,23.1,25.2,53268.22,49479.25,0.00,1.80,74
2016-05-28,3,24.8,26.7,53350.59,49695.45,0.00,0.00,68
2016-05-29,51,23.5,24.8,53429.80,47667.54,0.00,0.30,69
2016-05-30,61,22.0,24.5,53505.72,27384.88,0.00,7.10,87
2016-05-31,51,23.0,25.5,53578.21,46139.75,0.00,0.40,78
2016-06-01,3,21.5,22.3,53647.16,49861.32,0.00,0.00,71
2016-06-02,3,18.4,18.9,53712.44,45307.94,0.00,0.00,81
2016-06-03,61,18.0,19.2,53774.11,0.00,0.00,9.10,89
2016-06-04,53,21.3,23.4,53832.68,31608.56,0.00,0.70,84
2016-06-05,63,19.9,21.5,53888.16,0.00,0.00,10.30,93
2016-06-06,3,22.9,23.4,53940.47,49507.65,0.00,0.00,69
2016-06-07,3,23.3,23.2,53989.59,50074.65,0.00,0.00,59
2016-06-08,63,16.5,13.8,54035.45,34272.98,0.00,10.70,63
2016-06-09,1,16.6,13.0,54078.02,50138.08,0.00,0.00,48
2016-06-10,3,18.0,15.4,54117.23,50168.02,0.00,0.00,46
2016-06-11,51,21.7,21.9,54153.05,46894.81,0.00,0.30,64
2016-06-12,1,23.4,22.0,54185.44,50223.95,0.00,0.00,55
2016-06-13,3,18.7,15.7,54214.34,44346.23,0.00,0.00,51
2016-06-14,2,20.1,18.2,54239.73,50274.07,0.00,0.00,45
2016-06-15,3,22.3,21.9,54261.54,47060.79,0.00,0.00,50
2016-06-16,51,21.4,22.3,54279.75,40805.64,0.00,0.10,67
2016-06-17,55,20.5,20.2,54294.32,47762.68,0.00,1.40,61
2016-06-18,3,21.6,21.3,54305.22,47921.25,0.00,0.00,56
2016-06-19,3,22.5,22.6,54312.40,50369.75,0.00,0.00,58
2016-06-20,3,22.9,24.1,54315.84,50383.18,0.00,0.00,66
