latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
52.54833,13.407822,38.0,7200,Europe/Berlin,GMT+2

time,weather_code (wmo code),relative_humidity_2m_mean (%),temperature_2m_mean (°C),apparent_temperature_mean (°C),daylight_duration (s),sunshine_duration (s),rain_sum (mm),snowfall_sum (cm)
2016-07-21,3,61,22.9,23.3,57901.77,46571.75,0.00,0.00
2016-07-22,3,49,23.1,22.1,57734.07,51339.57,0.00,0.00
2016-07-23,3,58,22.7,22.4,57562.83,48304.12,0.00,0.00
2016-07-24,3,62,23.3,24.0,57388.25,49756.10,0.00,0.00
2016-07-25,3,57,24.9,26.2,57210.57,51444.44,0.00,0.00
2016-07-26,51,60,24.3,24.8,57030.02,51152.59,0.80,0.00
2016-07-27,63,72,21.7,22.6,56846.80,33987.88,7.40,0.00
2016-07-28,51,76,20.9,21.9,56661.12,43572.79,0.80,0.00
2016-07-29,53,70,21.2,21.3,56473.19,46421.68,3.60,0.00
2016-07-30,51,66,21.1,20.8,56283.20,41422.34,0.10,0.00
2016-07-31,61,74,19.9,20.6,56091.35,37517.65,6.80,0.00
2016-08-01,51,70,17.6,16.0,55897.83,50398.46,0.50,0.00
2016-08-02,55,80,16.3,16.2,55702.61,19263.81,3.80,0.00
2016-08-03,51,88,17.5,17.6,55504.14,0.00,0.40,0.00
2016-08-04,51,74,21.4,21.8,55302.28,32188.00,0.10,0.00
2016-08-05,61,76,18.6,18.9,55097.27,12976.33,6.60,0.00
2016-08-06,51,68,18.4,17.0,54889.34,49743.71,0.20,0.00
2016-08-07,3,64,19.0,18.0,54678.75,49655.07,0.00,0.00
2016-08-08,3,56,22.0,20.8,54465.69,42261.30,0.00,0.00
2016-08-09,51,59,17.6,15.6,54250.41,31116.16,0.10,0.00
2016-08-10,51,64,14.8,12.7,54033.10,48699.73,0.60,0.00
2016-08-11,3,60,14.3,11.3,53813.98,46532.86,0.00,0.00
2016-08-12,51,74,16.0,14.8,53593.25,0.00,0.80,0.00
2016-08-13,3,69,21.2,20.5,53371.11,46358.16,0.00,0.00
2016-08-14,3,64,19.1,17.9,53147.73,40365.52,0.00,0.00
2016-08-15,3,63,17.5,16.0,52923.31,39038.08,0.00,0.00
2016-08-16,53,70,16.2,14.9,52698.02,29382.27,1.60,0.00
2016-08-17,3,68,15.8,14.8,52472.04,38171.49,0.00,0.00
2016-08-18,51,68,17.2,16.2,52245.53,37754.33,0.20,0.00
2016-08-19,3,63,19.2,19.0,52018.66,46657.84,0.00,0.00
2016-08-20,55,66,20.7,20.7,51791.59,21320.90,3.80,0.00
2016-08-21,55,72,19.5,19.6,51564.46,39077.48,3.90,0.00
2016-08-22,3,65,19.0,18.1,51337.24,43757.67,0.00,0.00
2016-08-23,51,75,20.1,20.2,51108.29,29477.30,0.50,0.00
2016-08-24,2,70,21.4,22.2,50877.40,45671.91,0.00,0.00
2016-08-25,0,58,22.8,22.0,50644.77,45848.12,0.00,0.00
2016-08-26,0,49,25.0,23.9,50410.56,45604.68,0.00,0.00
2016-08-27,0,60,24.0,24.4,50174.95,45037.12,0.00,0.00
2016-08-28,51,54,26.3,26.5,49938.11,43711.61,0.20,0.00
2016-08-29,51,62,21.6,20.5,49700.20,43391.02,0.50,0.00
2016-08-30,3,57,18.3,16.5,49461.39,44034.06,0.00,0.00
2016-08-31,0,56,19.5,18.4,49221.83,43844.63,0.00,0.00
2016-09-01,3,56,20.4,19.2,48981.68,37327.55,0.00,0.00
2016-09-02,3,58,20.5,19.8,48741.08,42691.46,0.00,0.00
2016-09-03,51,59,20.9,20.2,48500.19,36034.48,0.30,0.00
2016-09-04,63,75,19.2,19.2,48259.13,11516.70,8.40,0.00
2016-09-05,51,79,17.4,16.7,48018.07,27521.12,1.40,0.00
2016-09-06,3,73,16.9,16.3,47777.13,43200.00,0.00,0.00
2016-09-07,3,69,18.8,18.7,47536.45,43141.60,0.00,0.00
2016-09-08,0,66,21.9,22.0,47296.17,43044.40,0.00,0.00
2016-09-09,2,68,21.5,21.8,47056.42,42947.13,0.00,0.00
2016-09-10,3,70,20.9,21.5,46817.32,42826.00,0.00,0.00
2016-09-11,1,63,23.0,23.7,46578.82,42591.27,0.00,0.00
2016-09-12,2,61,24.1,24.5,46339.29,42354.91,0.00,0.00
2016-09-13,1,51,24.7,24.0,46098.50,42116.86,0.00,0.00
2016-09-14,0,54,23.7,22.8,45856.58,41111.88,0.00,0.00
2016-09-15,2,53,21.0,19.3,45613.69,41636.27,0.00,0.00
2016-09-16,3,55,21.2,20.6,45369.96,41076.91,0.00,0.00
2016-09-17,61,63,19.4,17.8,45125.55,14546.93,4.00,0.00
2016-09-18,3,61,16.7,14.0,44880.59,26124.19,0.00,0.00
2016-09-19,3,51,16.1,13.4,44635.21,35201.03,0.00,0.00
2016-09-20,3,63,14.8,13.4,44389.56,20161.38,0.00,0.00
2016-09-21,51,69,15.7,14.6,44143.77,38332.02,0.50,0.00
2016-09-22,3,53,14.9,12.8,43897.98,38585.28,0.00,0.00
2016-09-23,3,63,16.2,14.8,43652.31,34151.37,0.00,0.00
2016-09-24,3,68,15.8,14.5,43406.92,37098.65,0.00,0.00
2016-09-25,3,63,16.2,14.6,43161.92,35201.45,0.00,0.00
2016-09-26,3,63,15.9,14.3,42917.46,37604.59,0.00,0.00
2016-09-27,2,62,15.4,13.8,42673.66,37573.29,0.00,0.00
2016-09-28,3,66,17.1,14.6,42430.69,13004.03,0.00,0.00
2016-09-29,3,55,20.1,17.5,42188.66,24049.75,0.00,0.00
2016-09-30,3,60,18.2,16.3,41947.71,24674.21,0.00,0.00
2016-10-01,61,91,13.3,12.8,41707.77,160.86,10.10,0.00
2016-10-02,55,84,14.5,13.6,41467.15,35495.16,2.20,0.00
2016-10-03,61,78,12.6,11.1,41225.57,34716.60,4.80,0.00
2016-10-04,55,68,12.7,8.8,40983.16,36000.00,2.20,0.00
2016-10-05,53,77,9.8,6.0,40740.11,23302.28,3.80,0.00
2016-10-06,53,81,10.9,7.4,40496.55,0.00,2.40,0.00
2016-10-07,51,76,11.0,8.6,40252.64,19904.16,0.20,0.00
2016-10-08,51,77,9.6,6.7,40008.54,30435.78,0.70,0.00
2016-10-09,51,85,8.9,6.4,39764.40,18197.71,1.10,0.00
2016-10-10,3,82,7.8,5.7,39520.38,21817.56,0.00,0.00
2016-10-11,53,91,7.6,5.4,39276.65,0.00,3.30,0.00
2016-10-12,51,88,7.6,4.3,39033.36,0.00,1.70,0.00
2016-10-13,51,82,7.3,3.7,38790.68,0.00,0.80,0.00
2016-10-14,3,72,8.6,4.2,38548.79,30693.01,0.00,0.00
2016-10-15,51,80,9.8,7.0,38307.85,12316.73,0.70,0.00
2016-10-16,3,91,9.5,7.6,38068.04,3954.25,0.00,0.00
2016-10-17,3,82,9.5,6.7,37829.55,29724.81,0.00,0.00
2016-10-18,51,87,10.8,9.6,37592.55,15645.92,0.60,0.00
2016-10-19,61,90,9.3,7.4,37357.23,8394.35,11.40,0.00
2016-10-20,51,85,8.3,6.1,37123.80,10477.68,1.80,0.00
2016-10-21,51,90,6.8,4.3,36892.20,16769.04,3.60,0.00
2016-10-22,53,89,6.5,4.5,36660.51,26179.13,1.10,0.00
2016-10-23,3,88,5.5,3.1,36428.44,8847.01,0.00,0.00
2016-10-24,55,91,7.5,5.4,36196.18,9978.56,5.70,0.00
2016-10-25,53,93,8.7,7.0,35963.93,601.49,4.10,0.00
2016-10-26,3,96,6.1,4.3,35731.87,0.00,0.00,0.00
2016-10-27,51,91,8.9,6.8,35500.21,6404.48,0.20,0.00
2016-10-28,53,89,11.0,8.1,35269.17,0.00,1.30,0.00
2016-10-29,3,73,9.8,6.0,35038.95,29290.77,0.00,0.00
2016-10-30,3,78,8.6,5.3,34809.77,25200.00,0.00,0.00
2016-10-31,51,96,6.8,4.6,34581.85,9716.15,0.10,0.00
2016-11-01,53,94,10.3,8.1,34355.43,7030.77,4.60,0.00
2016-11-02,53,84,6.5,2.0,34130.74,28747.79,1.00,0.00
2016-11-03,3,80,3.6,-0.3,33908.02,27628.51,0.00,0.00
2016-11-04,3,83,5.5,2.1,33687.53,13896.24,0.00,0.00
2016-11-05,61,88,6.0,3.1,33469.52,0.00,6.40,0.00
2016-11-06,51,90,5.4,2.8,33254.25,17837.30,0.10,0.00
2016-11-07,51,91,3.4,0.5,33042.00,27849.51,0.90,0.00
2016-11-08,71,89,2.4,-1.3,32833.05,484.70,0.70,0.07
2016-11-09,71,79,1.6,-2.3,32627.69,12842.08,0.00,0.14
2016-11-10,3,83,1.2,-2.6,32425.95,8485.25,0.00,0.00
2016-11-11,3,84,1.4,-2.3,32225.81,20377.29,0.00,0.00
2016-11-12,3,94,-0.8,-3.9,32027.02,18990.24,0.00,0.00
2016-11-13,3,95,-2.8,-6.1,31829.78,9740.98,0.00,0.00
2016-11-14,3,88,-1.0,-4.6,31634.34,26863.85,0.00,0.00
2016-11-15,53,83,2.2,-2.4,31440.93,0.00,3.30,0.00
2016-11-16,51,98,7.8,5.1,31249.80,0.00,0.80,0.00
2016-11-17,55,91,9.2,6.0,31061.21,2147.92,5.50,0.00
2016-11-18,61,78,10.2,6.1,30875.41,15571.62,4.50,0.00
2016-11-19,53,81,6.8,3.2,30692.69,1670.60,1.40,0.00
2016-11-20,3,79,6.1,1.7,30513.30,22014.38,0.00,0.00
2016-11-21,3,77,8.8,5.5,30337.53,22171.59,0.00,0.00
2016-11-22,3,93,7.9,5.8,30165.67,14785.17,0.00,0.00
2016-11-23,3,98,5.4,3.5,29998.02,7655.58,0.00,0.00
2016-11-24,51,93,5.3,2.5,29834.86,19325.46,0.10,0.00
2016-11-25,3,97,1.1,-1.8,29676.52,0.00,0.00,0.00
2016-11-26,3,93,0.9,-2.7,29523.29,8325.28,0.00,0.00
2016-11-27,3,81,4.3,-0.3,29375.50,22565.66,0.00,0.00
2016-11-28,1,72,0.2,-4.5,29233.46,23686.83,0.00,0.00
2016-11-29,3,81,-2.4,-7.0,29097.50,23644.71,0.00,0.00
2016-11-30,51,72,0.7,-4.8,28967.75,0.00,2.00,0.00
2016-12-01,53,93,5.7,0.4,28842.73,0.00,4.60,0.00
2016-12-02,51,76,3.6,-1.4,28722.22,22884.56,1.10,0.00
2016-12-03,3,90,-1.5,-5.2,28606.39,22856.02,0.00,0.00
2016-12-04,3,94,-1.3,-4.7,28495.43,12926.94,0.00,0.00
2016-12-05,3,90,-2.9,-6.6,28389.50,21786.53,0.00,0.00
2016-12-06,3,88,0.1,-3.8,28288.79,0.00,0.00,0.00
2016-12-07,51,86,0.7,-3.4,28193.46,11393.55,0.30,0.00
2016-12-08,3,73,5.8,1.0,28103.70,18070.76,0.00,0.00
2016-12-09,3,85,7.0,3.1,28019.67,0.00,0.00,0.00
2016-12-10,3,87,8.7,5.2,27941.56,0.00,0.00,0.00
2016-12-11,61,93,7.0,3.2,27869.54,932.04,14.50,0.00
2016-12-12,55,87,3.2,-0.7,27803.77,15690.05,4.90,0.00
2016-12-13,3,90,1.3,-2.2,27744.42,1300.15,0.00,0.00
2016-12-14,51,96,3.4,0.6,27691.65,1523.48,0.60,0.00
2016-12-15,3,93,0.5,-2.7,27645.63,554.95,0.00,0.00
2016-12-16,3,90,-0.2,-4.1,27606.52,21620.41,0.00,0.00
2016-12-17,3,93,-1.1,-4.7,27574.44,1622.52,0.00,0.00
2016-12-18,53,99,2.8,-0.3,27549.58,0.00,2.80,0.00
2016-12-19,3,98,2.7,0.2,27532.04,0.00,0.00,0.00
2016-12-20,3,93,0.4,-3.4,27521.95,19537.78,0.00,0.00
2016-12-21,2,85,-0.6,-5.0,27519.15,21705.72,0.00,0.00
2016-12-22,53,90,0.3,-3.7,27523.53,16884.90,1.10,0.00
2016-12-23,3,95,2.5,-1.3,27534.99,659.47,0.00,0.00
2016-12-24,55,90,4.0,-0.8,27553.45,418.27,3.00,0.00
2016-12-25,53,92,6.7,2.1,27578.83,0.00,6.30,0.00
2016-12-26,55,83,8.0,3.1,27611.01,0.00,2.10,0.00
2016-12-27,51,67,5.7,-0.7,27649.89,21742.28,1.00,0.00
2016-12-28,51,95,5.9,2.8,27695.37,66.43,1.40,0.00
2016-12-29,51,89,4.1,1.4,27747.33,4467.96,0.20,0.00
2016-12-30,0,93,-0.8,-4.5,27805.66,21976.28,0.00,0.00
2016-12-31,3,81,-0.3,-4.7,27870.23,21818.80,0.00,0.00
2017-01-01,3,76,1.8,-2.8,27940.91,7658.52,0.00,0.00
2017-01-02,73,88,0.7,-4.0,28017.59,14337.37,0.30,1.12
2017-01-03,73,91,1.7,-4.1,28100.13,0.00,3.80,1.54
2017-01-04,71,86,2.4,-4.0,28188.39,9850.45,7.30,0.07
2017-01-05,71,72,-3.2,-8.8,28282.25,22633.95,0.00,0.56
2017-01-06,3,71,-6.5,-11.5,28381.57,22953.16,0.00,0.00
2017-01-07,73,73,-6.0,-11.2,28486.21,0.00,0.00,2.38
2017-01-08,73,89,-2.8,-6.2,28596.03,8981.80,0.00,0.63
2017-01-09,71,91,-2.0,-5.7,28711.06,641.48,0.00,0.07
2017-01-10,3,80,-1.8,-7.0,28832.59,23461.54,0.00,0.00
2017-01-11,75,76,-2.8,-9.1,28960.63,789.97,0.40,2.66
2017-01-12,51,87,2.1,-3.5,29094.88,22403.80,0.30,0.00
2017-01-13,73,94,1.1,-3.8,29235.03,0.00,4.60,2.52
2017-01-14,71,89,-1.0,-5.5,29380.77,10880.06,0.20,0.35
2017-01-15,73,91,-0.5,-5.3,29531.79,8860.18,0.10,1.89
2017-01-16,3,89,-3.9,-8.3,29687.80,14606.45,0.00,0.00
2017-01-17,3,94,-6.3,-10.5,29848.51,19951.57,0.00,0.00
2017-01-18,3,92,-4.6,-8.2,30013.62,257.53,0.00,0.00
2017-01-19,3,79,-2.9,-7.2,30182.84,10013.15,0.00,0.00
2017-01-20,51,79,-0.2,-4.2,30355.89,4601.10,0.10,0.00
2017-01-21,51,95,0.3,-2.9,30532.52,0.00,0.50,0.00
2017-01-22,3,91,-1.2,-5.1,30712.44,25251.57,0.00,0.00
2017-01-23,71,91,-4.3,-8.3,30895.40,156.11,0.00,0.14
2017-01-24,3,92,-1.2,-4.8,31081.14,1923.99,0.00,0.00
2017-01-25,71,93,-0.2,-3.4,31269.41,4582.12,0.00,0.28
2017-01-26,3,89,0.1,-3.8,31459.99,23875.70,0.00,0.00
2017-01-27,0,72,-1.7,-6.4,31652.61,26621.58,0.00,0.00
2017-01-28,0,74,-3.4,-8.1,31847.06,26837.70,0.00,0.00
2017-01-29,3,78,0.4,-3.8,32043.38,26850.18,0.00,0.00
2017-01-30,73,87,0.1,-4.3,32243.54,0.00,3.50,0.21
2017-01-31,73,92,-0.0,-4.0,32447.76,188.62,0.30,2.66
2017-02-01,3,91,-1.5,-5.3,32655.72,16410.23,0.00,0.00
2017-02-02,3,87,-1.9,-6.3,32867.12,16400.55,0.00,0.00
2017-02-03,51,93,0.9,-3.2,33081.68,1155.00,0.70,0.00
2017-02-04,51,92,2.4,-1.0,33299.11,26050.28,0.70,0.00
2017-02-05,51,98,1.5,-2.0,33519.12,0.00,0.20,0.00
2017-02-06,71,82,-1.2,-5.7,33741.48,5235.69,0.00,0.07
2017-02-07,3,77,-1.5,-6.0,33965.89,7286.19,0.00,0.00
2017-02-08,3,66,-3.8,-8.8,34192.12,23202.39,0.00,0.00
2017-02-09,3,63,-4.3,-9.5,34419.92,29476.26,0.00,0.00
2017-02-10,2,72,-2.9,-8.6,34649.05,30265.06,0.00,0.00
2017-02-11,71,66,-2.0,-7.9,34879.27,11852.30,0.00,0.07
2017-02-12,3,69,-2.0,-7.2,35110.37,26039.04,0.00,0.00
2017-02-13,3,78,-3.6,-8.3,35342.12,25704.69,0.00,0.00
2017-02-14,0,70,-2.5,-6.8,35574.31,31274.39,0.00,0.00
2017-02-15,0,73,0.5,-3.3,35806.72,31409.31,0.00,0.00
2017-02-16,51,82,2.9,-0.5,36039.16,31441.20,0.70,0.00
2017-02-17,53,96,4.0,0.8,36271.42,1859.35,4.60,0.00
2017-02-18,51,94,3.5,0.2,36503.57,896.55,1.30,0.00
2017-02-19,53,88,3.2,-0.7,36737.62,10367.79,1.30,0.00
2017-02-20,55,92,6.2,1.8,36973.85,2783.40,3.50,0.00
2017-02-21,55,82,7.5,3.0,37212.05,15054.70,3.00,0.00
2017-02-22,55,88,7.0,2.2,37452.02,1164.74,7.40,0.00
2017-02-23,61,82,6.3,1.4,37693.53,0.00,7.40,0.00
2017-02-24,51,75,3.7,-2.2,37936.39,15603.18,1.90,0.00
2017-02-25,51,77,2.7,-2.2,38180.41,20781.67,0.30,0.00
2017-02-26,53,69,7.1,2.5,38425.40,1243.12,1.10,0.00
2017-02-27,3,71,8.3,4.6,38671.16,32553.56,0.00,0.00
2017-02-28,53,65,8.0,3.1,38917.51,18000.00,2.10,0.00
2017-03-01,53,82,4.4,-0.1,39164.27,21055.28,2.50,0.00
2017-03-02,71,87,4.6,-0.3,39411.28,13143.33,6.80,0.14
2017-03-03,51,74,5.7,1.5,39658.34,34690.48,0.40,0.00
2017-03-04,3,70,7.8,4.4,39905.29,32721.26,0.00,0.00
2017-03-05,51,75,8.0,4.3,40151.97,31209.24,0.50,0.00
2017-03-06,55,86,5.0,2.2,40398.20,27784.46,2.60,0.00
2017-03-07,51,81,3.2,-0.6,40643.81,7870.70,1.90,0.00
2017-03-08,55,74,5.4,1.4,40888.65,21369.02,1.80,0.00
2017-03-09,61,83,6.5,3.4,41132.54,21036.54,7.00,0.00
2017-03-10,53,82,6.0,1.6,41375.57,26664.70,1.70,0.00
2017-03-11,3,83,4.5,1.6,41619.54,13194.81,0.00,0.00
2017-03-12,3,83,2.2,-1.8,41864.76,35038.71,0.00,0.00
2017-03-13,51,78,3.3,-0.0,42111.08,26412.96,0.10,0.00
2017-03-14,3,83,5.4,2.0,42358.34,13559.90,0.00,0.00
2017-03-15,51,67,9.4,5.3,42606.39,32581.64,0.70,0.00
2017-03-16,3,76,6.9,3.4,42855.10,28421.02,0.00,0.00
2017-03-17,51,70,6.8,2.7,43104.30,6666.97,0.50,0.00
2017-03-18,61,74,5.8,0.1,43353.85,22316.51,9.20,0.00
2017-03-19,71,86,3.7,-0.4,43603.60,244.55,12.00,0.28
2017-03-20,53,88,10.2,6.8,43853.42,2342.43,3.90,0.00
2017-03-21,61,79,9.8,6.4,44103.15,17199.74,4.30,0.00
2017-03-22,3,69,6.1,2.9,44352.64,33882.52,0.00,0.00
2017-03-23,51,77,6.1,2.3,44601.76,0.00,2.50,0.00
2017-03-24,3,69,6.1,3.0,44850.36,40439.00,0.00,0.00
2017-03-25,3,70,5.5,1.7,45098.27,38803.48,0.00,0.00
2017-03-26,3,75,6.1,3.5,45345.37,40441.82,0.00,0.00
2017-03-27,1,70,8.0,5.2,45591.48,41593.23,0.00,0.00
2017-03-28,3,68,10.0,7.4,45836.46,41836.18,0.00,0.00
2017-03-29,53,79,10.5,7.1,46080.15,21057.08,1.10,0.00
2017-03-30,51,87,12.2,10.7,46322.60,22544.09,1.10,0.00
2017-03-31,3,73,14.5,12.5,46565.52,42247.50,0.00,0.00
2017-04-01,3,76,13.7,12.5,46809.20,42384.47,0.00,0.00
2017-04-02,53,79,11.7,9.4,47053.47,40290.25,3.40,0.00
2017-04-03,3,81,8.8,6.4,47298.23,3871.31,0.00,0.00
2017-04-04,51,83,9.1,6.8,47543.32,26382.78,0.10,0.00
2017-04-05,51,76,9.7,6.8,47788.60,12454.25,0.70,0.00
2017-04-06,3,62,8.3,3.3,48033.93,39470.37,0.00,0.00
2017-04-07,53,82,8.8,4.5,48279.18,0.00,1.60,0.00
2017-04-08,3,79,10.0,7.0,48524.18,25573.70,0.00,0.00
2017-04-09,3,75,11.1,9.4,48768.79,43726.15,0.00,0.00
2017-04-10,3,71,11.0,7.6,49012.84,35291.81,0.00,0.00
2017-04-11,51,68,7.5,2.7,49256.21,43200.00,1.50,0.00
2017-04-12,55,82,8.8,4.7,49498.71,1185.70,11.20,0.00
2017-04-13,63,73,8.6,4.1,49740.17,41985.96,4.40,0.00
2017-04-14,51,67,8.3,3.7,49980.45,30039.79,0.10,0.00
2017-04-15,61,76,8.3,4.3,50219.35,14196.42,5.10,0.00
2017-04-16,53,80,5.6,1.8,50456.70,34746.05,5.00,0.00
2017-04-17,63,83,5.0,1.7,50692.32,33864.59,5.20,0.00
2017-04-18,71,75,4.0,-0.6,50926.03,36543.42,1.30,0.07
2017-04-19,51,65,2.8,-2.4,51157.84,41543.25,0.90,0.00
2017-04-20,3,66,3.1,-0.6,51389.41,32937.03,0.00,0.00
2017-04-21,3,64,8.3,3.7,51621.04,18656.08,0.00,0.00
2017-04-22,55,70,7.5,2.1,51852.54,42310.17,3.30,0.00
2017-04-23,51,72,5.9,1.0,52083.77,41544.60,2.00,0.00
2017-04-24,3,65,7.4,3.2,52314.56,29822.92,0.00,0.00
2017-04-25,51,72,7.5,3.7,52544.74,26112.18,0.90,0.00
2017-04-26,51,66,6.4,3.4,52774.14,46084.58,0.90,0.00
2017-04-27,51,66,6.5,3.4,53002.57,46995.89,0.20,0.00
2017-04-28,51,67,7.2,4.7,53229.86,46418.49,0.50,0.00
2017-04-29,53,74,6.7,3.0,53455.80,49200.42,2.40,0.00
2017-04-30,3,70,6.9,2.6,53680.21,49408.48,0.00,0.00
2017-05-01,3,62,10.2,5.1,53902.88,41182.88,0.00,0.00
2017-05-02,53,73,9.5,4.8,54123.60,2864.78,2.50,0.00
2017-05-03,51,80,11.0,8.2,54342.16,10441.94,0.10,0.00
2017-05-04,53,85,9.3,6.0,54558.35,0.00,5.70,0.00
2017-05-05,51,88,10.4,9.0,54771.91,0.00,0.10,0.00
2017-05-06,51,82,12.2,10.4,54982.63,20389.08,0.10,0.00
2017-05-07,3,71,11.8,9.6,55190.26,47646.70,0.00,0.00
2017-05-08,53,76,7.5,4.2,55394.55,13161.62,3.40,0.00
2017-05-09,53,79,4.9,2.0,55595.45,40584.60,1.90,0.00
2017-05-10,51,71,7.4,3.8,55794.52,2104.76,0.50,0.00
2017-05-11,3,74,10.5,8.2,55991.99,49627.63,0.00,0.00
2017-05-12,3,70,14.6,12.2,56187.68,50400.00,0.00,0.00
2017-05-13,63,88,14.2,13.7,56381.40,11064.73,8.30,0.00
2017-05-14,61,89,14.6,14.6,56572.95,31197.49,4.30,0.00
2017-05-15,51,78,14.5,13.1,56762.13,48172.29,0.20,0.00
2017-05-16,53,78,13.9,13.1,56948.73,11832.52,1.90,0.00
2017-05-17,3,67,18.5,18.0,57132.56,47138.39,0.00,0.00
2017-05-18,2,62,19.9,18.9,57313.38,50988.57,0.00,0.00
2017-05-19,0,66,20.9,20.7,57490.97,51116.34,0.00,0.00
2017-05-20,51,71,15.5,13.0,57665.11,13427.14,0.10,0.00
2017-05-21,3,66,15.2,13.4,57835.56,42328.65,0.00,0.00
2017-05-22,3,62,15.4,14.0,58002.09,48578.86,0.00,0.00
2017-05-23,51,62,17.5,16.1,58164.44,41237.64,0.20,0.00
2017-05-24,51,69,13.4,9.7,58322.38,26487.29,1.00,0.00
2017-05-25,3,73,13.7,11.4,58475.64,26474.87,0.00,0.00
2017-05-26,3,72,16.7,15.4,58623.97,45950.25,0.00,0.00
2017-05-27,0,63,18.8,17.9,58767.12,52693.47,0.00,0.00
2017-05-28,3,52,22.1,20.8,58904.80,47130.63,0.00,0.00
2017-05-29,3,63,22.8,23.4,59036.92,52599.73,0.00,0.00
2017-05-30,55,74,22.3,23.3,59164.53,42817.69,2.20,0.00
2017-05-31,51,63,19.0,16.4,59287.78,53163.65,0.50,0.00
2017-06-01,2,56,15.4,12.6,59406.52,53756.46,0.00,0.00
2017-06-02,2,54,17.5,15.7,59520.61,53962.04,0.00,0.00
2017-06-03,55,64,17.5,15.9,59629.91,36027.02,4.70,0.00
2017-06-04,61,87,16.1,15.7,59734.26,7176.54,12.30,0.00
2017-06-05,51,67,16.1,15.2,59833.52,43260.64,0.30,0.00
2017-06-06,53,74,18.3,17.4,59927.54,35938.68,1.20,0.00
2017-06-07,55,62,15.3,11.7,60016.18,51363.51,3.00,0.00
2017-06-08,51,63,16.0,13.4,60099.31,31686.87,0.10,0.00
2017-06-09,53,62,19.9,18.6,60176.75,43863.78,2.40,0.00
2017-06-10,55,69,17.6,16.4,60248.41,50105.42,1.40,0.00
2017-06-11,51,59,21.6,21.4,60314.12,51490.14,0.20,0.00
2017-06-12,55,63,19.7,17.6,60373.75,36896.82,1.70,0.00
2017-06-13,51,62,16.6,13.1,60427.17,18628.32,0.60,0.00
2017-06-14,3,67,16.4,14.4,60474.26,44369.20,0.00,0.00
2017-06-15,53,62,19.5,19.0,60514.89,46837.82,0.70,0.00
2017-06-16,63,71,17.6,15.5,60548.95,47725.48,6.80,0.00
2017-06-17,3,62,16.7,13.3,60576.32,46200.46,0.00,0.00
2017-06-18,3,70,18.7,18.3,60596.91,55065.45,0.00,0.00
2017-06-19,3,66,22.9,24.1,60610.83,53861.15,0.00,0.00
2017-06-20,51,61,22.6,22.1,60618.14,52293.04,0.50,0.00
2017-06-21,3,58,18.1,16.6,60618.91,51856.35,0.00,0.00
2017-06-22,65,63,20.7,20.2,60613.19,33173.55,20.40,0.00
2017-06-23,63,74,19.7,18.4,60601.02,24030.69,15.10,0.00
2017-06-24,53,74,18.6,17.8,60582.48,10902.46,1.40,0.00
2017-06-25,61,82,17.9,17.3,60557.66,9885.13,6.40,0.00
2017-06-26,55,72,17.0,15.7,60526.60,21000.01,2.30,0.00
2017-06-27,3,66,16.4,15.7,60489.38,54923.36,0.00,0.00
2017-06-28,61,72,19.7,19.3,60446.11,26949.09,3.80,0.00
2017-06-29,65,96,18.0,18.6,60396.85,0.00,107.00,0.00
2017-06-30,63,89,16.1,14.1,60341.72,102.25,28.00,0.00
2017-07-01,55,87,16.1,14.9,60280.79,13522.66,4.50,0.00
2017-07-02,51,83,16.0,14.4,60214.18,28844.97,0.70,0.00
2017-07-03,3,68,16.1,14.1,60141.96,45398.81,0.00,0.00
2017-07-04,61,71,16.2,14.1,60064.27,52994.71,2.00,0.00
2017-07-05,55,76,15.2,14.5,59981.20,22847.79,1.40,0.00
2017-07-06,51,72,17.9,18.0,59892.86,53380.28,0.10,0.00
2017-07-07,63,77,20.0,20.6,59799.35,28762.46,7.70,0.00
2017-07-08,3,80,20.0,20.5,59700.67,37941.93,0.00,0.00
2017-07-09,3,75,18.4,19.0,59595.90,52341.52,0.00,0.00
2017-07-10,63,80,19.1,19.7,59485.06,22424.04,7.10,0.00
2017-07-11,51,79,18.8,18.9,59368.38,45892.81,0.20,0.00
2017-07-12,61,88,17.0,16.9,59246.09,10981.10,10.50,0.00
2017-07-13,51,69,15.0,12.2,59118.45,42371.88,0.40,0.00
2017-07-14,3,67,15.8,14.9,58985.68,45675.21,0.00,0.00
2017-07-15,51,71,16.6,15.9,58848.05,52138.32,0.40,0.00
2017-07-16,61,78,17.1,16.7,58705.77,19812.12,1.70,0.00
2017-07-17,61,75,18.1,17.4,58559.09,50062.73,4.20,0.00
2017-07-18,3,72,17.7,17.6,58408.22,52900.54,0.00,0.00
2017-07-19,3,70,20.5,20.5,58253.39,50603.89,0.00,0.00
2017-07-20,61,76,22.0,23.6,58094.84,39901.97,3.10,0.00
2017-07-21,51,75,21.3,22.0,57932.77,51194.16,0.40,0.00
2017-07-22,63,84,20.9,22.1,57767.38,28615.19,6.40,0.00
2017-07-23,61,81,19.7,20.4,57598.93,36659.66,3.10,0.00
2017-07-24,55,71,18.8,18.6,57427.56,35691.91,1.30,0.00
2017-07-25,63,88,16.3,16.1,57253.51,665.30,27.70,0.00
2017-07-26,61,94,16.1,15.2,57076.95,0.00,11.10,0.00
