,month_year,temperature_berlin,temperature_brooklyn,year,month,temperature_berlin_ref,temperature_brooklyn_ref,climate_change_brooklyn,climate_change_berlin
99,2023-04,7.72,12.3,2023,4,7.770111111111111,9.29211111111111,3.007888888888891,-0.05011111111111166
100,2023-05,13.84516129032258,15.209677419354838,2023,5,13.018387096774196,15.17731182795699,0.03236559139784845,0.826774193548383
101,2023-06,19.383333333333333,19.59,2023,6,16.511777777777777,20.587111111111113,-0.9971111111111135,2.871555555555556
102,2023-07,20.135483870967743,24.36774193548387,2023,7,18.017311827956988,23.61881720430107,0.7489247311828002,2.1181720430107553
103,2023-08,19.60967741935484,22.864516129032257,2023,8,17.840215053763444,22.944301075268815,-0.07978494623655763,1.7694623655913944
104,2023-09,18.89333333333333,20.013333333333332,2023,9,14.38188888888889,19.17255555555555,0.840777777777781,4.511444444444441
105,2023-10,12.096774193548388,14.48709677419355,2023,10,9.983118279569892,12.965591397849462,1.5215053763440878,2.113655913978496
106,2023-11,5.503333333333333,6.59,2023,11,4.608444444444445,7.424777777777778,-0.8347777777777781,0.8948888888888877
107,2023-12,3.635483870967742,5.203225806451614,2023,12,0.930752688172043,1.325268817204301,3.8779569892473127,2.7047311827956992
108,2024-01,1.219354838709677,1.4387096774193548,2024,1,-1.0021505376344086,-2.1843010752688174,3.623010752688172,2.2215053763440857
109,2024-02,6.575862068965517,2.106896551724138,2024,2,0.1053128689492326,-1.0282172373081464,3.1351137890322844,6.4705492000162845
110,2024-03,7.541935483870968,6.941935483870967,2024,3,3.471397849462366,3.786451612903226,3.1554838709677413,4.070537634408602
111,2024-04,10.876666666666669,10.296666666666663,2024,4,7.770111111111111,9.29211111111111,1.0045555555555534,3.1065555555555573
112,2024-05,16.89032258064516,16.36774193548387,2024,5,13.018387096774196,15.17731182795699,1.1904301075268808,3.871935483870965
113,2024-06,17.983333333333334,22.483333333333334,2024,6,16.511777777777777,20.587111111111113,1.896222222222221,1.4715555555555575
114,2024-07,20.351612903225806,25.129032258064516,2024,7,18.017311827956988,23.61881720430107,1.5102150537634458,2.3343010752688187
115,2024-08,21.44838709677419,23.15806451612903,2024,8,17.840215053763444,22.944301075268815,0.21376344086021604,3.6081720430107467
116,2024-09,17.490000000000002,19.709999999999997,2024,9,14.38188888888889,19.17255555555555,0.5374444444444464,3.1081111111111124
117,2024-10,11.458064516129031,14.922580645161291,2024,10,9.983118279569892,12.965591397849462,1.9569892473118298,1.4749462365591395
118,2024-11,5.333333333333333,10.19,2024,11,4.608444444444445,7.424777777777778,2.7652222222222216,0.7248888888888878
119,2024-12,3.703225806451613,2.203225806451613,2024,12,0.930752688172043,1.325268817204301,0.8779569892473118,2.77247311827957
120,2025-01,2.2419354838709675,-1.6838709677419357,2025,1,-1.0021505376344086,-2.1843010752688174,0.5004301075268818,3.2440860215053764
121,2025-02,0.6107142857142857,0.725,2025,2,0.1053128689492326,-1.0282172373081464,1.7532172373081463,0.505401416765053
122,2025-03,6.219354838709678,7.15483870967742,2025,3,3.471397849462366,3.786451612903226,3.368387096774194,2.747956989247312
123,2025-04,11.976666666666668,12.203333333333337,2025,4,7.770111111111111,9.29211111111111,2.911222222222227,4.206555555555557
124,2025-05,13.819354838709677,16.338709677419356,2025,5,13.018387096774196,15.17731182795699,1.1613978494623662,0.8009677419354801
