month,temperature
1,-1.0021505376344086
2,0.1053128689492326
3,3.471397849462366
4,7.770111111111111
5,13.018387096774195
6,16.511777777777777
7,18.017311827956988
8,17.840215053763444
9,14.38188888888889
10,9.983118279569892
11,4.608444444444445
12,0.930752688172043
