,day,weather_code_berlin,humidity_berlin,temperature_berlin,feels_like_berlin,rain_berlin,snowfall_berlin,sunshine_hours_berlin,daylight_hours_berlin,day_of_week_berlin,weather_description_berlin,weather_code_brooklyn,temperature_brooklyn,feels_like_brooklyn,snowfall_brooklyn,rain_brooklyn,humidity_brooklyn,sunshine_hours_brooklyn,daylight_hours_brooklyn,month_year,year,month_num,season,day_of_week_brooklyn,weather_description_brooklyn,sunny_flag_brooklyn,sunny_flag_berlin,is_weekend,sun_ratio_berlin,sun_ratio_brooklyn,is_very_sunny_berlin,is_very_sunny_brooklyn
3539,2025-03-23,3,65,9.5,5.9,0.0,0.0,9.013622222222224,12.394086111111111,Sunday,Cloudy,3,3.1,-1.3,0.0,0.0,51,10.668833333333334,12.29686111111111,2025-03,2025,3,spring,Sunday,Cloudy,False,False,True,0.7272518636240269,0.8676062319426594,False,True
3545,2025-03-29,3,75,8.9,6.1,0.0,0.0,9.463388888888888,12.802338888888888,Saturday,Cloudy,63,16.2,14.5,0.0,4.4,68,11.404052777777776,12.564944444444444,2025-03,2025,3,spring,Saturday,Rain,False,False,True,0.7391921875386485,0.9076086908462255,False,True
3546,2025-03-30,71,82,5.8,2.2,7.1,0.21,6.0129527777777785,12.870183333333337,Sunday,Light Snow,51,8.1,5.8,0.0,0.1,87,6.251086111111111,12.609494444444444,2025-03,2025,3,spring,Sunday,Light Drizzle,False,False,True,0.4672002427661178,0.495744388377541,False,False
3552,2025-04-05,3,62,6.7,2.6,0.0,0.0,11.386377777777778,13.279772222222222,Saturday,Cloudy,63,9.4,6.4,0.0,5.2,73,0.0,12.87770277777778,2025-04,2025,4,spring,Saturday,Rain,False,False,True,0.8574226716572699,0.0,True,False
3553,2025-04-06,3,58,3.6,-0.8,0.0,0.0,11.50381388888889,13.348086111111112,Sunday,Cloudy,63,10.0,7.9,0.0,4.3,77,3.3643055555555557,12.9223,2025-04,2025,4,spring,Sunday,Rain,False,False,True,0.8618324599594075,0.2603488199125199,True,False
3559,2025-04-12,3,70,12.6,11.0,0.0,0.0,11.051727777777778,13.754541666666666,Saturday,Cloudy,73,4.0,-0.5,1.33,16.0,87,0.0753527777777777,13.186591666666668,2025-04,2025,4,spring,Saturday,Snow,False,False,True,0.8034966228326603,0.005714348307929786,True,False
3560,2025-04-13,3,61,15.1,12.7,0.0,0.0,12.334416666666668,13.821294444444446,Sunday,Cloudy,51,8.8,4.9,0.0,0.2,66,5.85655,13.229802777777778,2025-04,2025,4,spring,Sunday,Light Drizzle,False,False,True,0.8924212356697576,0.44267855676860896,True,False
3566,2025-04-19,61,86,9.3,7.3,6.4,0.0,0.0,14.2135,Saturday,Light Rain,53,21.8,19.9,0.0,0.8,52,8.323630555555555,13.482702777777778,2025-04,2025,4,spring,Saturday,Drizzle,False,False,True,0.0,0.6173562298854931,False,False
3567,2025-04-20,3,72,12.4,11.3,0.0,0.0,12.713975,14.27837777777778,Sunday,Cloudy,3,17.3,14.1,0.0,0.0,42,12.0,13.524375,2025-04,2025,4,spring,Sunday,Cloudy,False,False,True,0.8904355381174641,0.8872868431997782,True,True
3573,2025-04-26,1,50,10.3,6.6,0.0,0.0,13.495641666666666,14.665030555555555,Saturday,Mainly Sunny,61,17.9,17.4,0.0,9.3,84,0.4173361111111111,13.771194444444443,2025-04,2025,4,spring,Saturday,Light Rain,False,False,True,0.9202600441602292,0.03030500460905715,True,False
3574,2025-04-27,0,44,11.1,7.5,0.0,0.0,13.554936111111113,14.728591666666668,Sunday,Sunny,3,11.9,6.9,0.0,0.0,50,9.718588888888888,13.811497222222222,2025-04,2025,4,spring,Sunday,Cloudy,False,True,True,0.9203144752657011,0.7036593305215321,True,False
3580,2025-05-03,51,64,15.1,13.6,0.6,0.0,10.231677777777778,15.099777777777778,Saturday,Light Drizzle,63,21.3,21.7,0.0,5.9,68,12.675519444444443,14.04513611111111,2025-05,2025,5,spring,Saturday,Rain,False,False,True,0.6776045269246053,0.9024846284271205,False,True
3581,2025-05-04,51,62,11.5,7.4,0.9,0.0,8.733869444444444,15.159397222222225,Sunday,Light Drizzle,61,16.5,16.4,0.0,13.7,87,3.678805555555556,14.082363888888889,2025-05,2025,5,spring,Sunday,Light Rain,False,False,True,0.5761356679566011,0.2612349449695847,False,False
3587,2025-05-10,51,55,14.4,11.8,0.1,0.0,11.633583333333334,15.501711111111112,Saturday,Light Drizzle,3,15.3,12.5,0.0,0.0,61,12.778244444444445,14.294727777777776,2025-05,2025,5,spring,Saturday,Cloudy,False,False,True,0.7504709157555367,0.8939131016058369,False,True
3588,2025-05-11,2,52,12.5,9.5,0.0,0.0,14.034447222222225,15.556986111111112,Sunday,Partly Cloudy,3,18.1,17.3,0.0,0.0,58,13.378397222222222,14.328772222222224,2025-05,2025,5,spring,Sunday,Cloudy,False,False,True,0.9021315004066591,0.9336736612697296,True,True
3594,2025-05-17,53,67,11.1,7.9,1.7,0.0,9.013280555555555,15.875263888888888,Saturday,Drizzle,61,20.7,22.1,0.0,2.8,83,10.8583,14.523080555555554,2025-05,2025,5,spring,Saturday,Light Rain,False,False,True,0.5677562665187543,0.7476581816415213,False,False
3595,2025-05-18,55,75,10.5,7.5,2.3,0.0,5.972063888888889,15.925525,Sunday,Heavy Drizzle,51,19.4,17.3,0.0,0.3,57,12.90525277777778,14.553477777777776,2025-05,2025,5,spring,Sunday,Light Drizzle,False,False,True,0.37499949853388753,0.8867470012894973,False,True
3601,2025-05-24,51,59,11.9,8.7,0.1,0.0,9.951258333333334,16.204502777777776,Saturday,Light Drizzle,51,13.4,10.6,0.0,0.2,66,13.429047222222222,14.720622222222222,2025-05,2025,5,spring,Saturday,Light Drizzle,False,False,True,0.6141045158744458,0.91226084193301,False,True
3602,2025-05-25,53,72,14.2,12.1,3.1,0.0,1.3189916666666666,16.246577777777777,Sunday,Drizzle,51,15.1,12.4,0.0,0.1,60,11.895602777777777,14.745575,2025-05,2025,5,spring,Sunday,Light Drizzle,False,False,True,0.08118581554269207,0.8067235613245177,False,True
3608,2025-05-31,53,69,19.8,20.2,1.0,0.0,13.799555555555555,16.471169444444445,Saturday,Drizzle,65,16.2,14.8,0.0,44.9,77,8.852755555555555,14.877861111111113,2025-05,2025,5,spring,Saturday,Heavy Rain,False,False,True,0.8378005946754438,0.595028780645366,True,False
3609,2025-06-01,55,71,20.6,20.8,2.3,0.0,10.098219444444444,16.50433333333333,Sunday,Heavy Drizzle,3,14.5,11.5,0.0,0.0,57,11.252133333333331,14.897233333333334,2025-06,2025,6,summer,Sunday,Cloudy,False,False,True,0.6118526110987688,0.755316982795463,False,False
3615,2025-06-07,63,70,17.7,16.7,5.4,0.0,13.646755555555556,16.67435,Saturday,Rain,61,21.8,24.2,0.0,7.1,84,4.651752777777778,14.995666666666668,2025-06,2025,6,summer,Saturday,Light Rain,False,False,True,0.8184280380078117,0.31020646705344507,True,False
3616,2025-06-08,63,71,15.7,13.3,7.6,0.0,14.576033333333331,16.697441666666666,Sunday,Rain,53,19.3,19.9,0.0,1.7,82,7.524699999999999,15.0089,2025-06,2025,6,summer,Sunday,Drizzle,False,False,True,0.872950097644699,0.5013491994749781,True,False
3622,2025-06-14,0,42,23.0,21.0,0.0,0.0,15.412966666666668,16.800630555555554,Saturday,Sunny,53,18.1,17.5,0.0,5.1,72,0.0,15.067327777777775,2025-06,2025,6,summer,Saturday,Drizzle,False,True,True,0.9174040590738411,0.0,True,False
3623,2025-06-15,53,51,24.1,23.5,1.7,0.0,13.010391666666669,16.811555555555554,Sunday,Drizzle,55,16.6,16.7,0.0,4.4,81,1.7755055555555554,15.073380555555556,2025-06,2025,6,summer,Sunday,Heavy Drizzle,False,False,True,0.7738957661396925,0.11779080008042138,False,False
