,day,weather_code_berlin,humidity_berlin,temperature_berlin,feels_like_berlin,rain_berlin,snowfall_berlin,sunshine_hours_berlin,daylight_hours_berlin,day_of_week_berlin,weather_description_berlin,weather_code_brooklyn,temperature_brooklyn,feels_like_brooklyn,snowfall_brooklyn,rain_brooklyn,humidity_brooklyn,sunshine_hours_brooklyn,daylight_hours_brooklyn,month_year,year,month_num,season,day_of_week_brooklyn,weather_description_brooklyn,sunny_flag_brooklyn,sunny_flag_berlin,is_weekend,sun_ratio_berlin,sun_ratio_brooklyn,is_very_sunny_berlin,is_very_sunny_brooklyn,rain_day_berlin,rain_day_brooklyn
0,2015-07-15,3,71,18.3,17.6,0.0,0.0,11.526563888888887,16.363972222222223,Wednesday,Cloudy,61,23.8,26.8,0.0,1.8,83,1.9305555555555556,14.803808333333333,2015-07,2015,7,summer,Wednesday,Light Rain,False,False,False,0.7043866692242272,0.13040938602322863,False,False,False,True
1,2015-07-16,51,67,20.3,20.5,0.1,0.0,12.943116666666668,16.325991666666667,Thursday,Light Drizzle,3,21.4,21.0,0.0,0.0,55,13.793080555555555,14.781047222222222,2015-07,2015,7,summer,Thursday,Cloudy,False,False,False,0.7927920662297697,0.9331599005257671,False,True,False,False
2,2015-07-17,3,67,23.1,24.1,0.0,0.0,14.145763888888888,16.286949999999997,Friday,Cloudy,3,21.1,21.7,0.0,0.0,72,12.77148888888889,14.75761388888889,2015-07,2015,7,summer,Friday,Cloudy,False,False,False,0.8685336351427917,0.8654169288508511,True,True,False,False
3,2015-07-18,51,67,22.7,23.2,0.3,0.0,14.633294444444443,16.2469,Saturday,Light Drizzle,53,24.4,26.7,0.0,2.8,77,11.006913888888889,14.733536111111112,2015-07,2015,7,summer,Saturday,Drizzle,False,False,True,0.9006822498103911,0.7470653213106229,True,False,False,True
4,2015-07-19,63,80,18.7,18.9,11.3,0.0,7.333480555555555,16.205838888888888,Sunday,Rain,3,27.2,31.5,0.0,0.0,77,13.176894444444445,14.708763888888887,2015-07,2015,7,summer,Sunday,Cloudy,False,False,True,0.4525208849622444,0.8958532847480386,False,True,True,False
5,2015-07-20,2,61,19.3,17.6,0.0,0.0,14.5517,16.163408333333333,Monday,Partly Cloudy,51,28.7,32.5,0.0,0.2,68,13.443586111111111,14.683091666666666,2015-07,2015,7,summer,Monday,Light Drizzle,False,False,False,0.9002866041557861,0.915582795252211,True,True,False,False
6,2015-07-21,53,66,22.1,22.2,2.3,0.0,14.136161111111113,16.11959722222222,Tuesday,Drizzle,51,27.8,29.7,0.0,0.3,58,11.82520277777778,14.656544444444444,2015-07,2015,7,summer,Tuesday,Light Drizzle,False,False,False,0.876954983194197,0.8068206542545653,True,True,True,False
7,2015-07-22,53,66,23.2,24.3,1.1,0.0,11.194572222222222,16.074472222222223,Wednesday,Drizzle,3,24.7,23.3,0.0,0.0,45,13.652969444444444,14.629155555555556,2015-07,2015,7,summer,Wednesday,Cloudy,False,False,False,0.6964192707208289,0.9332711920791357,False,True,True,False
8,2015-07-23,63,67,20.4,20.0,15.9,0.0,11.441797222222222,16.02811111111111,Thursday,Rain,3,23.7,23.1,0.0,0.0,49,12.94705,14.600975,2015-07,2015,7,summer,Thursday,Cloudy,False,False,False,0.7138581173355147,0.8867250303490007,False,True,True,False
9,2015-07-24,3,66,19.4,19.0,0.0,0.0,12.808736111111113,15.980591666666664,Friday,Cloudy,3,23.7,23.8,0.0,0.0,51,13.050075,14.572033333333334,2015-07,2015,7,summer,Friday,Cloudy,False,False,False,0.8015182652985491,0.8955562138434123,True,True,False,False
10,2015-07-25,61,61,21.8,20.2,3.5,0.0,12.7499,15.931975,Saturday,Light Rain,3,23.8,24.6,0.0,0.0,60,13.572683333333334,14.542377777777777,2015-07,2015,7,summer,Saturday,Cloudy,False,False,True,0.8002711528231748,0.9333194021457596,True,True,True,False
11,2015-07-26,3,59,16.5,12.8,0.0,0.0,12.339838888888888,15.882341666666669,Sunday,Cloudy,3,25.8,26.8,0.0,0.0,61,13.33821111111111,14.512041666666669,2015-07,2015,7,summer,Sunday,Cloudy,False,False,True,0.7769533704710139,0.9191133416980342,False,True,False,False
12,2015-07-27,61,69,16.6,15.3,4.1,0.0,6.434033333333334,15.83175,Monday,Light Rain,63,23.9,26.4,0.0,18.3,79,10.942555555555554,14.481066666666663,2015-07,2015,7,summer,Monday,Rain,False,False,False,0.40640064006400645,0.7556456860145355,False,False,True,True
13,2015-07-28,3,67,17.5,15.0,0.0,0.0,14.0232,15.780269444444444,Tuesday,Cloudy,3,26.1,29.7,0.0,0.0,73,13.486497222222225,14.449486111111112,2015-07,2015,7,summer,Tuesday,Cloudy,False,False,False,0.888654027700203,0.9333548001995459,True,True,False,False
14,2015-07-29,51,58,16.9,13.7,0.4,0.0,13.630233333333331,15.727966666666669,Wednesday,Light Drizzle,3,27.5,30.4,0.0,0.0,65,13.456611111111112,14.417341666666667,2015-07,2015,7,summer,Wednesday,Cloudy,False,False,False,0.8666239967446521,0.9333628502557587,True,True,False,False
15,2015-07-30,51,57,16.1,11.8,0.1,0.0,10.327361111111111,15.674905555555556,Thursday,Light Drizzle,63,26.3,30.0,0.0,8.9,82,9.988144444444444,14.384666666666668,2015-07,2015,7,summer,Thursday,Rain,False,False,False,0.6588467837658423,0.6943605073303363,False,False,False,True
16,2015-07-31,3,61,15.2,12.4,0.0,0.0,10.901008333333332,15.621144444444443,Friday,Cloudy,3,25.9,27.4,0.0,0.0,61,13.395297222222222,14.3515,2015-07,2015,7,summer,Friday,Cloudy,False,False,False,0.6978367284229423,0.9333726246191842,False,True,False,False
17,2015-08-01,3,60,17.7,16.4,0.0,0.0,12.344236111111112,15.566744444444444,Saturday,Cloudy,51,25.9,26.3,0.0,0.7,54,13.363930555555555,14.31787222222222,2015-08,2015,8,summer,Saturday,Light Drizzle,False,False,True,0.7929876510252983,0.9333740620211648,False,True,False,False
18,2015-08-02,3,52,21.3,20.6,0.0,0.0,14.022047222222223,15.511766666666666,Sunday,Cloudy,3,24.7,25.6,0.0,0.0,57,12.72658888888889,14.283822222222224,2015-08,2015,8,summer,Sunday,Cloudy,False,False,True,0.9039619743864694,0.8909792274710161,True,True,False,False
19,2015-08-03,2,55,23.3,23.2,0.0,0.0,13.995591666666666,15.456258333333333,Monday,Partly Cloudy,3,26.5,27.2,0.0,0.0,56,12.86326388888889,14.249380555555554,2015-08,2015,8,summer,Monday,Cloudy,False,False,False,0.9054967486201652,0.9027244264224352,True,True,False,False
20,2015-08-04,3,48,26.3,25.8,0.0,0.0,13.654922222222222,15.400286111111113,Tuesday,Cloudy,55,26.7,28.0,0.0,1.2,59,13.213680555555555,14.214583333333334,2015-08,2015,8,summer,Tuesday,Heavy Drizzle,False,False,False,0.8866667881170316,0.9295862035272852,True,True,False,True
21,2015-08-05,3,61,22.2,22.2,0.0,0.0,12.03513888888889,15.343894444444445,Wednesday,Cloudy,3,25.4,25.4,0.0,0.0,52,12.729430555555554,14.179463888888888,2015-08,2015,8,summer,Wednesday,Cloudy,False,False,False,0.7843601200767153,0.8977370833836963,False,True,False,False
22,2015-08-06,3,59,25.2,26.0,0.0,0.0,13.83436111111111,15.287141666666669,Thursday,Cloudy,3,23.2,23.2,0.0,0.0,53,8.936319444444445,14.14405,2015-08,2015,8,summer,Thursday,Cloudy,False,False,False,0.9049671555851857,0.6318076819895606,True,False,False,False
23,2015-08-07,2,48,28.5,29.1,0.0,0.0,13.810083333333337,15.230075,Friday,Partly Cloudy,3,23.6,24.5,0.0,0.0,62,11.499791666666669,14.108375,2015-08,2015,8,summer,Friday,Cloudy,False,False,False,0.9067639741323229,0.8151039128649946,True,True,False,False
24,2015-08-08,51,57,26.5,27.1,0.4,0.0,13.785794444444443,15.172683333333334,Saturday,Light Drizzle,3,23.0,23.9,0.0,0.0,62,8.548291666666666,14.072377777777778,2015-08,2015,8,summer,Saturday,Cloudy,False,False,True,0.9085930379999435,0.6074518323524256,True,False,False,False
25,2015-08-09,3,60,22.6,22.0,0.0,0.0,13.761383333333336,15.11452777777778,Sunday,Cloudy,3,23.2,23.9,0.0,0.0,62,12.26606111111111,14.035791666666666,2015-08,2015,8,summer,Sunday,Cloudy,False,False,True,0.9104739185809091,0.8739130219666587,True,True,False,False
26,2015-08-10,2,57,24.6,24.7,0.0,0.0,13.73346388888889,15.055558333333334,Monday,Partly Cloudy,3,22.6,23.6,0.0,0.0,69,9.170602777777775,13.998633333333334,2015-08,2015,8,summer,Monday,Cloudy,False,False,False,0.9121856250580028,0.6551070064776162,True,False,False,False
27,2015-08-11,53,52,27.0,27.8,0.7,0.0,13.71173888888889,14.995838888888889,Tuesday,Drizzle,63,22.6,24.7,0.0,30.2,86,4.81945,13.960938888888888,2015-08,2015,8,summer,Tuesday,Rain,False,False,False,0.9143695788201988,0.34520959072714386,True,False,False,True
28,2015-08-12,3,66,23.6,23.8,0.0,0.0,12.677130555555555,14.93543611111111,Wednesday,Cloudy,3,23.1,23.7,0.0,0.0,68,12.908333333333331,13.92275,2015-08,2015,8,summer,Wednesday,Cloudy,False,False,False,0.8487954728100973,0.927139633573348,True,True,False,False
29,2015-08-13,3,59,23.5,22.7,0.0,0.0,13.432105555555555,14.874405555555557,Thursday,Cloudy,1,22.4,23.1,0.0,0.0,63,12.94855,13.884102777777777,2015-08,2015,8,summer,Thursday,Mainly Sunny,False,False,False,0.9030347804748873,0.9326169798112429,True,True,False,False
30,2015-08-14,2,45,27.3,25.8,0.0,0.0,13.62563888888889,14.812802777777776,Friday,Partly Cloudy,0,23.6,24.5,0.0,0.0,61,12.884586111111112,13.845033333333332,2015-08,2015,8,summer,Friday,Sunny,True,False,False,0.919855552882276,0.9306287533515831,True,True,False,False
31,2015-08-15,55,61,25.9,27.5,1.5,0.0,11.999777777777776,14.750694444444443,Saturday,Heavy Drizzle,1,25.4,27.2,0.0,0.0,62,12.517855555555554,13.805577777777778,2015-08,2015,8,summer,Saturday,Mainly Sunny,False,False,True,0.8135059554634904,0.9067244962181147,True,True,True,False
32,2015-08-16,61,78,23.5,25.9,4.8,0.0,10.39385,14.688125,Sunday,Light Rain,2,26.4,28.8,0.0,0.0,63,12.47868611111111,13.765769444444445,2015-08,2015,8,summer,Sunday,Partly Cloudy,False,False,True,0.7076362707969874,0.9065011702740109,False,True,True,False
33,2015-08-17,53,68,23.1,23.2,1.9,0.0,9.84548611111111,14.625158333333331,Monday,Drizzle,2,27.4,29.7,0.0,0.0,61,12.412322222222222,13.725644444444445,2015-08,2015,8,summer,Monday,Partly Cloudy,False,False,False,0.673188343450033,0.9043161705420835,False,True,True,False
34,2015-08-18,53,85,19.3,20.2,6.0,0.0,3.1601222222222223,14.56183888888889,Tuesday,Drizzle,51,26.4,28.8,0.0,0.3,67,12.134402777777778,13.685233333333333,2015-08,2015,8,summer,Tuesday,Light Drizzle,False,False,False,0.21701395313702368,0.8866785448386786,False,True,True,False
35,2015-08-19,3,74,19.9,20.4,0.0,0.0,12.949452777777775,14.498216666666668,Wednesday,Cloudy,51,25.2,27.9,0.0,0.1,76,12.223908333333334,13.644575,2015-08,2015,8,summer,Wednesday,Light Drizzle,False,False,False,0.8931755591396487,0.8958804750850308,True,True,False,False
36,2015-08-20,2,56,19.4,18.1,0.0,0.0,13.032163888888888,14.434347222222222,Thursday,Partly Cloudy,51,25.2,27.8,0.0,1.2,79,10.952311111111111,13.603694444444445,2015-08,2015,8,summer,Thursday,Light Drizzle,False,False,False,0.9028578631408687,0.8050982882509449,True,True,False,True
37,2015-08-21,3,49,19.5,17.8,0.0,0.0,12.756188888888888,14.370272222222225,Friday,Cloudy,53,25.3,28.0,0.0,2.5,74,11.383277777777778,13.562627777777776,2015-08,2015,8,summer,Friday,Drizzle,False,False,False,0.8876790009003925,0.8393121129836771,True,True,False,True
38,2015-08-22,3,47,20.1,18.0,0.0,0.0,11.160705555555555,14.306041666666667,Saturday,Cloudy,51,24.2,24.2,0.0,0.2,53,12.316955555555555,13.521402777777778,2015-08,2015,8,summer,Saturday,Light Drizzle,False,False,True,0.7801393156543224,0.9109229092560046,False,True,False,False
39,2015-08-23,2,50,19.8,17.5,0.0,0.0,12.776411111111113,14.241697222222223,Sunday,Partly Cloudy,51,23.0,25.0,0.0,1.1,75,10.2273,13.480055555555555,2015-08,2015,8,summer,Sunday,Light Drizzle,False,False,True,0.8971129572376576,0.7586986535663799,True,False,False,True
40,2015-08-24,55,63,21.5,20.6,3.3,0.0,7.9368944444444445,14.177286111111112,Monday,Heavy Drizzle,3,24.4,27.0,0.0,0.0,73,11.831705555555557,13.438608333333333,2015-08,2015,8,summer,Monday,Cloudy,False,False,False,0.5598317183021433,0.8804263999723848,False,True,True,False
41,2015-08-25,63,67,19.3,17.5,10.7,0.0,9.91743611111111,14.11284722222222,Tuesday,Rain,55,25.0,27.5,0.0,5.0,74,10.0,13.397094444444445,2015-08,2015,8,summer,Tuesday,Heavy Drizzle,False,False,False,0.7027239758887932,0.746430507112446,False,False,True,True
42,2015-08-26,51,59,20.4,19.1,0.2,0.0,12.2739,14.048427777777777,Wednesday,Light Drizzle,3,23.5,22.9,0.0,0.0,52,8.248536111111111,13.355541666666666,2015-08,2015,8,summer,Wednesday,Cloudy,False,False,False,0.8736849556514232,0.6176114991800117,True,False,False,False
43,2015-08-27,3,54,22.5,21.6,0.0,0.0,11.0,13.984063888888889,Thursday,Cloudy,3,22.5,21.9,0.0,0.0,55,7.094947222222222,13.313977777777778,2015-08,2015,8,summer,Thursday,Cloudy,False,False,False,0.7866096785169945,0.532894627033577,False,False,False,False
44,2015-08-28,61,76,18.2,17.9,7.2,0.0,4.452011111111111,13.919738888888888,Friday,Light Rain,3,21.9,22.2,0.0,0.0,59,10.399775,13.272336111111112,2015-08,2015,8,summer,Friday,Cloudy,False,False,False,0.3198343838665556,0.7835677843702052,False,False,True,False
45,2015-08-29,3,70,18.1,18.0,0.0,0.0,12.29993611111111,13.855008333333332,Saturday,Cloudy,3,23.1,23.8,0.0,0.0,62,8.97273888888889,13.230341666666668,2015-08,2015,8,summer,Saturday,Cloudy,False,False,True,0.8877610041936299,0.6781940417680488,True,False,False,False
46,2015-08-30,3,64,22.4,22.9,0.0,0.0,12.190311111111113,13.789805555555557,Sunday,Cloudy,3,25.3,26.7,0.0,0.0,62,11.689022222222222,13.187997222222222,2015-08,2015,8,summer,Sunday,Cloudy,False,False,True,0.8840089196326595,0.8863379348098303,True,True,False,False
47,2015-08-31,3,62,26.0,27.8,0.0,0.0,11.852777777777778,13.724177777777776,Monday,Cloudy,3,27.0,28.1,0.0,0.0,56,10.609063888888889,13.145338888888888,2015-08,2015,8,summer,Monday,Cloudy,False,False,False,0.8636421044450346,0.8070589871103445,True,True,False,False
48,2015-09-01,55,69,23.0,23.6,2.9,0.0,11.259236111111113,13.658175,Tuesday,Heavy Drizzle,3,25.7,27.9,0.0,0.0,65,12.009702777777775,13.10239722222222,2015-09,2015,9,autumn,Tuesday,Cloudy,False,False,False,0.8243587529894084,0.9166034714173382,True,True,True,False
49,2015-09-02,51,64,17.1,15.2,0.1,0.0,11.691752777777776,13.591838888888889,Wednesday,Light Drizzle,3,25.4,28.7,0.0,0.0,76,12.0,13.0592,2015-09,2015,9,autumn,Wednesday,Cloudy,False,False,False,0.8602038968645808,0.9188924283263905,True,True,False,False
50,2015-09-03,61,75,16.0,15.5,7.0,0.0,9.366405555555556,13.525213888888889,Thursday,Light Rain,63,26.2,29.3,0.0,6.3,70,11.816377777777776,13.015777777777778,2015-09,2015,9,autumn,Thursday,Rain,False,False,False,0.6925144128959144,0.9078503013436682,False,True,True,True
51,2015-09-04,53,78,15.1,14.2,2.0,0.0,11.0,13.458344444444444,Friday,Drizzle,51,24.5,27.1,0.0,0.9,79,11.81354722222222,12.97216388888889,2015-09,2015,9,autumn,Friday,Light Drizzle,False,False,False,0.817336786512457,0.9106843949405339,True,True,True,False
52,2015-09-05,61,70,14.3,11.0,2.8,0.0,9.751227777777776,13.391269444444443,Saturday,Light Rain,3,22.0,22.5,0.0,0.0,67,11.920941666666666,12.928383333333333,2015-09,2015,9,autumn,Saturday,Cloudy,False,False,True,0.7281779982272861,0.9220752014624154,False,True,True,False
53,2015-09-06,61,79,12.9,9.2,6.3,0.0,4.615833333333334,13.324033333333333,Sunday,Light Rain,3,22.0,23.1,0.0,0.0,68,11.893661111111111,12.88446111111111,2015-09,2015,9,autumn,Sunday,Cloudy,False,False,True,0.3464291343211891,0.9231011688066979,False,True,True,False
54,2015-09-07,3,68,13.7,10.9,0.0,0.0,12.0,13.256675,Monday,Cloudy,3,24.7,25.8,0.0,0.0,64,11.866244444444446,12.840430555555557,2015-09,2015,9,autumn,Monday,Cloudy,False,False,False,0.9052043593133271,0.9241313516010086,True,True,False,False
55,2015-09-08,51,69,13.9,11.6,0.1,0.0,11.38618611111111,13.189230555555556,Tuesday,Light Drizzle,3,27.3,29.0,0.0,0.0,61,11.838719444444443,12.796319444444444,2015-09,2015,9,autumn,Tuesday,Cloudy,False,False,False,0.8632941901462956,0.9251659819718125,True,True,False,False
56,2015-09-09,51,75,13.3,11.4,1.3,0.0,11.148941666666667,13.121744444444444,Wednesday,Light Drizzle,51,26.4,29.4,0.0,0.4,75,11.0,12.752152777777775,2015-09,2015,9,autumn,Wednesday,Light Drizzle,False,False,False,0.8496539247406977,0.8625994521622168,True,True,True,False
57,2015-09-10,53,81,13.6,11.9,3.3,0.0,11.230322222222224,13.054252777777776,Thursday,Drizzle,63,23.0,26.2,0.0,37.7,90,1.2534555555555555,12.707958333333334,2015-09,2015,9,autumn,Thursday,Rain,False,False,False,0.8602807386524317,0.09863547886112486,True,False,True,True
58,2015-09-11,55,81,14.6,13.1,3.5,0.0,6.77305,12.986791666666663,Friday,Heavy Drizzle,55,21.6,22.7,0.0,4.8,79,8.61491388888889,12.66376111111111,2015-09,2015,9,autumn,Friday,Heavy Drizzle,False,False,False,0.5215337378041152,0.6802808275757992,False,False,True,True
59,2015-09-12,51,77,16.2,15.1,0.3,0.0,11.811850000000002,12.9194,Saturday,Light Drizzle,63,21.3,23.1,0.0,10.8,86,7.819358333333333,12.619586111111111,2015-09,2015,9,autumn,Saturday,Rain,False,False,True,0.9142723346285433,0.6196208230988381,True,False,False,True
60,2015-09-13,51,70,18.7,17.5,1.0,0.0,10.082769444444445,12.85211111111111,Sunday,Light Drizzle,55,19.9,20.9,0.0,2.4,84,4.504208333333334,12.575466666666667,2015-09,2015,9,autumn,Sunday,Heavy Drizzle,False,False,True,0.7845224303832489,0.35817424933203273,False,False,True,True
61,2015-09-14,53,75,18.5,17.6,3.0,0.0,6.195088888888889,12.784966666666666,Monday,Drizzle,3,18.0,15.9,0.0,0.0,62,11.645722222222222,12.531419444444444,2015-09,2015,9,autumn,Monday,Cloudy,False,False,False,0.4845604255692667,0.9293218756144279,False,True,True,False
62,2015-09-15,51,64,16.7,14.4,0.4,0.0,8.732058333333333,12.717997222222223,Tuesday,Light Drizzle,2,19.7,19.7,0.0,0.0,67,11.602183333333333,12.487477777777777,2015-09,2015,9,autumn,Tuesday,Partly Cloudy,False,False,False,0.6865906778211716,0.9291054238334758,False,True,False,False
63,2015-09-16,3,72,17.2,16.0,0.0,0.0,6.665222222222222,12.651244444444446,Wednesday,Cloudy,3,21.4,22.8,0.0,0.0,73,11.558716666666664,12.44366388888889,2015-09,2015,9,autumn,Wednesday,Cloudy,False,False,False,0.5268432091002027,0.9288837090004972,False,True,False,False
64,2015-09-17,61,75,18.9,18.0,6.8,0.0,7.835416666666666,12.584683333333334,Thursday,Light Rain,3,22.4,23.6,0.0,0.0,68,11.515144444444443,12.399905555555556,2015-09,2015,9,autumn,Thursday,Cloudy,False,False,False,0.622615322064785,0.9286477540375531,False,True,True,False
65,2015-09-18,3,72,15.9,14.0,0.0,0.0,10.446866666666669,12.517866666666666,Friday,Cloudy,0,21.7,22.7,0.0,0.0,68,11.471269444444443,12.355927777777778,2015-09,2015,9,autumn,Friday,Sunny,True,False,False,0.8345564739465725,0.9284021119867342,True,True,False,False
66,2015-09-19,61,81,14.9,14.1,2.4,0.0,10.626780555555555,12.450722222222222,Saturday,Light Rain,2,21.6,23.1,0.0,0.0,78,11.37163611111111,12.311725,2015-09,2015,9,autumn,Saturday,Partly Cloudy,False,False,True,0.8535071593347999,0.9236427966926739,True,True,True,False
67,2015-09-20,51,85,12.9,10.9,0.6,0.0,8.323333333333334,12.383291666666668,Sunday,Light Drizzle,2,20.9,20.2,0.0,0.0,65,11.382708333333332,12.267330555555557,2015-09,2015,9,autumn,Sunday,Partly Cloudy,False,False,True,0.6721422346643158,0.9278879607738619,False,True,False,False
68,2015-09-21,3,76,13.1,11.1,0.0,0.0,8.304180555555556,12.315616666666669,Monday,Cloudy,51,17.4,15.4,0.0,0.1,56,9.183283333333334,12.222772222222224,2015-09,2015,9,autumn,Monday,Light Drizzle,False,False,False,0.6742805318089814,0.7513257357964346,False,False,False,False
69,2015-09-22,53,68,15.6,13.5,0.6,0.0,6.805791666666666,12.247733333333333,Tuesday,Drizzle,3,18.3,17.2,0.0,0.0,65,5.79195,12.178077777777778,2015-09,2015,9,autumn,Tuesday,Cloudy,False,False,False,0.5556776491976746,0.47560461557972566,False,False,False,False
70,2015-09-23,51,81,13.6,12.4,1.3,0.0,3.0321805555555557,12.179683333333331,Wednesday,Light Drizzle,3,18.9,18.4,0.0,0.0,65,11.248247222222222,12.133277777777778,2015-09,2015,9,autumn,Wednesday,Cloudy,False,False,False,0.24895397298689123,0.9270575872600149,False,True,True,False
71,2015-09-24,3,76,13.4,11.6,0.0,0.0,9.442241666666666,12.111502777777778,Thursday,Cloudy,3,19.7,19.2,0.0,0.0,64,11.084344444444444,12.088391666666666,2015-09,2015,9,autumn,Thursday,Cloudy,False,False,False,0.7796094208879941,0.916941206910854,False,True,False,False
72,2015-09-25,3,74,14.1,12.8,0.0,0.0,10.244619444444444,12.043233333333331,Friday,Cloudy,3,18.9,18.2,0.0,0.0,67,10.245894444444446,12.043452777777778,2015-09,2015,9,autumn,Friday,Cloudy,False,False,False,0.8506535712539361,0.8507439380963793,True,True,False,False
73,2015-09-26,3,73,13.1,11.3,0.0,0.0,9.94177222222222,11.974911111111112,Saturday,Cloudy,3,17.4,16.0,0.0,0.0,67,9.287808333333334,11.998491666666666,2015-09,2015,9,autumn,Saturday,Cloudy,False,False,True,0.8302167865778635,0.7740813254999415,True,False,False,False
74,2015-09-27,3,75,11.8,9.9,0.0,0.0,9.856458333333334,11.90657777777778,Sunday,Cloudy,3,17.3,16.7,0.0,0.0,73,6.734594444444444,11.953527777777778,2015-09,2015,9,autumn,Sunday,Cloudy,False,False,True,0.8278162304309848,0.5633980670513353,True,False,False,False
75,2015-09-28,3,76,12.0,10.0,0.0,0.0,10.28846388888889,11.83826388888889,Monday,Cloudy,51,20.1,21.7,0.0,0.1,84,9.38751388888889,11.908591666666666,2015-09,2015,9,autumn,Monday,Light Drizzle,False,False,False,0.8690855336098222,0.7882975713379673,True,False,False,False
76,2015-09-29,2,77,11.8,9.5,0.0,0.0,10.088747222222224,11.770016666666669,Tuesday,Partly Cloudy,63,21.5,24.4,0.0,6.6,91,3.834513888888889,11.863711111111112,2015-09,2015,9,autumn,Tuesday,Rain,False,False,False,0.8571565791231298,0.3232136936727687,True,False,False,True
77,2015-09-30,3,76,11.4,9.3,0.0,0.0,9.347475,11.701875,Wednesday,Cloudy,63,20.9,21.7,0.0,23.7,87,4.365419444444444,11.818913888888888,2015-09,2015,9,autumn,Wednesday,Rain,False,False,False,0.7988014741227367,0.36935876557561104,False,False,False,True
78,2015-10-01,3,67,10.7,8.5,0.0,0.0,10.118772222222224,11.633869444444445,Thursday,Cloudy,51,14.8,12.0,0.0,1.3,72,0.0,11.774227777777778,2015-10,2015,10,autumn,Thursday,Light Drizzle,False,False,False,0.8697684180265811,0.0,True,False,False,True
79,2015-10-02,2,67,11.4,9.4,0.0,0.0,10.111425,11.566047222222222,Friday,Partly Cloudy,61,10.9,7.4,0.0,27.2,87,0.0,11.729683333333334,2015-10,2015,10,autumn,Friday,Light Rain,False,False,False,0.8742334183603013,0.0,True,False,False,True
80,2015-10-03,3,72,11.6,9.5,0.0,0.0,10.106538888888888,11.498444444444443,Saturday,Cloudy,53,11.1,7.0,0.0,2.2,82,0.0,11.685302777777776,2015-10,2015,10,autumn,Saturday,Drizzle,False,False,True,0.87894836016466,0.0,True,False,False,True
81,2015-10-04,3,77,13.6,12.1,0.0,0.0,9.406022222222225,11.4311,Sunday,Cloudy,51,13.1,9.9,0.0,0.1,70,7.123258333333333,11.641116666666663,2015-10,2015,10,autumn,Sunday,Light Drizzle,False,False,True,0.8228448900125294,0.6119050721079164,True,False,False,False
82,2015-10-05,3,80,13.2,12.1,0.0,0.0,10.012980555555556,11.364058333333334,Monday,Cloudy,3,13.4,11.4,0.0,0.0,74,9.401955555555556,11.597152777777778,2015-10,2015,10,autumn,Monday,Cloudy,False,False,False,0.8811095703535097,0.810712399475446,True,True,False,False
83,2015-10-06,3,77,14.4,12.0,0.0,0.0,2.2514666666666665,11.297361111111112,Tuesday,Cloudy,3,14.7,13.9,0.0,0.0,74,10.604033333333332,11.553444444444445,2015-10,2015,10,autumn,Tuesday,Cloudy,False,False,False,0.19929137827172025,0.9178244102287917,False,True,False,False
84,2015-10-07,55,79,13.8,11.2,5.6,0.0,0.0295194444444444,11.230983333333334,Wednesday,Heavy Drizzle,3,16.2,15.6,0.0,0.0,76,10.274830555555557,11.50991111111111,2015-10,2015,10,autumn,Wednesday,Cloudy,False,False,False,0.00262839357590633,0.8926941708208965,False,True,True,False
85,2015-10-08,55,88,8.7,6.5,15.0,0.0,0.0,11.164444444444444,Thursday,Heavy Drizzle,3,15.5,15.1,0.0,0.0,79,8.109836111111111,11.46625,2015-10,2015,10,autumn,Thursday,Cloudy,False,False,False,0.0,0.7072788497644051,False,False,True,False
86,2015-10-09,53,72,8.6,5.6,4.9,0.0,8.462344444444444,11.097661111111112,Friday,Drizzle,63,18.4,18.6,0.0,6.9,83,9.940966666666668,11.422461111111112,2015-10,2015,10,autumn,Friday,Rain,False,False,False,0.7625340474644556,0.8702998915878706,False,True,True,True
87,2015-10-10,2,53,6.7,2.1,0.0,0.0,9.834013888888888,11.030680555555556,Saturday,Partly Cloudy,3,13.3,11.0,0.0,0.0,65,10.481383333333332,11.378580555555557,2015-10,2015,10,autumn,Saturday,Cloudy,False,False,True,0.8915147020494605,0.9211503387578365,True,True,False,False
88,2015-10-11,0,56,5.3,0.3,0.0,0.0,9.794602777777778,10.96354722222222,Sunday,Sunny,3,13.2,11.4,0.0,0.0,72,10.436005555555557,11.334638888888888,2015-10,2015,10,autumn,Sunday,Cloudy,False,True,True,0.8933789930621098,0.9207179565099121,True,True,False,False
89,2015-10-12,3,66,4.2,-0.2,0.0,0.0,9.75515,10.896308333333334,Monday,Cloudy,0,15.1,14.2,0.0,0.0,76,10.390530555555555,11.290663888888888,2015-10,2015,10,autumn,Monday,Sunny,True,False,False,0.8952711048160806,0.9202763148215624,True,True,False,False
90,2015-10-13,3,77,4.3,0.9,0.0,0.0,0.0110388888888888,10.829005555555556,Tuesday,Cloudy,3,16.8,16.5,0.0,0.0,80,9.336122222222222,11.246694444444444,2015-10,2015,10,autumn,Tuesday,Cloudy,False,False,False,0.0010193815888501017,0.830121443090686,False,True,False,False
91,2015-10-14,61,89,5.3,1.8,11.2,0.0,0.0,10.76168611111111,Wednesday,Light Rain,3,15.2,13.5,0.0,0.0,72,7.4240305555555555,11.202758333333334,2015-10,2015,10,autumn,Wednesday,Cloudy,False,False,False,0.0,0.6626966622555507,False,False,True,False
