year,temperature_berlin,temperature_brooklyn,ref_berlin,ref_brooklyn,climate_change_brooklyn,climate_change_berlin,color_berlin,color_brooklyn
1986,8.513150684931507,11.575890410958904,8.846938917583651,11.148830151957482,0.4270602590014221,-0.33378823265214486,#c6dbef,#fdd0a2
1987,7.699452054794521,11.236986301369862,8.846938917583651,11.148830151957482,0.08815614941238081,-1.1474868627891306,#4292c6,#fdd0a2
1988,9.784426229508195,11.18551912568306,8.846938917583651,11.148830151957482,0.03668897372557822,0.9374873119245439,#f16913,#fdd0a2
1989,10.54082191780822,11.068767123287673,8.846938917583651,11.148830151957482,-0.08006302866980874,1.6938830002245684,#a63603,#c6dbef
1990,10.326301369863014,12.50876712328767,8.846938917583651,11.148830151957482,1.359936971330189,1.4793624522793625,#d94801,#d94801
1991,9.210684931506847,12.735068493150685,8.846938917583651,11.148830151957482,1.5862383411932033,0.36374601392319583,#fdd0a2,#a63603
1992,10.175409836065572,10.896448087431692,8.846938917583651,11.148830151957482,-0.25238206452578993,1.328470918481921,#d94801,#c6dbef
1993,8.936438356164384,11.529041095890411,8.846938917583651,11.148830151957482,0.38021094393293,0.08949943858073262,#fdd0a2,#fdd0a2
1994,10.114246575342465,11.30301369863014,8.846938917583651,11.148830151957482,0.15418354667265888,1.2673076577588134,#d94801,#fdd0a2
1995,9.401643835616438,11.53068493150685,8.846938917583651,11.148830151957482,0.38185477954936786,0.5547049180327868,#f16913,#fdd0a2
1996,7.504644808743169,10.743715846994537,8.846938917583651,11.148830151957482,-0.40511430496294487,-1.3422941088404823,#4292c6,#c6dbef
1997,9.206575342465754,11.281917808219175,8.846938917583651,11.148830151957482,0.1330876562616936,0.3596364248821029,#fdd0a2,#fdd0a2
1998,9.56,12.773150684931506,8.846938917583651,11.148830151957482,1.624320532974025,0.713061082416349,#f16913,#a63603
1999,10.262191780821915,12.26109589041096,8.846938917583651,11.148830151957482,1.1122657384534786,1.4152528632382637,#d94801,#d94801
2000,10.525409836065574,10.942349726775957,8.846938917583651,11.148830151957482,-0.20648042518152465,1.6784709184819224,#a63603,#c6dbef
2001,9.292054794520547,12.004931506849315,8.846938917583651,11.148830151957482,0.8561013548918339,0.4451158769368959,#fdd0a2,#f16913
2002,9.842739726027396,12.473150684931506,8.846938917583651,11.148830151957482,1.3243205329740242,0.9958008084437449,#f16913,#d94801
2003,9.886027397260277,10.556438356164383,8.846938917583651,11.148830151957482,-0.5923917957930982,1.039088479676625,#d94801,#6baed6
2004,9.676502732240436,11.233333333333333,8.846938917583651,11.148830151957482,0.084503181375851,0.829563814656785,#f16913,#fdd0a2
2005,9.60082191780822,11.595616438356164,8.846938917583651,11.148830151957482,0.446786286398682,0.7538830002245689,#f16913,#fdd0a2
2006,10.335068493150686,12.565753424657537,8.846938917583651,11.148830151957482,1.4169232727000551,1.4881295755670347,#d94801,#d94801
2007,10.59917808219178,12.004931506849315,8.846938917583651,11.148830151957482,0.8561013548918339,1.7522391646081292,#a63603,#f16913
2008,10.45464480874317,12.056830601092896,8.846938917583651,11.148830151957482,0.9080004491354146,1.6077058911595188,#a63603,#f16913
2009,9.758356164383562,11.226027397260276,8.846938917583651,11.148830151957482,0.07719724530279493,0.9114172467999104,#f16913,#fdd0a2
2010,8.172054794520548,12.53041095890411,8.846938917583651,11.148830151957482,1.3815808069466282,-0.6748841230631033,#6baed6,#d94801
2011,10.19095890410959,12.32109589041096,8.846938917583651,11.148830151957482,1.1722657384534791,1.3440199865259377,#d94801,#d94801
2012,9.637158469945357,13.166666666666666,8.846938917583651,11.148830151957482,2.0178365147091846,0.7902195523617053,#f16913,#843c03
2013,9.328493150684931,11.727397260273971,8.846938917583651,11.148830151957482,0.5785671083164896,0.48155423310127965,#fdd0a2,#f16913
2014,11.03041095890411,10.92986301369863,8.846938917583651,11.148830151957482,-0.21896713825885072,2.1834720413204582,#843c03,#c6dbef
2015,10.775342465753424,11.886575342465754,8.846938917583651,11.148830151957482,0.7377451905082726,1.928403548169772,#a63603,#f16913
2016,10.40928961748634,12.638524590163934,8.846938917583651,11.148830151957482,1.4896944382064525,1.562350699902689,#a63603,#d94801
2017,9.974794520547944,12.403287671232876,8.846938917583651,11.148830151957482,1.2544575192753946,1.127855602964292,#d94801,#d94801
2018,11.191232876712329,12.12054794520548,8.846938917583651,11.148830151957482,0.9717177932479988,2.3442939591286773,#843c03,#f16913
2019,11.46027397260274,12.127123287671232,8.846938917583651,11.148830151957482,0.9782931357137503,2.613335055019089,#662506,#f16913
2020,11.278415300546447,12.958196721311475,8.846938917583651,11.148830151957482,1.809366569353994,2.4314763829627957,#843c03,#a63603
2021,9.795342465753423,12.764383561643836,8.846938917583651,11.148830151957482,1.6155534096863544,0.9484035481697717,#f16913,#a63603
2022,10.99945205479452,12.502739726027396,8.846938917583651,11.148830151957482,1.353909574069915,2.1525131372108692,#843c03,#d94801
2023,11.147397260273973,12.916986301369862,8.846938917583651,11.148830151957482,1.7681561494123805,2.3004583426903213,#843c03,#a63603
2024,11.75464480874317,12.941256830601093,8.846938917583651,11.148830151957482,1.7924266786436114,2.9077058911595177,#662506,#a63603
