,day,weather_code_berlin,humidity_berlin,temperature_berlin,feels_like_berlin,rain_berlin,snowfall_berlin,sunshine_hours_berlin,daylight_hours_berlin,day_of_week_berlin,weather_description_berlin,weather_code_brooklyn,humidity_brooklyn,temperature_brooklyn,feels_like_brooklyn,rain_brooklyn,snowfall_brooklyn,sunshine_hours_brooklyn,daylight_hours_brooklyn,month_year,year,month_num,season,day_of_week_brooklyn,weather_description_brooklyn,sunny_flag_brooklyn,sunny_flag_berlin,is_weekend,sun_ratio_berlin,sun_ratio_brooklyn,is_very_sunny_berlin,is_very_sunny_brooklyn,rain_day_berlin,rain_day_brooklyn
1623,2019-12-24,61,91,5.6,2.3,3.1,0.0,4.966161111111111,7.648427777777778,Tuesday,Light Rain,71,88,-11.9,-16.0,0.0,0.42,4.4475388888888885,9.25936111111111,2019-12,2019,12,winter,Tuesday,Light Snow,False,False,False,0.649304831711964,0.4803289163819198,False,False,True,False
1624,2019-12-25,51,94,5.2,2.0,0.7,0.0,0.0701861111111111,7.653524999999999,Wednesday,Light Drizzle,0,59,-14.0,-19.0,0.0,0.0,8.102666666666666,9.262677777777778,2019-12,2019,12,winter,Wednesday,Sunny,True,False,False,0.009170429457160081,0.8747650367484323,False,True,False,False
1625,2019-12-26,51,94,4.0,0.4,1.0,0.0,1.2323055555555555,7.6606805555555555,Thursday,Light Drizzle,3,25,-11.5,-17.0,0.0,0.0,8.118786111111111,9.267211111111113,2019-12,2019,12,winter,Thursday,Cloudy,False,False,False,0.16086110713256183,0.8760765254799178,False,True,True,False
1626,2019-12-27,51,92,3.0,-0.4,0.4,0.0,1.955738888888889,7.669872222222223,Friday,Light Drizzle,3,25,-9.4,-14.2,0.0,0.0,8.049952777777778,9.272947222222223,2019-12,2019,12,winter,Friday,Cloudy,False,False,False,0.2549897615272455,0.8681115706650857,False,True,False,False
1627,2019-12-28,3,84,0.2,-3.5,0.0,0.0,5.815872222222222,7.681061111111111,Saturday,Cloudy,73,38,-7.8,-12.6,0.0,0.7,7.293363888888889,9.279861111111112,2019-12,2019,12,winter,Saturday,Snow,False,False,True,0.7571704140993251,0.7859345955249569,False,False,False,False
1628,2019-12-29,3,81,-0.9,-4.9,0.0,0.0,5.954502777777778,7.694202777777778,Sunday,Cloudy,3,59,-7.3,-11.2,0.0,0.0,2.9987083333333335,9.287930555555556,2019-12,2019,12,winter,Sunday,Cloudy,False,False,True,0.773894703552061,0.322860761651546,False,False,False,False
1629,2019-12-30,3,50,3.6,-1.6,0.0,0.0,4.340163888888889,7.709252777777778,Monday,Cloudy,71,80,-8.5,-12.2,0.0,1.12,4.60976388888889,9.297130555555556,2019-12,2019,12,winter,Monday,Light Snow,False,False,False,0.5629811363041021,0.4958265199507495,False,False,False,False
1630,2019-12-31,51,73,5.3,0.4,0.6,0.0,5.497294444444444,7.726166666666667,Tuesday,Light Drizzle,71,83,-11.5,-15.6,0.0,0.35,6.739066666666666,9.307441666666668,2019-12,2019,12,winter,Tuesday,Light Snow,False,False,False,0.7115164196705279,0.7240514534516734,False,False,False,False
1631,2020-01-01,2,92,1.1,-2.4,0.0,0.0,6.147258333333333,7.7449,Wednesday,Partly Cloudy,3,49,-13.8,-19.0,0.0,0.0,8.171752777777778,9.318830555555556,2020-01,2020,1,winter,Wednesday,Cloudy,False,False,False,0.7937169406103801,0.8769075399601584,False,True,False,False
1632,2020-01-02,1,79,-0.5,-4.6,0.0,0.0,6.277369444444444,7.765405555555556,Thursday,Mainly Sunny,71,47,-12.1,-17.1,0.0,0.14,7.68885,9.331280555555557,2020-01,2020,1,winter,Thursday,Light Snow,False,False,False,0.8083762527964126,0.8239865851447684,True,True,False,False
1633,2020-01-03,53,88,4.1,-0.5,3.2,0.0,0.0,7.787636111111111,Friday,Drizzle,71,74,-12.3,-16.3,0.0,0.77,6.065772222222222,9.34476388888889,2020-01,2020,1,winter,Friday,Light Snow,False,False,False,0.0,0.6491092010826026,False,False,True,False
1634,2020-01-04,61,88,4.0,-1.4,4.5,0.0,0.0,7.811541666666667,Saturday,Light Rain,71,68,-13.7,-18.2,0.0,0.84,2.6350333333333333,9.359255555555556,2020-01,2020,1,winter,Saturday,Light Snow,False,False,True,0.0,0.28154304770203703,False,False,True,False
1635,2020-01-05,3,87,1.1,-3.0,0.0,0.0,6.3061638888888885,7.837077777777778,Sunday,Cloudy,71,49,-13.7,-18.9,0.0,0.21,8.084397222222222,9.374733333333332,2020-01,2020,1,winter,Sunday,Light Snow,False,False,True,0.8046575608538896,0.8623602330614443,True,True,False,False
1636,2020-01-06,3,87,3.7,0.1,0.0,0.0,0.0,7.864191666666667,Monday,Cloudy,71,67,-13.2,-17.4,0.0,0.28,6.611372222222222,9.39116388888889,2020-01,2020,1,winter,Monday,Light Snow,False,False,False,0.0,0.7039992380544476,False,False,False,False
1637,2020-01-07,3,92,2.3,-1.3,0.0,0.0,1.0,7.892833333333334,Tuesday,Cloudy,71,84,-14.9,-19.0,0.0,0.07,8.173808333333334,9.408530555555556,2020-01,2020,1,winter,Tuesday,Light Snow,False,False,False,0.12669721477289522,0.868765668035893,False,True,False,False
1638,2020-01-08,53,88,5.7,1.5,1.7,0.0,0.0,7.922955555555555,Wednesday,Drizzle,3,72,-16.3,-20.8,0.0,0.0,8.207461111111112,9.4268,2020-01,2020,1,winter,Wednesday,Cloudy,False,False,False,0.0,0.8706518766825553,False,True,True,False
1639,2020-01-09,53,94,7.8,4.9,6.1,0.0,0.0,7.954508333333333,Thursday,Drizzle,71,70,-14.7,-19.5,0.0,0.84,1.6125,9.445947222222223,2020-01,2020,1,winter,Thursday,Light Snow,False,False,False,0.0,0.1707081314414383,False,False,True,False
1640,2020-01-10,51,88,9.1,5.7,3.2,0.0,3.4999833333333337,7.987441666666667,Friday,Light Drizzle,71,55,-9.8,-14.1,0.1,0.56,6.540280555555555,9.465952777777778,2020-01,2020,1,winter,Friday,Light Snow,False,False,False,0.4381857770479284,0.6909268099149496,False,False,True,False
1641,2020-01-11,3,79,4.9,0.6,0.0,0.0,4.175163888888889,8.021708333333335,Saturday,Cloudy,3,60,-8.3,-12.8,0.0,0.0,5.304019444444445,9.486783333333332,2020-01,2020,1,winter,Saturday,Cloudy,False,False,True,0.5204831334417197,0.5590956658415422,False,False,False,False
1642,2020-01-12,51,78,3.2,-1.8,0.2,0.0,6.554936111111111,8.057258333333333,Sunday,Light Drizzle,73,73,-6.8,-10.7,0.0,1.75,4.096505555555556,9.508416666666667,2020-01,2020,1,winter,Sunday,Snow,False,False,True,0.8135442404760649,0.43082941136945924,True,False,False,False
1643,2020-01-13,51,85,5.7,1.9,0.4,0.0,3.5472,8.094041666666666,Monday,Light Drizzle,73,89,-10.4,-14.0,0.0,2.03,0.0,9.530825,2020-01,2020,1,winter,Monday,Snow,False,False,False,0.43824829993256365,0.0,False,False,False,False
1644,2020-01-14,51,74,7.2,2.6,0.1,0.0,2.163108333333333,8.132066666666667,Tuesday,Light Drizzle,3,81,-13.1,-17.2,0.0,0.0,7.189069444444445,9.554072222222224,2020-01,2020,1,winter,Tuesday,Cloudy,False,False,False,0.2659973684426263,0.7524612832340833,False,False,False,False
1645,2020-01-15,3,60,10.2,5.4,0.0,0.0,6.640913888888889,8.17175,Wednesday,Cloudy,71,84,-14.0,-18.2,0.0,0.35,8.0,9.578397222222224,2020-01,2020,1,winter,Wednesday,Light Snow,False,False,False,0.8126672853292,0.8352128038122824,True,True,False,False
1646,2020-01-16,3,83,6.7,3.5,0.0,0.0,6.7432083333333335,8.213111111111111,Thursday,Cloudy,73,81,-14.1,-18.2,0.1,1.75,5.269083333333334,9.603775,2020-01,2020,1,winter,Thursday,Snow,False,False,False,0.8210297221245164,0.5486471031790451,True,False,False,False
1647,2020-01-17,2,86,4.1,0.3,0.0,0.0,6.7823472222222225,8.256058333333334,Friday,Partly Cloudy,0,50,-17.4,-22.6,0.0,0.0,8.560766666666666,9.63015277777778,2020-01,2020,1,winter,Friday,Sunny,True,False,False,0.8214994308893032,0.8889543981504847,True,True,False,False
1648,2020-01-18,51,82,5.4,1.3,0.4,0.0,4.22035,8.300502777777778,Saturday,Light Drizzle,0,49,-18.0,-23.4,0.0,0.0,8.582775,9.657480555555557,2020-01,2020,1,winter,Saturday,Sunny,True,False,True,0.5084451042289606,0.8887178131632558,False,True,False,False
1649,2020-01-19,51,88,3.4,0.1,0.4,0.0,4.164908333333333,8.346355555555556,Sunday,Light Drizzle,71,32,-13.0,-17.7,0.0,0.14,8.393397222222221,9.685708333333334,2020-01,2020,1,winter,Sunday,Light Snow,False,False,True,0.4990092149334639,0.8665754670039332,False,True,False,False
1650,2020-01-20,3,93,2.1,-1.3,0.0,0.0,4.061272222222223,8.393525,Monday,Cloudy,3,55,-12.4,-16.8,0.0,0.0,7.597972222222222,9.714788888888888,2020-01,2020,1,winter,Monday,Cloudy,False,False,False,0.48385776205136966,0.7821036884200606,False,False,False,False
1651,2020-01-21,2,83,2.1,-2.4,0.0,0.0,7.011886111111111,8.441927777777778,Tuesday,Partly Cloudy,71,57,-12.7,-17.0,0.0,0.14,8.441688888888889,9.744672222222222,2020-01,2020,1,winter,Tuesday,Light Snow,False,False,False,0.8306024756062168,0.8662876181343537,True,True,False,False
1652,2020-01-22,51,90,3.3,-0.9,0.2,0.0,0.0,8.491483333333333,Wednesday,Light Drizzle,71,76,-14.7,-18.9,0.0,0.21,3.639819444444445,9.775311111111112,2020-01,2020,1,winter,Wednesday,Light Snow,False,False,False,0.0,0.3723481946581979,False,False,False,False
1653,2020-01-23,3,90,2.4,-0.8,0.0,0.0,5.515022222222223,8.542105555555557,Thursday,Cloudy,3,48,-14.8,-20.0,0.0,0.0,8.66853888888889,9.806655555555556,2020-01,2020,1,winter,Thursday,Cloudy,False,False,False,0.645627964481825,0.8839444640204668,False,True,False,False
1654,2020-01-24,3,91,0.2,-3.5,0.0,0.0,7.234825,8.593713888888889,Friday,Cloudy,75,70,-10.3,-14.5,0.0,4.06,1.8986333333333336,9.838666666666668,2020-01,2020,1,winter,Friday,Heavy Snow,False,False,False,0.8418740830264498,0.19297669060848352,True,False,False,False
1655,2020-01-25,3,91,0.8,-2.9,0.0,0.0,0.2626833333333333,8.646230555555556,Saturday,Cloudy,71,68,-10.3,-14.4,0.0,0.35,8.71225,9.87128888888889,2020-01,2020,1,winter,Saturday,Light Snow,False,False,True,0.03038125477287308,0.8825848476389437,False,True,False,False
1656,2020-01-26,51,90,0.2,-3.3,0.1,0.0,1.1003833333333333,8.699580555555556,Sunday,Light Drizzle,71,80,-14.6,-18.9,0.0,0.21,6.055413888888889,9.904483333333332,2020-01,2020,1,winter,Sunday,Light Snow,False,False,True,0.1264869411009279,0.6113810973369525,False,False,False,False
1657,2020-01-27,51,88,4.4,0.7,0.4,0.0,6.882175,8.753686111111112,Monday,Light Drizzle,71,68,-11.9,-16.1,0.0,1.05,8.7673,9.938202777777777,2020-01,2020,1,winter,Monday,Light Snow,False,False,False,0.7862030820666976,0.8821816374691044,False,True,False,False
1658,2020-01-28,61,85,5.6,0.8,7.1,0.0,3.0,8.808475,Tuesday,Light Rain,0,58,-14.4,-19.1,0.0,0.0,8.908202777777777,9.972405555555556,2020-01,2020,1,winter,Tuesday,Sunny,True,False,False,0.34058108809981297,0.8932852487948689,False,True,True,False
1659,2020-01-29,73,81,3.6,-2.3,3.0,0.91,5.623336111111111,8.863880555555555,Wednesday,Snow,1,39,-14.7,-19.5,0.0,0.0,8.935672222222221,10.00705,2020-01,2020,1,winter,Wednesday,Mainly Sunny,False,False,False,0.6344101859074138,0.8929377011429164,False,True,True,False
1660,2020-01-30,71,85,5.0,0.1,5.6,0.07,0.0,8.919830555555555,Thursday,Light Snow,0,33,-13.5,-18.5,0.0,0.0,9.007172222222222,10.042088888888888,2020-01,2020,1,winter,Thursday,Sunny,True,False,False,0.0,0.8969420926146398,False,True,True,False
1661,2020-01-31,51,81,9.1,4.8,1.7,0.0,2.6161305555555554,8.976258333333334,Friday,Light Drizzle,2,34,-14.6,-19.6,0.0,0.0,9.036102777777778,10.07748611111111,2020-01,2020,1,winter,Friday,Partly Cloudy,False,False,False,0.29145000716395997,0.8966623896226326,False,True,True,False
1662,2020-02-01,55,87,10.6,7.2,6.4,0.0,0.0,9.033097222222224,Saturday,Heavy Drizzle,3,46,-14.0,-19.1,0.0,0.0,9.015858333333334,10.1132,2020-02,2020,2,winter,Saturday,Cloudy,False,False,True,0.0,0.8914941198961094,False,True,True,False
1663,2020-02-02,53,81,7.4,2.8,4.9,0.0,0.0,9.090283333333334,Sunday,Drizzle,3,41,-11.3,-16.3,0.0,0.0,8.889130555555555,10.14918888888889,2020-02,2020,2,winter,Sunday,Cloudy,False,False,True,0.0,0.8758464004238979,False,True,True,False
1664,2020-02-03,53,91,7.1,3.8,4.4,0.0,3.476575,9.147836111111111,Monday,Drizzle,3,65,-10.0,-14.3,0.0,0.0,9.040583333333332,10.185538888888887,2020-02,2020,2,winter,Monday,Cloudy,False,False,False,0.38004342860682594,0.8875900855079397,False,True,True,False
1665,2020-02-04,53,84,5.1,0.6,2.7,0.0,7.424788888888889,9.206311111111113,Tuesday,Drizzle,3,53,-10.3,-14.8,0.0,0.0,9.202405555555556,10.222586111111111,2020-02,2020,2,winter,Tuesday,Cloudy,False,False,False,0.8064890268511454,0.9002032808071235,True,True,True,False
1666,2020-02-05,51,80,2.6,-2.3,0.9,0.0,7.738005555555556,9.265777777777778,Wednesday,Light Drizzle,3,47,-9.8,-14.1,0.0,0.0,8.953016666666667,10.260311111111111,2020-02,2020,2,winter,Wednesday,Cloudy,False,False,False,0.8351166778587874,0.8725872509822098,True,True,False,False
1667,2020-02-06,3,80,4.0,-0.7,0.0,0.0,0.0,9.32615277777778,Thursday,Cloudy,3,58,-10.9,-15.3,0.0,0.0,9.353063888888888,10.298669444444444,2020-02,2020,2,winter,Thursday,Cloudy,False,False,False,0.0,0.9081817742906918,False,True,False,False
1668,2020-02-07,3,86,5.6,2.8,0.0,0.0,1.799725,9.387361111111112,Friday,Cloudy,2,44,-10.6,-15.6,0.0,0.0,9.395111111111111,10.337611111111112,2020-02,2020,2,winter,Friday,Partly Cloudy,False,False,False,0.19171788308748464,0.9088280658007168,False,True,False,False
1669,2020-02-08,3,82,4.6,0.9,0.0,0.0,8.213847222222222,9.449322222222222,Saturday,Cloudy,3,47,-9.6,-14.7,0.0,0.0,9.419094444444443,10.377091666666669,2020-02,2020,2,winter,Saturday,Cloudy,False,False,True,0.8692525272241749,0.9076815303367216,True,True,False,False
1670,2020-02-09,61,69,8.1,2.8,2.0,0.0,7.359647222222222,9.511969444444444,Sunday,Light Rain,71,43,-5.3,-9.5,0.0,0.42,9.0,10.417058333333337,2020-02,2020,2,winter,Sunday,Light Snow,False,False,True,0.7737248595264037,0.8639675148214424,False,True,True,False
1671,2020-02-10,63,76,7.6,1.3,14.7,0.0,4.146986111111111,9.575222222222225,Monday,Rain,73,61,-4.3,-8.2,0.0,1.96,4.842213888888889,10.457472222222222,2020-02,2020,2,winter,Monday,Snow,False,False,False,0.43309554753588525,0.4630386565693324,False,False,True,False
1672,2020-02-11,55,70,4.4,-2.5,3.1,0.0,5.243041666666667,9.639019444444443,Tuesday,Heavy Drizzle,73,70,-5.4,-9.3,0.0,1.19,5.666208333333333,10.498286111111112,2020-02,2020,2,winter,Tuesday,Snow,False,False,False,0.5439393184011629,0.5397269871828284,False,False,True,False
1673,2020-02-12,73,63,3.8,-3.3,0.3,0.21,8.269027777777778,9.703286111111112,Wednesday,Snow,73,67,-4.2,-8.1,0.0,0.77,4.847208333333334,10.539458333333334,2020-02,2020,2,winter,Wednesday,Snow,False,False,False,0.852188390931709,0.4599105741518974,True,False,False,False
1674,2020-02-13,53,75,3.5,-1.5,1.5,0.0,4.545625,9.767961111111113,Thursday,Drizzle,73,89,-9.1,-12.9,0.0,3.36,1.8765333333333336,10.580944444444444,2020-02,2020,2,winter,Thursday,Snow,False,False,False,0.4653606774528745,0.17735026803950502,False,False,True,False
1675,2020-02-14,53,92,4.0,1.2,1.2,0.0,4.060230555555555,9.832980555555556,Friday,Drizzle,3,54,-8.9,-13.7,0.0,0.0,9.32292222222222,10.622705555555555,2020-02,2020,2,winter,Friday,Cloudy,False,False,False,0.41291961604272237,0.8776410278402602,False,True,True,False
1676,2020-02-15,3,85,5.3,1.4,0.0,0.0,4.440252777777777,9.898277777777778,Saturday,Cloudy,75,72,-10.1,-14.4,0.0,8.4,8.112683333333333,10.6647,2020-02,2020,2,winter,Saturday,Heavy Snow,False,False,True,0.4485884188607445,0.760704317358513,False,False,False,False
1677,2020-02-16,53,58,11.4,5.6,2.0,0.0,0.1051222222222222,9.963794444444446,Sunday,Drizzle,3,46,-11.5,-16.2,0.0,0.0,9.0,10.706886111111112,2020-02,2020,2,winter,Sunday,Cloudy,False,False,True,0.010550420606161303,0.8405805298199833,False,True,True,False
1678,2020-02-17,51,60,10.0,4.6,0.1,0.0,3.1015888888888887,10.02947222222222,Monday,Light Drizzle,75,73,-8.2,-12.1,0.0,6.51,0.2813833333333333,10.749225,2020-02,2020,2,winter,Monday,Heavy Snow,False,False,False,0.3092474678793889,0.026177080983357717,False,False,False,False
1679,2020-02-18,53,71,6.6,1.1,2.3,0.0,6.802797222222222,10.09525277777778,Tuesday,Drizzle,75,90,-11.1,-15.0,0.0,11.62,0.6448944444444444,10.791677777777778,2020-02,2020,2,winter,Tuesday,Heavy Snow,False,False,False,0.6738610089285638,0.05975849703114849,False,False,True,False
1680,2020-02-19,71,80,4.9,-0.2,4.2,0.07,4.398122222222222,10.161080555555555,Wednesday,Light Snow,0,50,-11.8,-16.8,0.0,0.0,9.806316666666666,10.834208333333336,2020-02,2020,2,winter,Wednesday,Sunny,True,False,False,0.43284001127395405,0.9051253552597671,False,True,True,False
1681,2020-02-20,53,85,4.3,-0.0,1.4,0.0,0.8550305555555556,10.226897222222222,Thursday,Drizzle,0,30,-9.3,-14.7,0.0,0.0,9.85908888888889,10.876775,2020-02,2020,2,winter,Thursday,Sunny,True,False,False,0.08360605733845093,0.9064349394824192,False,True,True,False
1682,2020-02-21,61,73,6.0,0.4,5.2,0.0,7.986294444444445,10.29265,Friday,Light Rain,2,26,-5.6,-10.5,0.0,0.0,9.889022222222223,10.919347222222225,2020-02,2020,2,winter,Friday,Partly Cloudy,False,False,False,0.7759220846375272,0.9056422532380725,False,True,True,False
1683,2020-02-22,55,66,8.0,2.1,2.9,0.0,4.26355,10.358288888888888,Saturday,Heavy Drizzle,2,54,-4.6,-8.5,0.0,0.0,9.740847222222223,10.961886111111111,2020-02,2020,2,winter,Saturday,Partly Cloudy,False,False,True,0.41160755851996156,0.8886105113196509,False,True,True,False
1684,2020-02-23,63,86,6.7,2.3,16.8,0.0,0.0,10.423830555555556,Sunday,Rain,71,57,-4.4,-8.4,0.0,0.35,9.0,11.004469444444444,2020-02,2020,2,winter,Sunday,Light Snow,False,False,True,0.0,0.8178495151843607,False,True,True,False
1685,2020-02-24,61,78,5.0,-0.1,6.3,0.0,2.0,10.489819444444445,Monday,Light Rain,75,86,-6.4,-10.1,0.0,9.52,0.0,11.047441666666668,2020-02,2020,2,winter,Monday,Heavy Snow,False,False,False,0.1906610509925629,0.0,False,False,True,False
1686,2020-02-25,53,76,8.1,3.4,3.8,0.0,8.121961111111112,10.556341666666668,Tuesday,Drizzle,71,78,-7.9,-12.2,0.0,0.56,7.516622222222222,11.090797222222225,2020-02,2020,2,winter,Tuesday,Light Snow,False,False,False,0.7693916479377982,0.6777350691401552,False,False,True,False
1687,2020-02-26,71,87,2.8,-1.2,2.0,0.28,0.5709472222222222,10.623341666666668,Wednesday,Light Snow,73,48,-2.8,-7.2,0.0,1.54,8.807808333333334,11.134497222222222,2020-02,2020,2,winter,Wednesday,Snow,False,False,False,0.05374459752280289,0.7910378131627458,False,False,True,False
1688,2020-02-27,71,90,2.7,-1.0,1.5,0.14,5.247716666666666,10.690763888888888,Thursday,Light Snow,73,88,-5.2,-8.7,0.0,2.8,5.917872222222222,11.178505555555557,2020-02,2020,2,winter,Thursday,Snow,False,False,False,0.49086451830824895,0.5293974398287188,False,False,True,False
1689,2020-02-28,71,83,3.0,-1.3,1.1,0.28,8.02778611111111,10.758555555555557,Friday,Light Snow,71,75,-3.0,-6.6,0.0,0.21,10.121552777777778,11.22278888888889,2020-02,2020,2,winter,Friday,Light Snow,False,False,False,0.7461769444473131,0.9018750043314644,False,True,True,False
1690,2020-02-29,73,78,6.5,1.8,6.1,1.47,5.695966666666666,10.826666666666666,Saturday,Snow,3,65,-5.7,-10.2,0.0,0.0,10.379644444444445,11.267308333333332,2020-02,2020,2,winter,Saturday,Cloudy,False,False,True,0.5261052955665024,0.9212177511586496,False,True,True,False
1691,2020-03-01,53,72,6.8,2.1,1.4,0.0,8.657480555555555,10.89504722222222,Sunday,Drizzle,3,52,-3.6,-7.9,0.0,0.0,10.246494444444444,11.312033333333334,2020-03,2020,3,spring,Sunday,Cloudy,False,False,True,0.7946253356201354,0.9058048312367458,False,True,True,False
1692,2020-03-02,61,82,6.0,2.5,3.3,0.0,4.575466666666666,10.963644444444444,Monday,Light Rain,2,57,-4.5,-8.7,0.0,0.0,10.472608333333334,11.356930555555556,2020-03,2020,3,spring,Monday,Partly Cloudy,False,False,False,0.4173308145709861,0.9221336946724895,False,True,True,False
1693,2020-03-03,51,89,4.4,1.0,1.9,0.0,0.0,11.03241388888889,Tuesday,Light Drizzle,71,52,-3.6,-7.6,0.0,0.14,8.871713888888888,11.40196111111111,2020-03,2020,3,spring,Tuesday,Light Snow,False,False,False,0.0,0.7780866644285851,False,False,True,False
1694,2020-03-04,51,84,3.7,0.0,0.4,0.0,9.796177777777777,11.101305555555555,Wednesday,Light Drizzle,71,66,-4.5,-8.1,0.1,0.28,10.538586111111112,11.447097222222222,2020-03,2020,3,spring,Wednesday,Light Snow,False,False,False,0.8824347486656974,0.9206339307272223,True,True,False,False
1695,2020-03-05,3,77,4.5,0.6,0.0,0.0,8.724330555555555,11.170275,Thursday,Cloudy,75,87,-5.0,-8.5,0.0,9.45,8.397825,11.492305555555555,2020-03,2020,3,spring,Thursday,Heavy Snow,False,False,False,0.7810309554201267,0.73073457361568,False,False,False,False
1696,2020-03-06,55,86,5.4,1.7,6.6,0.0,0.4110666666666666,11.239275,Friday,Heavy Drizzle,73,84,-9.1,-12.9,0.0,1.19,3.074811111111111,11.537555555555556,2020-03,2020,3,spring,Friday,Snow,False,False,False,0.03657412659327818,0.2665045551724802,False,False,True,False
1697,2020-03-07,53,85,4.6,0.1,2.1,0.0,3.677663888888889,11.308258333333336,Saturday,Drizzle,71,87,-10.6,-14.5,0.0,0.21,8.83966388888889,11.582808333333334,2020-03,2020,3,spring,Saturday,Light Snow,False,False,True,0.3252193026089831,0.7631710406059171,False,False,True,False
1698,2020-03-08,3,78,5.1,1.2,0.0,0.0,8.629108333333333,11.377180555555556,Sunday,Cloudy,3,56,-8.5,-12.9,0.0,0.0,8.956466666666666,11.62803888888889,2020-03,2020,3,spring,Sunday,Cloudy,False,False,True,0.7584575362232148,0.7702473953045487,False,False,False,False
1699,2020-03-09,51,83,7.1,4.0,1.6,0.0,3.3482583333333333,11.44599722222222,Monday,Light Drizzle,3,58,-10.0,-14.7,0.0,0.0,10.11685,11.673213888888888,2020-03,2020,3,spring,Monday,Cloudy,False,False,False,0.29252657224420286,0.8666722032421329,False,True,True,False
1700,2020-03-10,53,89,5.6,1.3,5.4,0.0,0.0,11.514666666666669,Tuesday,Drizzle,3,81,-8.4,-12.0,0.0,0.0,8.914547222222222,11.7183,2020-03,2020,3,spring,Tuesday,Cloudy,False,False,False,0.0,0.7607372419397201,False,False,True,False
1701,2020-03-11,55,75,9.7,5.2,3.3,0.0,10.278333333333334,11.58313888888889,Wednesday,Heavy Drizzle,71,80,-8.5,-12.4,0.0,0.07,6.001427777777778,11.763269444444443,2020-03,2020,3,spring,Wednesday,Light Snow,False,False,False,0.8873530251107333,0.5101836531179801,True,False,True,False
1702,2020-03-12,61,68,9.7,4.3,3.5,0.0,8.161883333333334,11.651377777777778,Thursday,Light Rain,1,57,-4.6,-8.7,0.0,0.0,10.736611111111111,11.80808888888889,2020-03,2020,3,spring,Thursday,Mainly Sunny,False,False,False,0.7005079990539984,0.9092590013625311,False,True,True,False
1703,2020-03-13,53,68,5.9,-0.1,2.1,0.0,9.032136111111113,11.719330555555556,Friday,Drizzle,3,53,-6.4,-10.6,0.0,0.0,10.777905555555556,11.852725,2020-03,2020,3,spring,Friday,Cloudy,False,False,False,0.7707041002294642,0.9093187900297658,False,True,True,False
1704,2020-03-14,3,68,2.8,-1.0,0.0,0.0,10.610902777777778,11.787019444444445,Saturday,Cloudy,1,54,-5.4,-9.2,0.0,0.0,10.84595277777778,11.897258333333331,2020-03,2020,3,spring,Saturday,Mainly Sunny,False,False,True,0.9002193326133008,0.9116346366448109,True,True,False,False
1705,2020-03-15,3,53,5.0,-0.5,0.0,0.0,10.216086111111112,11.854941666666669,Sunday,Cloudy,2,34,-3.8,-8.3,0.0,0.0,10.893436111111113,11.941999999999998,2020-03,2020,3,spring,Sunday,Partly Cloudy,False,False,True,0.861757602724977,0.9121952864772328,True,True,False,False
1706,2020-03-16,3,60,8.0,4.3,0.0,0.0,10.649163888888888,11.923180555555554,Monday,Cloudy,3,44,-3.8,-8.1,0.0,0.0,10.44687777777778,11.986947222222224,2020-03,2020,3,spring,Monday,Cloudy,False,False,False,0.8931479179795659,0.8715211291170653,True,True,False,False
1707,2020-03-17,3,78,8.1,5.6,0.0,0.0,8.698925000000001,11.991694444444445,Tuesday,Cloudy,3,52,-1.5,-5.1,0.0,0.0,9.897341666666668,12.032072222222222,2020-03,2020,3,spring,Tuesday,Cloudy,False,False,False,0.725412496148955,0.8225799749096513,False,True,False,False
1708,2020-03-18,3,63,10.4,7.0,0.0,0.0,10.418972222222225,12.060444444444444,Wednesday,Cloudy,71,70,-1.7,-4.9,0.0,0.07,11.047472222222222,12.07735,2020-03,2020,3,spring,Wednesday,Light Snow,False,False,False,0.863896207989387,0.9147265105525817,True,True,False,False
1709,2020-03-19,51,80,10.1,7.7,0.1,0.0,7.579216666666667,12.129386111111112,Thursday,Light Drizzle,71,80,-1.7,-4.7,0.0,0.07,10.976561111111112,12.12274722222222,2020-03,2020,3,spring,Thursday,Light Snow,False,False,False,0.6248639953611282,0.9054516199917101,False,True,False,False
1710,2020-03-20,3,78,6.9,3.9,0.0,0.0,0.262475,12.198483333333334,Friday,Cloudy,3,49,0.6,-2.8,0.0,0.0,9.835075,12.168233333333331,2020-03,2020,3,spring,Friday,Cloudy,False,False,False,0.021517019192276637,0.8082582516771813,False,True,False,False
1711,2020-03-21,3,66,3.7,-1.3,0.0,0.0,8.963966666666666,12.26768888888889,Saturday,Cloudy,75,92,-2.2,-5.3,0.0,6.79,1.2290055555555557,12.21378611111111,2020-03,2020,3,spring,Saturday,Heavy Snow,False,False,True,0.7306972607355183,0.10062445374227622,False,False,False,False
1712,2020-03-22,1,59,1.1,-4.0,0.0,0.0,11.189036111111111,12.336972222222222,Sunday,Mainly Sunny,3,51,-1.1,-4.9,0.0,0.0,9.896463888888889,12.259375,2020-03,2020,3,spring,Sunday,Cloudy,False,False,True,0.9069515525824587,0.8072568045996544,True,True,False,False
1713,2020-03-23,0,56,-0.1,-4.7,0.0,0.0,11.311327777777777,12.40628888888889,Monday,Sunny,73,63,1.1,-2.5,0.0,2.31,5.351555555555555,12.304969444444444,2020-03,2020,3,spring,Monday,Snow,False,True,False,0.9117414465423449,0.4349101051991415,True,False,False,False
