,day,weather_code_berlin,humidity_berlin,temperature_berlin,feels_like_berlin,rain_berlin,snowfall_berlin,sunshine_hours_berlin,daylight_hours_berlin,day_of_week_berlin,weather_description_berlin,weather_code_brooklyn,humidity_brooklyn,temperature_brooklyn,feels_like_brooklyn,rain_brooklyn,snowfall_brooklyn,sunshine_hours_brooklyn,daylight_hours_brooklyn,month_year,year,month_num,season,day_of_week_brooklyn,weather_description_brooklyn,sunny_flag_brooklyn,sunny_flag_berlin,is_weekend,sun_ratio_berlin,sun_ratio_brooklyn,is_very_sunny_berlin,is_very_sunny_brooklyn,rain_day_berlin,rain_day_brooklyn
0,2015-07-15,3,71,18.3,17.6,0.0,0.0,11.526563888888887,16.363972222222223,Wednesday,Cloudy,1,49,18.4,17.2,0.0,0.0,13.732266666666668,14.803808333333333,2015-07,2015,7,summer,Wednesday,Mainly Sunny,False,False,False,0.7043866692242272,0.9276171615749778,False,True,False,False
1,2015-07-16,51,67,20.3,20.5,0.1,0.0,12.943116666666668,16.325991666666667,Thursday,Light Drizzle,2,54,18.3,17.6,0.0,0.0,13.720197222222222,14.781047222222222,2015-07,2015,7,summer,Thursday,Partly Cloudy,False,False,False,0.7927920662297697,0.928229036545862,False,True,False,False
2,2015-07-17,3,67,23.1,24.1,0.0,0.0,14.145763888888888,16.286949999999997,Friday,Cloudy,61,73,16.2,16.3,2.8,0.0,13.20486111111111,14.75761388888889,2015-07,2015,7,summer,Friday,Light Rain,False,False,False,0.8685336351427917,0.8947829378469606,True,True,False,True
3,2015-07-18,51,67,22.7,23.2,0.3,0.0,14.633294444444443,16.2469,Saturday,Light Drizzle,61,81,14.8,14.9,3.4,0.0,11.730808333333334,14.733536111111112,2015-07,2015,7,summer,Saturday,Light Rain,False,False,True,0.9006822498103911,0.7961977521802585,True,False,False,True
4,2015-07-19,63,80,18.7,18.9,11.3,0.0,7.333480555555555,16.205838888888888,Sunday,Rain,53,82,13.7,13.2,3.3,0.0,10.386319444444444,14.708763888888887,2015-07,2015,7,summer,Sunday,Drizzle,False,False,True,0.4525208849622444,0.70613135970524,False,False,True,True
5,2015-07-20,2,61,19.3,17.6,0.0,0.0,14.5517,16.163408333333333,Monday,Partly Cloudy,53,77,15.5,15.6,1.6,0.0,9.975124999999998,14.683091666666666,2015-07,2015,7,summer,Monday,Drizzle,False,False,False,0.9002866041557861,0.679361351577296,True,False,False,True
6,2015-07-21,53,66,22.1,22.2,2.3,0.0,14.136161111111113,16.11959722222222,Tuesday,Drizzle,61,76,15.0,14.8,1.8,0.0,11.37942222222222,14.656544444444444,2015-07,2015,7,summer,Tuesday,Light Rain,False,False,False,0.876954983194197,0.7764055344256526,True,False,True,True
7,2015-07-22,53,66,23.2,24.3,1.1,0.0,11.194572222222222,16.074472222222223,Wednesday,Drizzle,51,76,14.7,14.3,0.3,0.0,12.697969444444444,14.629155555555556,2015-07,2015,7,summer,Wednesday,Light Drizzle,False,False,False,0.6964192707208289,0.8679905956446183,False,True,True,False
8,2015-07-23,63,67,20.4,20.0,15.9,0.0,11.441797222222222,16.02811111111111,Thursday,Rain,51,76,15.7,15.8,0.3,0.0,13.068516666666667,14.600975,2015-07,2015,7,summer,Thursday,Light Drizzle,False,False,False,0.7138581173355147,0.895044109497254,False,True,True,False
9,2015-07-24,3,66,19.4,19.0,0.0,0.0,12.808736111111113,15.980591666666664,Friday,Cloudy,51,73,15.6,15.4,0.6,0.0,13.108511111111111,14.572033333333334,2015-07,2015,7,summer,Friday,Light Drizzle,False,False,False,0.8015182652985491,0.8995663687596408,True,True,False,False
10,2015-07-25,61,61,21.8,20.2,3.5,0.0,12.7499,15.931975,Saturday,Light Rain,51,74,13.3,12.2,0.6,0.0,13.330972222222222,14.542377777777777,2015-07,2015,7,summer,Saturday,Light Drizzle,False,False,True,0.8002711528231748,0.9166982474209476,True,True,True,False
11,2015-07-26,3,59,16.5,12.8,0.0,0.0,12.339838888888888,15.882341666666669,Sunday,Cloudy,1,61,14.8,13.8,0.0,0.0,13.542277777777777,14.512041666666669,2015-07,2015,7,summer,Sunday,Mainly Sunny,False,False,True,0.7769533704710139,0.933175227086318,False,True,False,False
12,2015-07-27,61,69,16.6,15.3,4.1,0.0,6.434033333333334,15.83175,Monday,Light Rain,3,58,15.3,14.1,0.0,0.0,11.81195,14.481066666666663,2015-07,2015,7,summer,Monday,Cloudy,False,False,False,0.40640064006400645,0.8156823162197998,False,True,True,False
13,2015-07-28,3,67,17.5,15.0,0.0,0.0,14.0232,15.780269444444444,Tuesday,Cloudy,53,87,11.3,10.5,7.6,0.0,3.440491666666667,14.449486111111112,2015-07,2015,7,summer,Tuesday,Drizzle,False,False,False,0.888654027700203,0.23810477689037385,True,False,False,True
14,2015-07-29,51,58,16.9,13.7,0.4,0.0,13.630233333333331,15.727966666666669,Wednesday,Light Drizzle,51,70,11.6,10.2,0.8,0.0,11.276608333333334,14.417341666666667,2015-07,2015,7,summer,Wednesday,Light Drizzle,False,False,False,0.8666239967446521,0.7821558643786043,True,False,False,False
15,2015-07-30,51,57,16.1,11.8,0.1,0.0,10.327361111111111,15.674905555555556,Thursday,Light Drizzle,3,61,13.1,11.6,0.0,0.0,13.27941388888889,14.384666666666668,2015-07,2015,7,summer,Thursday,Cloudy,False,False,False,0.6588467837658423,0.92316451931841,False,True,False,False
16,2015-07-31,3,61,15.2,12.4,0.0,0.0,10.901008333333332,15.621144444444443,Friday,Cloudy,61,75,12.8,11.9,11.2,0.0,8.648586111111111,14.3515,2015-07,2015,7,summer,Friday,Light Rain,False,False,False,0.6978367284229423,0.6026259353455117,False,False,False,True
17,2015-08-01,3,60,17.7,16.4,0.0,0.0,12.344236111111112,15.566744444444444,Saturday,Cloudy,55,86,12.6,12.4,6.8,0.0,6.736633333333334,14.31787222222222,2015-08,2015,8,summer,Saturday,Heavy Drizzle,False,False,True,0.7929876510252983,0.47050519998898044,False,False,False,True
18,2015-08-02,3,52,21.3,20.6,0.0,0.0,14.022047222222223,15.511766666666666,Sunday,Cloudy,63,86,13.8,13.8,10.3,0.0,12.071825,14.283822222222224,2015-08,2015,8,summer,Sunday,Rain,False,False,True,0.9039619743864694,0.8451396840559326,True,True,False,True
19,2015-08-03,2,55,23.3,23.2,0.0,0.0,13.995591666666666,15.456258333333333,Monday,Partly Cloudy,53,77,14.4,14.1,3.1,0.0,11.87965,14.249380555555554,2015-08,2015,8,summer,Monday,Drizzle,False,False,False,0.9054967486201652,0.8336958897043674,True,True,False,True
20,2015-08-04,3,48,26.3,25.8,0.0,0.0,13.654922222222222,15.400286111111113,Tuesday,Cloudy,51,66,13.7,12.4,0.6,0.0,13.074113888888888,14.214583333333334,2015-08,2015,8,summer,Tuesday,Light Drizzle,False,False,False,0.8866667881170316,0.9197676486394059,True,True,False,False
21,2015-08-05,3,61,22.2,22.2,0.0,0.0,12.03513888888889,15.343894444444445,Wednesday,Cloudy,51,62,12.6,10.9,0.2,0.0,13.085352777777777,14.179463888888888,2015-08,2015,8,summer,Wednesday,Light Drizzle,False,False,False,0.7843601200767153,0.9228383301594031,False,True,False,False
22,2015-08-06,3,59,25.2,26.0,0.0,0.0,13.83436111111111,15.287141666666669,Thursday,Cloudy,3,56,13.6,11.9,0.0,0.0,13.063086111111112,14.14405,2015-08,2015,8,summer,Thursday,Cloudy,False,False,False,0.9049671555851857,0.9235746558525395,True,True,False,False
23,2015-08-07,2,48,28.5,29.1,0.0,0.0,13.810083333333337,15.230075,Friday,Partly Cloudy,51,55,13.7,12.0,0.2,0.0,12.978694444444445,14.108375,2015-08,2015,8,summer,Friday,Light Drizzle,False,False,False,0.9067639741323229,0.9199283719382597,True,True,False,False
24,2015-08-08,51,57,26.5,27.1,0.4,0.0,13.785794444444443,15.172683333333334,Saturday,Light Drizzle,51,55,12.1,10.1,0.2,0.0,12.956772222222222,14.072377777777778,2015-08,2015,8,summer,Saturday,Light Drizzle,False,False,True,0.9085930379999435,0.9207237345974857,True,True,False,False
25,2015-08-09,3,60,22.6,22.0,0.0,0.0,13.761383333333336,15.11452777777778,Sunday,Cloudy,2,60,11.6,10.0,0.0,0.0,12.715783333333333,14.035791666666666,2015-08,2015,8,summer,Sunday,Partly Cloudy,False,False,True,0.9104739185809091,0.9059541232385063,True,True,False,False
26,2015-08-10,2,57,24.6,24.7,0.0,0.0,13.73346388888889,15.055558333333334,Monday,Partly Cloudy,53,69,9.4,7.3,2.1,0.0,12.796730555555555,13.998633333333334,2015-08,2015,8,summer,Monday,Drizzle,False,False,False,0.9121856250580028,0.9141414201545071,True,True,False,True
27,2015-08-11,53,52,27.0,27.8,0.7,0.0,13.71173888888889,14.995838888888889,Tuesday,Drizzle,0,49,8.6,5.8,0.0,0.0,12.886433333333336,13.960938888888888,2015-08,2015,8,summer,Tuesday,Sunny,True,False,False,0.9143695788201988,0.9230348643377617,True,True,False,False
28,2015-08-12,3,66,23.6,23.8,0.0,0.0,12.677130555555555,14.93543611111111,Wednesday,Cloudy,0,43,11.3,8.7,0.0,0.0,12.807852777777777,13.92275,2015-08,2015,8,summer,Wednesday,Sunny,True,False,False,0.8487954728100973,0.9199226286313965,True,True,False,False
29,2015-08-13,3,59,23.5,22.7,0.0,0.0,13.432105555555555,14.874405555555557,Thursday,Cloudy,1,48,12.3,10.0,0.0,0.0,12.757947222222224,13.884102777777777,2015-08,2015,8,summer,Thursday,Mainly Sunny,False,False,False,0.9030347804748873,0.9188888490973992,True,True,False,False
30,2015-08-14,2,45,27.3,25.8,0.0,0.0,13.62563888888889,14.812802777777776,Friday,Partly Cloudy,51,56,10.0,7.3,0.3,0.0,12.734222222222222,13.845033333333332,2015-08,2015,8,summer,Friday,Light Drizzle,False,False,False,0.919855552882276,0.9197682602585926,True,True,False,False
31,2015-08-15,55,61,25.9,27.5,1.5,0.0,11.999777777777776,14.750694444444443,Saturday,Heavy Drizzle,1,45,11.8,9.3,0.0,0.0,12.661577777777778,13.805577777777778,2015-08,2015,8,summer,Saturday,Mainly Sunny,False,False,True,0.8135059554634904,0.9171349422375176,True,True,True,False
32,2015-08-16,61,78,23.5,25.9,4.8,0.0,10.39385,14.688125,Sunday,Light Rain,51,50,11.9,9.4,0.1,0.0,12.6046,13.765769444444445,2015-08,2015,8,summer,Sunday,Light Drizzle,False,False,True,0.7076362707969874,0.9156480537371584,False,True,True,False
33,2015-08-17,53,68,23.1,23.2,1.9,0.0,9.84548611111111,14.625158333333331,Monday,Drizzle,1,47,12.0,9.5,0.0,0.0,12.522836111111111,13.725644444444445,2015-08,2015,8,summer,Monday,Mainly Sunny,False,False,False,0.673188343450033,0.9123678062475107,False,True,True,False
34,2015-08-18,53,85,19.3,20.2,6.0,0.0,3.1601222222222223,14.56183888888889,Tuesday,Drizzle,1,45,13.5,11.2,0.0,0.0,12.569394444444445,13.685233333333333,2015-08,2015,8,summer,Tuesday,Mainly Sunny,False,False,False,0.21701395313702368,0.9184640216421431,False,True,True,False
35,2015-08-19,3,74,19.9,20.4,0.0,0.0,12.949452777777775,14.498216666666668,Wednesday,Cloudy,51,53,14.0,12.3,0.3,0.0,12.396088888888888,13.644575,2015-08,2015,8,summer,Wednesday,Light Drizzle,False,False,False,0.8931755591396487,0.9084994504327829,True,True,False,False
36,2015-08-20,2,56,19.4,18.1,0.0,0.0,13.032163888888888,14.434347222222222,Thursday,Partly Cloudy,53,60,13.0,11.3,1.0,0.0,12.22297222222222,13.603694444444445,2015-08,2015,8,summer,Thursday,Drizzle,False,False,False,0.9028578631408687,0.8985038786440773,True,True,False,True
37,2015-08-21,3,49,19.5,17.8,0.0,0.0,12.756188888888888,14.370272222222225,Friday,Cloudy,3,47,14.0,12.0,0.0,0.0,12.356094444444444,13.562627777777776,2015-08,2015,8,summer,Friday,Cloudy,False,False,False,0.8876790009003925,0.9110398550264556,True,True,False,False
38,2015-08-22,3,47,20.1,18.0,0.0,0.0,11.160705555555555,14.306041666666667,Saturday,Cloudy,63,82,8.8,7.1,24.5,0.0,10.046797222222224,13.521402777777778,2015-08,2015,8,summer,Saturday,Rain,False,False,True,0.7801393156543224,0.7430292098637861,False,False,False,True
39,2015-08-23,2,50,19.8,17.5,0.0,0.0,12.776411111111113,14.241697222222223,Sunday,Partly Cloudy,51,71,8.4,6.4,2.8,0.0,11.0,13.480055555555555,2015-08,2015,8,summer,Sunday,Light Drizzle,False,False,True,0.8971129572376576,0.8160203757815043,True,True,False,True
40,2015-08-24,55,63,21.5,20.6,3.3,0.0,7.9368944444444445,14.177286111111112,Monday,Heavy Drizzle,2,63,9.4,7.2,0.0,0.0,12.041047222222222,13.438608333333333,2015-08,2015,8,summer,Monday,Partly Cloudy,False,False,False,0.5598317183021433,0.8960040298484941,False,True,True,False
41,2015-08-25,63,67,19.3,17.5,10.7,0.0,9.91743611111111,14.11284722222222,Tuesday,Rain,73,64,10.6,8.6,11.8,0.98,9.0,13.397094444444445,2015-08,2015,8,summer,Tuesday,Snow,False,False,False,0.7027239758887932,0.6717874564012014,False,False,True,True
42,2015-08-26,51,59,20.4,19.1,0.2,0.0,12.2739,14.048427777777777,Wednesday,Light Drizzle,75,71,5.2,2.3,2.3,1.12,10.123588888888888,13.355541666666666,2015-08,2015,8,summer,Wednesday,Heavy Snow,False,False,False,0.8736849556514232,0.7580066119037145,True,False,False,True
43,2015-08-27,3,54,22.5,21.6,0.0,0.0,11.0,13.984063888888889,Thursday,Cloudy,61,71,8.6,6.6,12.1,0.0,9.898291666666664,13.313977777777778,2015-08,2015,8,summer,Thursday,Light Rain,False,False,False,0.7866096785169945,0.7434511182065964,False,False,False,True
44,2015-08-28,61,76,18.2,17.9,7.2,0.0,4.452011111111111,13.919738888888888,Friday,Light Rain,71,83,6.1,4.1,6.5,0.21,10.381613888888888,13.272336111111112,2015-08,2015,8,summer,Friday,Light Snow,False,False,False,0.3198343838665556,0.7821994411517187,False,False,True,True
45,2015-08-29,3,70,18.1,18.0,0.0,0.0,12.29993611111111,13.855008333333332,Saturday,Cloudy,51,75,6.4,4.1,0.4,0.0,12.0,13.230341666666668,2015-08,2015,8,summer,Saturday,Light Drizzle,False,False,True,0.8877610041936299,0.9070060548952816,True,True,False,False
46,2015-08-30,3,64,22.4,22.9,0.0,0.0,12.190311111111113,13.789805555555557,Sunday,Cloudy,61,80,6.2,4.2,3.4,0.0,12.0,13.187997222222222,2015-08,2015,8,summer,Sunday,Light Rain,False,False,True,0.8840089196326595,0.9099182990256923,True,True,False,True
47,2015-08-31,3,62,26.0,27.8,0.0,0.0,11.852777777777778,13.724177777777776,Monday,Cloudy,53,71,6.8,4.5,0.8,0.0,12.007922222222222,13.145338888888888,2015-08,2015,8,summer,Monday,Drizzle,False,False,False,0.8636421044450346,0.9134737661553884,True,True,False,False
48,2015-09-01,55,69,23.0,23.6,2.9,0.0,11.259236111111113,13.658175,Tuesday,Heavy Drizzle,1,60,7.4,4.8,0.0,0.0,12.0,13.10239722222222,2015-09,2015,9,autumn,Tuesday,Mainly Sunny,False,False,False,0.8243587529894084,0.9158629368713912,True,True,True,False
49,2015-09-02,51,64,17.1,15.2,0.1,0.0,11.691752777777776,13.591838888888889,Wednesday,Light Drizzle,71,71,8.0,5.9,2.3,0.07,10.174777777777775,13.0592,2015-09,2015,9,autumn,Wednesday,Light Snow,False,False,False,0.8602038968645808,0.7791271883253013,True,False,False,True
50,2015-09-03,61,75,16.0,15.5,7.0,0.0,9.366405555555556,13.525213888888889,Thursday,Light Rain,55,87,5.1,2.9,4.8,0.0,11.100636111111111,13.015777777777778,2015-09,2015,9,autumn,Thursday,Heavy Drizzle,False,False,False,0.6925144128959144,0.8528599904389544,False,True,True,True
51,2015-09-04,53,78,15.1,14.2,2.0,0.0,11.0,13.458344444444444,Friday,Drizzle,2,67,7.7,5.5,0.0,0.0,11.98029722222222,12.97216388888889,2015-09,2015,9,autumn,Friday,Partly Cloudy,False,False,False,0.817336786512457,0.9235388424658866,True,True,True,False
52,2015-09-05,61,70,14.3,11.0,2.8,0.0,9.751227777777776,13.391269444444443,Saturday,Light Rain,53,73,6.2,3.8,1.5,0.0,11.964608333333333,12.928383333333333,2015-09,2015,9,autumn,Saturday,Drizzle,False,False,True,0.7281779982272861,0.9254527828305421,False,True,True,True
53,2015-09-06,61,79,12.9,9.2,6.3,0.0,4.615833333333334,13.324033333333333,Sunday,Light Rain,71,79,5.3,2.8,5.1,0.28,11.948888888888888,12.88446111111111,2015-09,2015,9,autumn,Sunday,Light Snow,False,False,True,0.3464291343211891,0.9273875551213068,False,True,True,True
54,2015-09-07,3,68,13.7,10.9,0.0,0.0,12.0,13.256675,Monday,Cloudy,51,64,5.2,2.2,1.1,0.0,11.93313888888889,12.840430555555557,2015-09,2015,9,autumn,Monday,Light Drizzle,False,False,False,0.9052043593133271,0.9293410246065217,True,True,False,True
55,2015-09-08,51,69,13.9,11.6,0.1,0.0,11.38618611111111,13.189230555555556,Tuesday,Light Drizzle,51,59,6.1,3.1,0.1,0.0,11.909197222222222,12.796319444444444,2015-09,2015,9,autumn,Tuesday,Light Drizzle,False,False,False,0.8632941901462956,0.9306736420520223,True,True,False,False
56,2015-09-09,51,75,13.3,11.4,1.3,0.0,11.148941666666667,13.121744444444444,Wednesday,Light Drizzle,1,56,9.5,7.0,0.0,0.0,11.865802777777777,12.752152777777775,2015-09,2015,9,autumn,Wednesday,Mainly Sunny,False,False,False,0.8496539247406977,0.9304940886887292,True,True,True,False
57,2015-09-10,53,81,13.6,11.9,3.3,0.0,11.230322222222224,13.054252777777776,Thursday,Drizzle,3,56,10.6,8.1,0.0,0.0,11.82231111111111,12.707958333333334,2015-09,2015,9,autumn,Thursday,Cloudy,False,False,False,0.8602807386524317,0.9303076702809809,True,True,True,False
58,2015-09-11,55,81,14.6,13.1,3.5,0.0,6.77305,12.986791666666663,Friday,Heavy Drizzle,2,55,9.5,6.9,0.0,0.0,11.778741666666669,12.66376111111111,2015-09,2015,9,autumn,Friday,Partly Cloudy,False,False,False,0.5215337378041152,0.9301140129950863,False,True,True,False
59,2015-09-12,51,77,16.2,15.1,0.3,0.0,11.811850000000002,12.9194,Saturday,Light Drizzle,51,55,9.4,6.9,0.1,0.0,11.735125,12.619586111111111,2015-09,2015,9,autumn,Saturday,Light Drizzle,False,False,True,0.9142723346285433,0.9299136197238376,True,True,False,False
60,2015-09-13,51,70,18.7,17.5,1.0,0.0,10.082769444444445,12.85211111111111,Sunday,Light Drizzle,73,77,6.3,3.6,9.6,1.96,10.0,12.575466666666667,2015-09,2015,9,autumn,Sunday,Snow,False,False,True,0.7845224303832489,0.7951991178591119,False,False,True,True
61,2015-09-14,53,75,18.5,17.6,3.0,0.0,6.195088888888889,12.784966666666666,Monday,Drizzle,51,73,4.1,1.1,1.7,0.0,11.647855555555555,12.531419444444444,2015-09,2015,9,autumn,Monday,Light Drizzle,False,False,False,0.4845604255692667,0.9294921143765084,False,True,True,True
62,2015-09-15,51,64,16.7,14.4,0.4,0.0,8.732058333333333,12.717997222222223,Tuesday,Light Drizzle,0,55,4.7,1.5,0.0,0.0,11.604252777777775,12.487477777777777,2015-09,2015,9,autumn,Tuesday,Sunny,True,False,False,0.6865906778211716,0.9292711454052192,False,True,False,False
63,2015-09-16,3,72,17.2,16.0,0.0,0.0,6.665222222222222,12.651244444444446,Wednesday,Cloudy,1,56,7.1,4.3,0.0,0.0,11.560702777777776,12.44366388888889,2015-09,2015,9,autumn,Wednesday,Mainly Sunny,False,False,False,0.5268432091002027,0.9290433172259239,False,True,False,False
64,2015-09-17,61,75,18.9,18.0,6.8,0.0,7.835416666666666,12.584683333333334,Thursday,Light Rain,53,66,6.9,4.4,0.8,0.0,11.51717222222222,12.399905555555556,2015-09,2015,9,autumn,Thursday,Drizzle,False,False,False,0.622615322064785,0.92881128574904,False,True,True,False
65,2015-09-18,3,72,15.9,14.0,0.0,0.0,10.446866666666669,12.517866666666666,Friday,Cloudy,51,61,8.2,5.9,0.3,0.0,10.809569444444444,12.355927777777778,2015-09,2015,9,autumn,Friday,Light Drizzle,False,False,False,0.8345564739465725,0.8748488692112243,True,True,False,False
66,2015-09-19,61,81,14.9,14.1,2.4,0.0,10.626780555555555,12.450722222222222,Saturday,Light Rain,73,96,2.8,0.4,12.1,3.29,1.183286111111111,12.311725,2015-09,2015,9,autumn,Saturday,Snow,False,False,True,0.8535071593347999,0.09611050532001901,True,False,True,True
67,2015-09-20,51,85,12.9,10.9,0.6,0.0,8.323333333333334,12.383291666666668,Sunday,Light Drizzle,73,66,0.8,-2.8,0.6,0.28,10.666305555555557,12.267330555555557,2015-09,2015,9,autumn,Sunday,Snow,False,False,True,0.6721422346643158,0.8694887210588014,False,True,False,False
68,2015-09-21,3,76,13.1,11.1,0.0,0.0,8.304180555555556,12.315616666666669,Monday,Cloudy,0,59,3.7,0.6,0.0,0.0,11.340288888888889,12.222772222222224,2015-09,2015,9,autumn,Monday,Sunny,True,False,False,0.6742805318089814,0.927800067178795,False,True,False,False
69,2015-09-22,53,68,15.6,13.5,0.6,0.0,6.805791666666666,12.247733333333333,Tuesday,Drizzle,0,62,5.3,2.6,0.0,0.0,11.295466666666666,12.178077777777778,2015-09,2015,9,autumn,Tuesday,Sunny,True,False,False,0.5556776491976746,0.9275245956532092,False,True,False,False
70,2015-09-23,51,81,13.6,12.4,1.3,0.0,3.0321805555555557,12.179683333333331,Wednesday,Light Drizzle,1,66,4.6,1.6,0.0,0.0,11.250461111111113,12.133277777777778,2015-09,2015,9,autumn,Wednesday,Mainly Sunny,False,False,False,0.24895397298689123,0.9272400514654372,False,True,True,False
71,2015-09-24,3,76,13.4,11.6,0.0,0.0,9.442241666666666,12.111502777777778,Thursday,Cloudy,1,59,5.1,2.1,0.0,0.0,11.205297222222224,12.088391666666666,2015-09,2015,9,autumn,Thursday,Mainly Sunny,False,False,False,0.7796094208879941,0.9269469033767705,False,True,False,False
72,2015-09-25,3,74,14.1,12.8,0.0,0.0,10.244619444444444,12.043233333333331,Friday,Cloudy,53,69,2.7,-0.4,1.7,0.0,11.08225277777778,12.043452777777778,2015-09,2015,9,autumn,Friday,Drizzle,False,False,False,0.8506535712539361,0.9201890008010347,True,True,False,True
73,2015-09-26,3,73,13.1,11.3,0.0,0.0,9.94177222222222,11.974911111111112,Saturday,Cloudy,0,59,2.3,-1.1,0.0,0.0,11.056672222222222,11.998491666666666,2015-09,2015,9,autumn,Saturday,Sunny,True,False,True,0.8302167865778635,0.9215051799334962,True,True,False,False
74,2015-09-27,3,75,11.8,9.9,0.0,0.0,9.856458333333334,11.90657777777778,Sunday,Cloudy,1,63,2.7,-0.5,0.0,0.0,10.899463888888889,11.953527777777778,2015-09,2015,9,autumn,Sunday,Mainly Sunny,False,False,True,0.8278162304309848,0.911819848626742,True,True,False,False
75,2015-09-28,3,76,12.0,10.0,0.0,0.0,10.28846388888889,11.83826388888889,Monday,Cloudy,51,61,2.1,-1.4,1.3,0.0,10.751130555555555,11.908591666666666,2015-09,2015,9,autumn,Monday,Light Drizzle,False,False,False,0.8690855336098222,0.9028045344479347,True,True,False,True
76,2015-09-29,2,77,11.8,9.5,0.0,0.0,10.088747222222224,11.770016666666669,Tuesday,Partly Cloudy,3,50,4.8,1.2,0.0,0.0,10.296022222222222,11.863711111111112,2015-09,2015,9,autumn,Tuesday,Cloudy,False,False,False,0.8571565791231298,0.8678584741143393,True,True,False,False
77,2015-09-30,3,76,11.4,9.3,0.0,0.0,9.347475,11.701875,Wednesday,Cloudy,3,47,4.3,0.1,0.0,0.0,10.684075,11.818913888888888,2015-09,2015,9,autumn,Wednesday,Cloudy,False,False,False,0.7988014741227367,0.9039811187764246,False,True,False,False
78,2015-10-01,3,67,10.7,8.5,0.0,0.0,10.118772222222224,11.633869444444445,Thursday,Cloudy,1,54,3.6,0.2,0.0,0.0,10.69205,11.774227777777778,2015-10,2015,10,autumn,Thursday,Mainly Sunny,False,False,False,0.8697684180265811,0.9080892778530887,True,True,False,False
79,2015-10-02,2,67,11.4,9.4,0.0,0.0,10.111425,11.566047222222222,Friday,Partly Cloudy,51,53,5.0,1.7,0.5,0.0,10.207719444444445,11.729683333333334,2015-10,2015,10,autumn,Friday,Light Drizzle,False,False,False,0.8742334183603013,0.8702468049956829,True,True,False,False
80,2015-10-03,3,72,11.6,9.5,0.0,0.0,10.106538888888888,11.498444444444443,Saturday,Cloudy,73,80,3.4,0.7,3.3,0.21,10.405005555555556,11.685302777777776,2015-10,2015,10,autumn,Saturday,Snow,False,False,True,0.87894836016466,0.8904352547323813,True,True,False,True
81,2015-10-04,3,77,13.6,12.1,0.0,0.0,9.406022222222225,11.4311,Sunday,Cloudy,71,70,5.9,3.3,2.0,0.49,9.0,11.641116666666663,2015-10,2015,10,autumn,Sunday,Light Snow,False,False,True,0.8228448900125294,0.7731217079690238,True,False,False,True
82,2015-10-05,3,80,13.2,12.1,0.0,0.0,10.012980555555556,11.364058333333334,Monday,Cloudy,71,85,2.9,0.2,3.0,0.35,8.876691666666666,11.597152777777778,2015-10,2015,10,autumn,Monday,Light Snow,False,False,False,0.8811095703535097,0.7654199126940879,True,False,False,True
83,2015-10-06,3,77,14.4,12.0,0.0,0.0,2.2514666666666665,11.297361111111112,Tuesday,Cloudy,51,64,4.9,1.8,0.1,0.0,10.324677777777778,11.553444444444445,2015-10,2015,10,autumn,Tuesday,Light Drizzle,False,False,False,0.19929137827172025,0.8936449928352295,False,True,False,False
84,2015-10-07,55,79,13.8,11.2,5.6,0.0,0.0295194444444444,11.230983333333334,Wednesday,Heavy Drizzle,2,55,6.0,2.7,0.0,0.0,10.288511111111111,11.50991111111111,2015-10,2015,10,autumn,Wednesday,Partly Cloudy,False,False,False,0.00262839357590633,0.8938827599788396,False,True,True,False
85,2015-10-08,55,88,8.7,6.5,15.0,0.0,0.0,11.164444444444444,Thursday,Heavy Drizzle,1,53,6.5,3.2,0.0,0.0,10.253508333333333,11.46625,2015-10,2015,10,autumn,Thursday,Mainly Sunny,False,False,False,0.0,0.894233802100367,False,True,True,False
86,2015-10-09,53,72,8.6,5.6,4.9,0.0,8.462344444444444,11.097661111111112,Friday,Drizzle,3,54,6.9,3.7,0.0,0.0,10.159933333333331,11.422461111111112,2015-10,2015,10,autumn,Friday,Cloudy,False,False,False,0.7625340474644556,0.8894697241254194,False,True,True,False
87,2015-10-10,2,53,6.7,2.1,0.0,0.0,9.834013888888888,11.030680555555556,Saturday,Partly Cloudy,3,52,8.6,5.6,0.0,0.0,10.129286111111112,11.378580555555557,2015-10,2015,10,autumn,Saturday,Cloudy,False,False,True,0.8915147020494605,0.890206477130886,True,True,False,False
88,2015-10-11,0,56,5.3,0.3,0.0,0.0,9.794602777777778,10.96354722222222,Sunday,Sunny,73,72,7.1,4.8,11.9,2.59,9.289108333333331,11.334638888888888,2015-10,2015,10,autumn,Sunday,Snow,False,True,True,0.8933789930621098,0.8195327989177716,True,True,False,True
89,2015-10-12,3,66,4.2,-0.2,0.0,0.0,9.75515,10.896308333333334,Monday,Cloudy,71,83,1.5,-1.4,3.3,0.49,8.161819444444443,11.290663888888888,2015-10,2015,10,autumn,Monday,Light Snow,False,False,False,0.8952711048160806,0.7228821550942162,True,False,False,True
90,2015-10-13,3,77,4.3,0.9,0.0,0.0,0.0110388888888888,10.829005555555556,Tuesday,Cloudy,3,67,4.7,2.0,0.0,0.0,10.098747222222222,11.246694444444444,2015-10,2015,10,autumn,Tuesday,Cloudy,False,False,False,0.0010193815888501017,0.8979302560505433,False,True,False,False
91,2015-10-14,61,89,5.3,1.8,11.2,0.0,0.0,10.76168611111111,Wednesday,Light Rain,73,82,3.7,1.1,5.8,2.1,9.77687777777778,11.202758333333334,2015-10,2015,10,autumn,Wednesday,Snow,False,False,False,0.0,0.8727205824557596,False,True,True,True
