,day,sunny_brooklyn,sunny_berlin
3263,2024-06-20,0.8830230049264711,0.8631770064251527
3264,2024-06-21,0.43353933712668985,0.4905152484612155
3265,2024-06-22,0.7839958934181457,0.5670112769861256
3266,2024-06-23,0.6458765353619634,0.7132819084794247
3267,2024-06-24,0.6351519239451029,0.9045477489040725
3268,2024-06-25,0.9227745874334499,0.8856580266491226
3269,2024-06-26,0.9227049596247037,0.8812254908602202
3270,2024-06-27,0.922667122495523,0.7060855674316543
3271,2024-06-28,0.8854048746721609,0.8936833562356103
3272,2024-06-29,0.8796762708122432,0.9064208901331798
3273,2024-06-30,0.8629131690431573,0.676382813315851
3274,2024-07-01,0.5194383513052955,0.553869961796613
3275,2024-07-02,0.7286619915018305,0.29626359379573697
3276,2024-07-03,0.9231437574899438,0.5279034071118974
3277,2024-07-04,0.9233463081164476,0.6577391709302942
3278,2024-07-05,0.858394956373132,0.7176607264381313
3279,2024-07-06,0.9225966840571102,0.727791530818384
3280,2024-07-07,0.8130006503261761,0.8502099552381054
3281,2024-07-08,0.6990355681685397,0.620554859525256
3282,2024-07-09,0.9127939013889983,0.8937166173838186
3283,2024-07-10,0.6334091400393513,0.8137682373515223
3284,2024-07-11,0.925826923823952,0.80821808599842
3285,2024-07-12,0.8127821525843774,0.37902714366227064
3286,2024-07-13,0.7519710004768083,0.6242312678150801
3287,2024-07-14,0.7698741026590828,0.8697338272880764
3288,2024-07-15,0.8755713164261303,0.8717380503575617
3289,2024-07-16,0.9287370556473106,0.5427611472969375
3290,2024-07-17,0.8703531221930267,0.8973889896395855
3291,2024-07-18,0.782884349513566,0.8547747983585315
3292,2024-07-19,0.9304369107305273,0.8208810286030759
3293,2024-07-20,0.9317212339604972,0.8669506028548077
3294,2024-07-21,0.7685250203740628,0.8094128414154104
3295,2024-07-22,0.92606913452224,0.555158377202359
3296,2024-07-23,0.7791458021457384,0.8190720003225022
3297,2024-07-24,0.9274212952990296,0.8215796367286934
3298,2024-07-25,0.9280883107409512,0.8944776629016102
3299,2024-07-26,0.9234900865547171,0.4956719720289925
3300,2024-07-27,0.9086413926128806,0.08193142471075078
3301,2024-07-28,0.9172338588094086,0.7162953165706099
3302,2024-07-29,0.8961892893830757,0.9116305692236416
3303,2024-07-30,0.7593550196840873,0.9087878634955995
3304,2024-07-31,0.9171564509986869,0.6088723660659127
3305,2024-08-01,0.8286605965821909,0.9016237142360274
3306,2024-08-02,0.7771088691350655,0.14098140311867993
3307,2024-08-03,0.9126042267185984,0.8351863084188101
3308,2024-08-04,0.9135323081139815,0.4259100368199886
3309,2024-08-05,0.8606493395101915,0.7918039497965375
3310,2024-08-06,0.898571871325754,0.898130004036487
3311,2024-08-07,0.9141371115108751,0.8399338780805763
3312,2024-08-08,0.9108984064824754,0.7849085469441877
3313,2024-08-09,0.7963730368512024,0.42797998332004805
3314,2024-08-10,0.8466581195187237,0.9141088007275007
3315,2024-08-11,0.8914455753990611,0.8030360711906348
3316,2024-08-12,0.899722660166404,0.9181968980814452
3317,2024-08-13,0.8779689660131174,0.9198659130759116
3318,2024-08-14,0.8888400581034944,0.9009884870683967
3319,2024-08-15,0.899469683873819,0.9164843817777988
3320,2024-08-16,0.8937187786875994,0.9118970292068204
3321,2024-08-17,0.8741006063077511,0.8577711668011546
3322,2024-08-18,0.516848297061175,0.41318494245616105
3323,2024-08-19,0.8255628225213494,0.782081979938121
3324,2024-08-20,0.898556227114849,0.897393417188816
3325,2024-08-21,0.8731282371320473,0.8900534141988122
3326,2024-08-22,0.8895368231180735,0.6959891393102066
3327,2024-08-23,0.8996210529098704,0.7125486541243666
3328,2024-08-24,0.8579753041606011,0.902006108213766
3329,2024-08-25,0.903171359581065,0.5110117862515327
3330,2024-08-26,0.9022449179154128,0.786630838932161
3331,2024-08-27,0.9035968803317705,0.9043650695544893
3332,2024-08-28,0.7890113035429461,0.8992370804082471
3333,2024-08-29,0.7555982266221,0.8907710996399983
3334,2024-08-30,0.9124496146167669,0.7465756846456412
3335,2024-08-31,0.9154602158366989,0.7750738287498197
3336,2024-09-01,0.9184983657320166,0.8714717625608714
3337,2024-09-02,0.9214432679600527,0.8890281152391893
3338,2024-09-03,0.9233215369211148,0.8934979627246893
3339,2024-09-04,0.9252123214976778,0.899435939627651
3340,2024-09-05,0.9271135436812138,0.902290705452782
3341,2024-09-06,0.7783649147690419,0.9055169414714148
3342,2024-09-07,0.5401958495753079,0.9076414008463324
3343,2024-09-08,0.8864030367464079,0.9101719537359494
3344,2024-09-09,0.5169226326847415,0.19729904370800677
3345,2024-09-10,0.9301557709689837,0.5319609266159495
3346,2024-09-11,0.929961205879358,0.12341247591374237
3347,2024-09-12,0.8705993950961471,0.7430511363489185
3348,2024-09-13,0.9295477051038961,0.0
3349,2024-09-14,0.9293286517534476,0.8224131965729329
3350,2024-09-15,0.9291012065554168,0.6249931737028884
3351,2024-09-16,0.7295144356544072,0.07949994597705456
3352,2024-09-17,0.7517508049096682,0.9118729606380699
3353,2024-09-18,0.9283694325915044,0.8695252675842343
3354,2024-09-19,0.9281089432907269,0.8302275822434926
3355,2024-09-20,0.9278401167736507,0.9104161238761418
3356,2024-09-21,0.9275632533121396,0.9098986537479166
3357,2024-09-22,0.9238029793054083,0.9093653640604669
3358,2024-09-23,0.924637514727938,0.8318333108354784
3359,2024-09-24,0.9266842389417537,0.2533823376555133
3360,2024-09-25,0.7972309157488137,0.40198949695426506
3361,2024-09-26,0.2558491459943775,0.05694836320917987
3362,2024-09-27,0.09079525246207958,0.8152988179675679
3363,2024-09-28,0.8955560302461625,0.8601243489994653
3364,2024-09-29,0.8937464496083325,0.8653831108143876
3365,2024-09-30,0.7157826157259978,0.8643729648684068
3366,2024-10-01,0.8971729511662314,0.0
3367,2024-10-02,0.7694861684861217,0.12964379088593697
3368,2024-10-03,0.0,0.5072787557685766
3369,2024-10-04,0.7593743037402446,0.8469501462052184
3370,2024-10-05,0.8958132734467643,0.6758738815948607
3371,2024-10-06,0.5372803352426595,0.4153079269301977
3372,2024-10-07,0.6611278822229738,0.5384099540673282
3373,2024-10-08,0.888984973598984,0.6316793454068952
3374,2024-10-09,0.8948780386635857,0.6340608426668599
3375,2024-10-10,0.8956313979296373,0.4768583872744802
3376,2024-10-11,0.8168570688740652,0.8032491016112283
3377,2024-10-12,0.6387326410618549,0.6470070618836935
3378,2024-10-13,0.8919201249284067,0.8059557173225297
3379,2024-10-14,0.803451874907477,0.4323560601302535
3380,2024-10-15,0.0,0.8087447720052386
3381,2024-10-16,0.2743122454362824,0.8906682658284031
3382,2024-10-17,0.9025799692814056,0.8395625951299797
3383,2024-10-18,0.9018168522751333,0.8798032456066597
3384,2024-10-19,0.9012633113641715,0.7021822399553612
3385,2024-10-20,0.9009399684164906,0.6461833216939975
3386,2024-10-21,0.9022259711545222,0.3204526246977843
3387,2024-10-22,0.8100368788182356,0.6211540954083129
3388,2024-10-23,0.0,0.8537690018185503
3389,2024-10-24,0.721236326810752,0.7098010231735629
3390,2024-10-25,0.8127780500874392,0.8673747129711181
3391,2024-10-26,0.6260681343713429,0.6173883678622201
3392,2024-10-27,0.19914440573483638,0.5574056082752937
3393,2024-10-28,0.0924801651666047,0.2042643589333315
3394,2024-10-29,0.9107415164794771,0.0
3395,2024-10-30,0.9028928759184837,0.22762920333199482
3396,2024-10-31,0.9095169738881248,0.2646109697033001
3397,2024-11-01,0.629796891513468,0.12126835786485209
3398,2024-11-02,0.780896869679867,0.8479560244854334
3399,2024-11-03,0.8872706054304551,0.8493362407532539
3400,2024-11-04,0.5827167821084365,0.03532130771876241
3401,2024-11-05,8.421000187373155e-05,0.5457788030885261
3402,2024-11-06,0.012662837414776675,0.0
3403,2024-11-07,0.0,0.0
3404,2024-11-08,0.016574995429210787,0.16135296810927902
3405,2024-11-09,0.7124356800269833,0.8343339866752577
3406,2024-11-10,0.82470237242091,0.07864377961480434
3407,2024-11-11,0.0,0.33523746142053146
3408,2024-11-12,0.49932664493204537,0.2587318008093666
3409,2024-11-13,0.0,0.4041436201877412
3410,2024-11-14,0.8913989958764701,0.21892035749198985
3411,2024-11-15,0.8778328910778423,0.02421233382382143
3412,2024-11-16,0.8872070535050606,0.5552776384990686
3413,2024-11-17,0.873177705954582,0.20614424756354247
